,modelD_cat_train,modelD_cat_test
1744,1754.8793680805009,2671.691418145906
1745,1742.0398464894135,2105.5979969921295
1746,2780.795055226812,2500.322300977128
1747,3277.2570621195514,3437.870130326407
1748,1916.3725373146021,2126.7628795944174
1749,2020.8738646722873,2006.784684374672
1750,1972.3403232270123,3146.4020916448185
1751,2569.407300538477,2050.102974316055
1752,4199.513116253047,2410.2696326214223
1753,2152.362817862127,2678.5903433945546
1754,3562.9908628604585,2853.0961676409206
1755,3747.871304038464,1804.1656805434638
1756,4502.890334993378,1697.4124642379816
1757,2157.7714029918716,2536.0724516753
1758,2445.5495564835737,3342.2638528639604
1759,1991.8826575356088,3932.0999563221076
1760,5735.819715914347,1784.4653058968531
1761,2679.8404868449243,2521.4946131276197
1762,2180.711417221843,2243.9319515697853
1763,3985.1432365945616,1983.5024943950452
1764,2306.320334084772,2669.126639064506
1765,3049.074056916577,1855.8893402795488
1766,3213.7304863365684,3537.973113156647
1767,2171.1728578410434,3252.162086757121
1768,3500.2411898767114,2015.5704938309852
1769,3253.5354188709007,2422.1294283189786
1770,3136.8354492134304,6468.838794986576
1771,2540.0848520369373,1776.342701067219
1772,1978.743902341311,1957.641999052857
1773,1734.3052699224647,2891.655742866869
1774,2292.49097192114,1987.2668098543922
1775,3182.0720303016433,1711.4952608798162
1776,2143.998608964897,2232.3575288493766
1777,3183.4588993750426,2526.446705444125
1778,2435.270951866889,2075.4012096687757
1779,2228.7201887594806,2594.288604598566
1780,1809.7167411408007,2541.1181887801927
1781,1803.4733438932558,2232.2312665252966
1782,2230.3722161865167,2432.897829622073
1783,2630.9962970571414,3628.2630482557856
1784,2308.492773508339,3729.489114694584
1785,4162.413544876225,1841.7988600240933
1786,2983.010422936752,3568.047414084723
1787,2071.244899047016,2383.0671170054584
1788,2053.6214691879327,2590.0503565783765
1789,3390.3083829552793,3708.288123871754
1790,2277.577785579806,3822.956980246368
1791,3123.152304202094,2217.09329012915
1792,5731.743560962264,2190.3154954010297
1793,2678.3991773189696,2234.8146495393858
1794,2181.576491917397,2173.0403476529564
1795,3223.976749021691,1911.6724324547024
1796,2059.5540221386073,2269.6261420115266
1797,2093.615932848094,2827.1241508422413
1798,2417.5554645606726,2507.0198533693147
1799,2183.9653902604905,2621.8684568451376
1800,2433.0573380267065,3676.117856479429
1801,4771.752228705685,3112.2159140451577
1802,2284.842527741071,2374.52654262124
1803,1951.2243507273627,2111.167681371556
1804,2564.166844295736,2193.8019052364225
1805,2408.5472184368473,4187.738655689677
1806,1828.5757967863378,1901.4259116429657
1807,2032.8100322397809,1855.377737430415
1808,2578.84780992363,1854.0201425176238
1809,1787.3703102368374,1958.6741649464689
1810,2462.248470271274,4538.197262172155
1811,2396.0518694225575,1880.25017568759
1812,2225.1005977667714,2199.1366896114705
1813,3261.1109270881116,2724.766123910023
1814,1982.4267344780656,2101.5848342484096
1815,2287.9650201901118,2018.195537532117
1816,1791.4146806824385,2696.96783647682
1817,3367.5664948099693,2749.207928023222
1818,1937.9067618377808,2067.955788114171
1819,2314.77073004746,1924.252814791552
1820,2161.684525379495,3261.747548915624
1821,3347.5683245722425,2192.7794222742
1822,2539.8181752437677,3113.048802286631
1823,2003.9742820948284,3917.8659214509617
1824,2075.185259464462,2189.5003716620563
1825,2747.328624049789,2273.4077181520274
1826,2112.941513672321,2496.169200903528
1827,1856.711658248303,2374.819078538415
1828,2548.413150636655,2188.2627643435444
1829,3633.9320731301086,2780.3556444234723
1830,1640.6459606561943,2390.733463826972
1831,1886.2506822316773,2312.326632190566
1832,2342.562937450239,2229.680459073802
1833,2242.456288040511,2674.1743451315997
1834,3242.602381317139,3049.433379803042
1835,2570.348404923549,2182.2310690584427
1836,2618.6371052255136,3017.304685575327
1837,3132.8058704126165,2338.5955739456663
1838,1705.7522367088923,1894.6525337618782
1839,1732.7601541066003,2678.1428233838005
1840,1829.8186224592441,2469.4325585650836
1841,2004.717693461071,1746.5681833598173
1842,1775.024089253566,1883.2671731093317
1843,1873.6255776922671,2562.0108824097833
1844,2091.169245848043,2400.971232812289
1845,1920.2433250746326,2196.579834377265
1846,1709.110921397629,2694.3546055197635
1847,2267.074086289604,2502.192153275871
1848,2358.9752523961793,2444.834428515335
1849,1975.4671733192597,2671.2842520435624
1850,4684.8387419025985,2121.5527469991075
1851,2370.04257062698,2105.5451755503454
1852,4380.38857215198,1866.5964475059523
1853,1995.0591775118069,3995.6776250657795
1854,2335.5021967002094,1925.0272205318404
1855,2024.7956251374976,2087.9156146483033
1856,3883.7636325358326,2529.2679870773914
1857,2642.233852842721,2860.4537021028723
1858,2699.0820151906228,5744.216754671824
1859,1988.0505523787635,1945.4072056712853
1860,2214.3772888659378,2472.864026898232
1861,4116.49709176748,2253.6764174024975
1862,3158.0376348748364,2271.0781885300535
1863,4079.957216747459,2075.3285326112705
1864,2685.8097501458974,2207.3030739801616
1865,3064.5672565921245,2232.541426604455
1866,2804.4335662063536,2939.388020240078
1867,2228.6278495397764,2513.9797294192977
1868,2293.17793881973,3301.803833576972
1869,2087.2363447852654,3085.7863236548496
1870,3320.1003269794273,2192.2332225192695
1871,3101.549315901734,1964.092352023678
1872,1742.4512099495741,4413.735851472563
1873,1940.190872627396,2021.232819366564
1874,2238.6962525738472,2830.757190265123
1875,2609.1501362552485,2856.5235791783152
1876,2172.1668147821524,1840.467058814109
1877,3021.0134447798464,2473.0721213976212
1878,3302.935738241459,1777.0453927299793
1879,4575.43011238473,2042.5228498599695
1880,2259.195980286354,2368.922293314988
1881,2628.5650008554467,2609.9045463589764
1882,2221.7171487212026,2041.618166711682
1883,2369.9791345243293,2404.5167480501245
1884,2836.204818213991,2359.213447499342
1885,3469.533335831541,1895.8755876351402
1886,2312.0634033160527,2508.952883020716
1887,2094.6203760483454,3374.962452447111
1888,3088.928180003365,3232.149407555152
1889,2653.4739041999983,2562.6072401756624
1890,2391.589531077429,2643.28481410734
1891,2588.643223453465,2284.874647431034
1892,5202.6510008041205,1937.8178523758193
1893,2181.15426016506,3000.744827380807
1894,1983.5358921266798,2047.6214237619854
1895,2625.5671479009075,2584.8375152132985
1896,2780.8774118493134,2143.6592924981996
1897,1908.220425476161,2752.473713908234
1898,2174.3317086476454,2023.1833678333392
1899,2357.088063288046,2361.8917324314693
1900,2443.45745305939,3762.464988965279
1901,2039.6704827298036,2582.726165030746
1902,3977.2660794735893,2965.7333247467577
1903,4742.610848174568,2356.9505837535844
1904,2060.7996987542238,2028.4238636112063
1905,2428.9527998097483,1636.8273588930356
1906,2435.3220330829254,2419.7584289890847
1907,2992.71404047381,2321.6711315296175
1908,2496.49079603454,2563.318414729272
1909,3173.7765636483923,2094.3604531413343
1910,1975.456863548065,2025.4444542471829
1911,2194.557642216929,3437.9091137740966
1912,3274.432216212069,1577.0568208487311
1913,1707.3600738535563,2099.413787848431
1914,2479.1612981166973,1841.9982690111624
1915,2121.5836375581202,1815.2319384867249
1916,2214.482998001689,2410.5887617053
1917,1917.5945515728902,2656.5570482443804
1918,1949.5838320079492,2695.1030841752245
1919,2879.3337075904415,2175.1423830690305
1920,2800.87502505785,3229.1021604775187
1921,2404.787474902969,2464.954278400472
1922,2146.4265021474102,2765.794250370741
1923,2443.3475461002095,2288.62726519331
1924,2373.491850017242,2143.273576408517
1925,2746.6369312487245,1608.748653933204
1926,2726.8700043375998,2189.6304675910073
1927,2468.157991422887,1748.2885692210318
1928,3568.989487862619,2438.386667791979
1929,3186.558013639053,2342.0018722086234
1930,2622.794019848717,2120.6693788609546
1931,2881.8041568508743,2227.4826811736857
1932,1739.064221710028,3440.235793364802
1933,1852.968648017455,2178.2077495914573
1934,2909.6749301249793,2362.5675708593653
1935,3247.3984322589067,2216.3652910569936
1936,2601.307406897005,2362.9663080503988
1937,2080.829691895299,2024.5092840461152
1938,3665.8589702400177,2844.2526785416057
1939,2412.2447008539625,2362.820357219098
1940,3532.3847891670875,2625.9938757955506
1941,2049.7023284284855,3450.882839087981
1942,2414.6163420875737,4126.768117861972
1943,5862.815080835804,2964.2645551337146
1944,2375.566676935867,2250.0932983829985
1945,2359.033928855905,3207.8234913492515
1946,4787.8527309236015,2269.937756558713
1947,2329.21202725542,2846.5027582226458
1948,3245.965249605992,4390.735087737891
1949,3574.7457890795554,1870.02770082478
1950,3691.161526894876,2195.797756939081
1951,2364.217440407319,2763.3155963475006
1952,2306.221540770106,2526.6421208047536
1953,3217.7405521540227,2207.2657009311906
1954,2881.4073176576717,2700.940012180279
1955,2893.301319874326,2101.407207698613
1956,3392.862824961204,2126.707770293588
1957,2633.217110526016,2175.8996537122175
1958,2466.144727369334,2074.2063572326047
1959,2071.096053040494,2101.9027431920476
1960,2008.466570483809,2815.575595898438
1961,3183.0716601928493,2364.000326638795
1962,3116.1925386670764,2255.3219746317727
1963,2453.843115271193,2294.7956071770845
1964,2161.676497783702,3229.5994977677187
1965,3271.4479315103235,3097.6314337732756
1966,3759.8491254716014,2607.9605837708887
1967,2132.567498369703,5471.9255259445645
1968,3146.7287904062696,2429.417230394242
1969,3373.6422997481122,2676.0663968244235
1970,5600.854488773017,2870.0111403348465
1971,2004.7569598221744,3623.6083416642796
1972,2242.7635835472765,2209.0019457362055
1973,2577.3815335364056,1816.7421894317472
1974,2404.817672757971,3050.554501085421
1975,1841.9919974323377,2139.6280333012373
1976,3255.748070232718,2862.928558991639
1977,2009.6822794243437,2554.197254058633
1978,2544.1078141598127,1905.5743252247844
1979,2503.2566732224586,2356.132896188459
1980,2742.464297314154,3618.8460990509047
1981,2371.2515782103455,2114.8008897812424
1982,2606.2973142906512,3184.914516428233
1983,3573.471003277037,3065.0172964961534
1984,2247.714842049579,2192.9402254698975
1985,2070.3969880442614,5563.057374185827
1986,2749.4936131310274,2230.434924547105
1987,3599.49849956075,2929.7666144651935
1988,1862.113516370122,1589.2981305269923
1989,1252.2966633626124,6919.908375553772
1990,2413.6414277921167,2555.3593829245283
1991,2460.9873985612394,2550.4853887429654
1992,4075.974329892324,2467.275024104376
1993,1865.5012597815607,1905.1824661434032
1994,2235.9607727045122,2925.3084555698942
1995,2377.695527695313,2752.249073836879
1996,2372.1559895944047,2229.2115555225723
1997,2080.1565177810025,2219.5051503665245
1998,2855.0861555600372,2466.3469358841758
1999,2798.7131153877676,1771.6222516453138
2000,4088.7258500290536,2404.3391748676827
2001,2046.6965442469746,3070.018033353984
2002,2052.0361710159177,2087.617430206948
2003,2580.4102299533192,3126.3591684072403
2004,3831.3168077050996,2313.6803358894276
2005,1950.3227668907193,2358.5176625721106
2006,2934.397550335284,2550.7002839937695
2007,3552.695038613826,2730.5294172972176
2008,3161.103644561254,1998.1124604100442
2009,3654.713935829379,1970.1573044140619
2010,2023.4680434363754,2354.3657944355523
2011,2382.325439338825,2263.055413715603
2012,2273.2331828761658,3009.673870441319
2013,2154.75224037356,2279.4013620924393
2014,1386.125182275637,2373.057587604538
2015,1476.577937944962,2171.8911394759425
2016,2359.0680626053777,3077.599595807823
2017,2973.7684749687214,4422.81756113034
2018,2157.2120403776557,2427.6683151013303
2019,4904.781403418017,1941.1025798552103
2020,2649.9250234090077,1994.4087834805518
2021,2830.608138698079,2344.987578456312
2022,3067.680188903106,1663.3640396604333
2023,2529.0759010057886,2795.1187426618208
2024,2790.972630421842,2261.1440348451133
2025,2368.0054531511823,2319.43720092646
2026,2476.7533653443634,2092.6016480936364
2027,3024.1350140998848,2534.439187771403
2028,1850.175837434996,1674.0417348943574
2029,2938.4241901327628,3227.837650842218
2030,2681.708412762512,1747.7960094207615
2031,2183.250095648495,3578.568040279127
2032,3082.98289735117,3319.575679182564
2033,3819.9074126220657,2526.3669038506036
2034,2348.525119694829,2085.107463064704
2035,2390.165490614404,3733.7769190955214
2036,2221.962209697123,3237.238594678594
2037,3292.1425563579924,3135.0270975748003
2038,3767.6291381579326,1626.2110339617363
2039,1681.563008918069,4176.118171823336
2040,2302.4250734641314,2898.3197355081816
2041,2362.2074649179362,2491.014317852998
2042,3085.0546371979826,2690.0492517830726
2043,2389.8304329980215,2327.0124464093687
2044,2297.980218430317,2630.8430609300394
2045,3136.6562683654324,2126.024203328091
2046,2288.4770991013665,2985.9617120606663
2047,2523.7313728984464,4552.41317289789
2048,1824.2098701436594,2247.8324466160257
2049,2193.2602347650272,1994.7044949668766
2050,1783.0350012943973,2950.709638125223
2051,3044.4144248490593,2689.9216507820397
2052,2447.2214028504054,2820.14639359187
2053,2660.4906443236555,2197.6081628934953
2054,3508.601809070965,4126.540020921008
2055,4287.610120000984,2394.8784453546277
2056,3322.2398139028423,2902.536782667019
2057,2187.3161134408965,4008.813218036879
2058,2331.4302378357897,2369.962414333039
2059,2414.2812762697054,4051.720367591195
2060,3341.9382595448346,3184.8840737862456
2061,2396.5093164991904,2470.1531164820844
2062,1867.7405842688631,2904.4486937045517
2063,1914.9387514602186,2368.9597059357616
2064,3824.1765514971034,3482.7350771202073
2065,2880.803809344103,2810.3298777589507
2066,2520.8470462960718,2496.478467085737
2067,3605.8084396639942,2382.5869936468507
2068,3609.7533719492044,2238.6321945963623
2069,2447.9756670633083,2057.3993699205967
2070,2579.464208676248,2167.250202837229
2071,2041.284586416648,2755.1538887438005
2072,4563.928900599917,2427.7963892608414
2073,4094.359111062006,1890.4602618439367
2074,2497.9756801486383,2536.152569521067
2075,3588.172808551313,3263.9475166352063
2076,2426.1869069459854,3820.1319675555105
2077,3250.9036717439903,2292.2563721317006
2078,2305.1106829953915,2431.69084671034
2079,1754.820798390257,2388.2610033458795
2080,3130.029596145111,2430.379923743903
2081,2402.458579851223,1990.9416507939818
2082,3361.657036161804,2929.5041957276
2083,2298.5673011058825,3478.7428340002384
2084,1594.5689901432268,2269.5879548445255
2085,2477.0275389155186,2371.111514875845
2086,2743.321685893973,3008.1533911749657
2087,1855.2605439796175,2392.529552400233
2088,1940.547373256468,3327.1094921872223
2089,4381.402874250751,2808.416099013214
2090,2524.38609388232,2053.236878357759
2091,2355.6910870742727,2762.4402417370156
2092,2357.2438390701295,2807.3155641097887
2093,2466.890729089059,2222.885703075817
2094,1995.5283254613494,2218.3072316043363
2095,3638.5324156677516,2189.562660837295
2096,2695.069932451036,3533.8597296176135
2097,2179.024819115105,2674.0003366439005
2098,2030.0013188340415,2600.1863147565473
2099,2472.576860403986,2134.0593492379594
2100,3291.4376641180515,2221.6812272692887
2101,2738.282553161353,2435.17132256368
2102,2382.082110361585,2445.536336918738
2103,3015.8061041851047,2488.7564509640342
2104,3223.114948435043,2681.159949230414
2105,2293.241493118645,2291.3905410047964
2106,2319.5026995582552,1760.4535315173339
2107,2535.069754742701,2937.336879754161
2108,2730.8979883949955,2303.282133101826
2109,1727.9975848734412,2139.8440713182804
2110,2227.762546613298,2235.4464659507476
2111,2049.193788384478,2330.6140129193636
2112,2316.5528471279267,2408.647611609476
2113,2174.5557006588147,2853.6952100563412
2114,2574.0335360319323,1922.8701285357251
2115,1914.8104180762166,3819.9500640132014
2116,2110.8444111185536,2885.7952923537146
2117,2339.972070384387,2189.326657424027
2118,4586.502878773717,1899.438045145292
2119,3356.6351031482964,2157.511455812791
2120,2592.209948156098,1959.0641367579788
2121,2108.2458542362638,2626.7072396149665
2122,3522.295075165978,2119.0633883812893
2123,4288.293264082071,2656.7463889657474
2124,2350.309112889291,1911.273472800715
2125,2214.431026433672,2773.872452357848
2126,1949.6571052010677,2160.8474498240003
2127,2435.801233880334,2778.342679744638
2128,3400.9990271508877,1899.0353004340873
2129,4818.495456811552,2536.745254558133
2130,3243.2622407624754,1910.8745922005994
2131,2668.3998778099144,2679.9775178888585
2132,2230.5035951459954,3201.223203020476
2133,2432.520210024175,2255.0921667368793
2134,2309.880776664851,3177.65536019653
2135,1828.5415457600398,2034.8681077135043
2136,2216.883955256265,2746.119030909952
2137,2266.570738928537,4212.584641084943
2138,3036.5448431279,2645.9847817061795
2139,2573.8145498627273,1938.0029641509213
2140,2488.846364620199,2037.4727417149338
2141,3915.959362614625,2553.5631604807777
2142,2483.26909434579,2166.854790726365
2143,2126.964196842971,1955.640841987825
2144,2775.8933469722233,2975.2536646981926
2145,2761.2830246692847,2191.578443399832
2146,2035.4063043943524,3063.2303352962326
2147,2375.4017200164326,3372.7141287066997
2148,2660.904631089772,3687.199717682134
2149,2197.9265046998194,2228.2273738951685
2150,2590.455820761858,2053.3099803816303
2151,2818.638488397691,2309.4483696213592
2152,3120.895691992163,2143.398631842381
2153,1979.24388677253,1773.4191640570964
2154,2064.4274166411888,2480.9688819408357
2155,2157.096427232071,2937.574537091351
2156,2231.6407808672343,1867.6320866213937
2157,3900.9009707442974,2297.186244814312
2158,2364.298708601931,2410.881753358958
2159,5892.123786461405,2051.146826318662
2160,3508.8928993774007,2040.9108251841876
2161,1945.8411897857386,3415.537498044972
2162,3535.488542591316,2299.7911218272807
2163,2126.9940990443715,1839.367499922249
2164,2571.4052972443897,2165.114404743593
2165,2944.9457312751592,1826.669128351997
2166,2751.7698790558784,2093.5390194200686
2167,1829.0892861809025,3504.3009950843843
2168,2837.374736204216,2370.2466667369094
2169,2444.1834288436216,3248.596558971284
2170,2959.5070395838416,2072.765640144212
2171,2330.9494792022806,2748.7108128476166
2172,3392.0128972861835,1861.0562397798356
2173,1649.3348472620999,2156.0026376448595
2174,2065.3999152799756,2182.6307284626805
2175,2355.017829584284,2373.251256542787
2176,3290.6603703351,1791.7430272303677
2177,2065.3116623216065,1937.3844412525027
2178,3451.0761509051163,2913.423650611112
2179,2009.872145089048,3146.6913363058165
2180,2622.389150678071,2186.91609051234
2181,1954.0637986876027,2742.6755215321914
2182,1624.1276832590893,1852.4244369613048
2183,2124.4868013515857,1874.5099751055961
2184,1925.641636108925,3643.1229406382713
2185,2063.949801399792,3145.0460951368486
2186,2107.3230610120745,2372.303818254052
2187,2819.2533579271394,2384.2199432381008
2188,2304.5620450891656,2333.4484426191934
2189,2237.617257307428,3171.2303215973516
2190,2521.305562217277,2497.656461513589
2191,1884.788489642938,3348.3093475712567
2192,1966.8476034686842,2744.6474658152792
2193,2158.7538786955483,3025.415853081681
2194,1804.5070220670666,1775.2334140013306
2195,2959.3792041431716,3313.061498707318
2196,1898.9695205945486,1891.579619360879
2197,2069.9475992435146,2124.7167967776704
2198,2078.4785160575866,2477.4246347162903
2199,2697.377174510049,5063.652638728275
2200,2317.6049032313226,2662.9490271795194
2201,2868.4496546437204,4901.198197903682
2202,2146.541427659788,2581.2586199959733
2203,2320.182917404645,1786.177003218553
2204,3350.438322573454,1820.2356040097952
2205,2875.4543338758144,1759.3363921554555
2206,2101.407789890411,2091.8851611320956
2207,2141.2536979628517,2775.1512553939065
2208,2621.161111343495,1744.8294267354183
2209,1961.5407680863564,2883.5488972638404
2210,2920.2225219181837,2080.3337738121113
2211,1733.29543960894,2645.101481173018
2212,2801.837649587874,2448.433625568111
2213,2982.043599213398,2702.487543742627
2214,2938.1697018656455,2603.907949624302
2215,1921.0562370344917,2723.611249997317
2216,3577.348816197149,1899.8354105647202
2217,2233.7119396431003,2262.73152517615
2218,1975.2268684433143,1854.2458717938632
2219,2147.8467808738646,1674.8308722009801
2220,2277.695399529351,1530.1184878148988
2221,3976.1132524541254,2225.606374342806
2222,2781.806169684642,2173.6816406257703
2223,2532.7095530649835,2396.4813264093527
2224,1869.0233357499974,1627.091288187689
2225,1810.7487136895893,2263.5155001589474
2226,2301.646259607961,2520.757139692027
2227,2208.035366902155,1904.7746266253275
2228,3775.6042806204,2285.409943390886
2229,1592.0406573395396,2315.6397154867086
2230,2993.9009341857163,2015.968468112625
2231,1586.823076967272,1843.436098735779
2232,2609.653904444811,2831.4846188182473
2233,1788.4464268855504,2603.9828021698763
2234,2339.5730198847486,1912.0450278486326
2235,1801.9058720465991,2020.0861985577867
2236,3790.6417319587845,2015.2196540895452
2237,1684.49077023516,2015.4973473996142
2238,2022.0614127051745,2511.034279554249
2239,1979.5944749635305,2393.2343084486606
2240,2270.198567514525,2219.6673372899418
2241,4141.199513741293,3170.8708409470655
2242,5207.2206836959085,3488.249777337467
2243,4082.5365791998047,2147.9768601115925
2244,1757.1532800632085,2141.8372125832266
2245,2509.846845811726,2176.814466254942
2246,2076.1031083901976,2221.3779554756297
2247,2245.7619631513967,2320.1401744890063
2248,2201.924736353419,2391.1281992696313
2249,2008.8331988383757,2518.0087507563717
2250,2274.8188308054437,2865.214839524227
2251,1705.3968738461767,2222.5945207055374
2252,2537.0103299831912,3618.462365939108
2253,2013.3776631334727,1907.3471097536628
2254,2047.546620008864,3555.642994819591
2255,2653.7786587992764,2637.3485797807634
2256,2469.1388153669836,2690.452565657234
2257,2194.1636127351358,2456.784954994677
2258,2010.431580594584,2509.421923766161
2259,2208.201727584888,2200.5080654688854
2260,5718.545192474765,2187.580341437094
2261,1925.0779209805187,3373.429024251459
2262,2364.001447909811,2442.970330071509
2263,2309.3663760368263,4005.5593499131332
2264,1997.2210826063624,1656.6140067993504
2265,2277.070703458364,2262.679851240941
2266,2139.6607567114556,2914.7706366293105
2267,2841.3294021238567,2247.4930209792374
2268,2283.7282795120514,2272.0401182989267
2269,1975.7298607452644,2167.855268185775
2270,2516.8263454912912,2423.9580819385
2271,2516.8263454912912,2856.195170166703
2272,4003.623832245742,1878.6754867989166
2273,2223.7839581564444,5410.718319866775
2274,4481.281232889044,2122.802216944553
2275,3042.6919896685367,2230.606708869309
2276,2152.445526353165,2351.1360876833814
2277,2312.6481019987946,2513.7875966649094
2278,4813.645502546966,2887.0065257776428
2279,2694.6977646749965,3367.1591196598847
2280,3140.4094789317173,1786.6131243550444
2281,2482.779631207712,2478.837883115416
2282,2249.7311829930013,2353.4052818482696
2283,2340.2095947163007,2993.4605673098117
2284,2515.916867526754,2976.111152035793
2285,2334.3282591048323,3456.780091816985
2286,1936.0544277570916,2176.111312142194
2287,2359.244819858858,2183.512628625309
2288,2898.3114777929795,4510.328593227654
2289,4400.812748697427,2159.720815975572
2290,1976.2599173104718,2706.230641124002
2291,1967.0601008956955,2815.2910314008755
2292,1999.1500347183169,2324.822463180051
2293,2746.1291397638684,4644.689525708696
2294,2510.159640617904,2528.8642916824424
2295,1982.2660799188018,2425.7561423034995
2296,1857.84344634377,2391.829669189664
2297,1883.5251291799423,1730.269249687636
2298,3769.8098225526855,2960.2238485428234
2299,3671.529203560754,2564.274520658362
2300,2051.3748655632266,3120.120267261428
2301,2412.0688593169275,2174.625012775731
2302,3509.206844496713,2439.619211574272
2303,3739.9175894902837,1701.2446485365138
2304,1860.989071850866,5735.956212852629
2305,2660.2433477296504,2017.080158646177
2306,2311.3434366567203,3613.98752069826
2307,4805.859742268442,1815.8467346523412
2308,3240.669723324027,2050.6085840361047
2309,3221.4538276592302,3951.9446862317736
2310,2182.4711970901226,1695.4532458143233
2311,2921.4875810733065,3138.3533719575566
2312,4005.412536633119,3062.916112362333
2313,2416.829930338486,1986.5715618273912
2314,3760.0986091091927,2145.175770497187
2315,3196.816584874382,1925.4501804828972
2316,2291.470123251802,3332.1450300799397
2317,2291.3977190573287,2964.3271132828986
2318,1652.5405422693157,2847.62937026733
2319,1732.7756763358934,6331.384962145351
2320,2292.031947956918,2293.352774466105
2321,2502.2581366064996,1948.7849705587673
2322,2516.8330728651604,2703.086852734107
2323,2915.5065856703313,3968.9172573788974
2324,2436.6404606336255,2239.6897016222056
2325,3399.733328536463,2735.721236592041
2326,3690.98315605381,3605.3812173899482
2327,1663.8156674378413,4594.684994929128
2328,1645.836550969737,2053.642314832202
2329,3172.3727757425795,1958.1306251226574
2330,2568.9349847281596,2539.055713675368
2331,1773.22325385607,3004.9426026921037
2332,3204.393698904986,2006.4467046705013
2333,1640.5943305593723,3501.966148848125
2334,1884.0500524474046,2594.872714354843
2335,2629.128336051638,2043.8959376409443
2336,1715.8575419898511,2144.5837889147756
2337,2264.2166141625808,2272.625817093741
2338,4104.645815612872,2538.831110947346
2339,2167.834970880173,1949.4923045603452
2340,2304.326120825038,4122.654750499028
2341,2270.1618519771173,3764.6855590566834
2342,2295.604332481994,2072.7390186694815
2343,2047.2178374251887,2055.335309777181
2344,2092.59776335117,2411.190716264667
2345,2518.117269936345,2099.1845959862612
2346,3949.7416095262197,3001.9576848132083
2347,2987.022060573102,1911.411156297439
2348,2616.0665236747454,2193.8269177731986
2349,3498.672051987965,1566.3912491256403
2350,3711.4892724980323,2779.058656485487
2351,1941.233345833887,3609.2127999464524
2352,3054.597279060995,2780.318608414359
2353,3574.6927337053216,2404.60234230512
2354,4682.133095801072,2862.239041383285
2355,2836.6719414128747,1727.654681533089
2356,2614.1816869135178,2284.277179725848
2357,2942.0841589066504,2527.9545385496467
2358,2147.184622773546,2513.7396706601926
2359,2971.8443038954188,2327.9645706090278
2360,2591.196670980834,3180.153400582852
2361,2360.3434141149273,2411.957425890369
2362,1926.083715966537,3093.4290365226075
2363,4869.80939401648,2121.8805665634673
2364,2521.2056965225074,2680.1096189511472
2365,2260.207715212883,2457.6193070968643
2366,3402.9677626769535,2285.907533514539
2367,2221.469741762131,4883.570048950425
2368,2415.537013596765,2373.411617242702
2369,2324.245185976572,2114.508417251508
2370,5824.809731674161,3703.4687779762958
2371,3604.4064131368796,2388.320586496508
2372,3208.2866480430393,2123.766029963129
2373,1844.98662696562,2060.0411562304516
2374,2194.339831224469,2075.981821023068
2375,2752.1760466982523,2012.5478234188624
2376,2339.944947450188,1929.042722828727
2377,2596.828556143389,2992.2358852846996
2378,1705.5427598309016,2111.326177896005
2379,3971.728953975662,1996.8161776572583
2380,1993.8570314766687,2938.1954641370853
2381,2397.9645315358484,2010.6157900523212
2382,2216.257995846699,1808.0692317722037
2383,2856.9431096457174,1976.4162714290196
2384,3045.511254181856,2360.815231164758
2385,2049.66571259808,3251.812596273549
2386,2076.6701545079623,2065.272913667207
2387,1595.2425349346265,2481.582884183544
2388,2028.1473122893274,2288.5462883618247
2389,2180.221976018978,2531.654198022077
2390,3319.587637817072,2966.2970002069433
2391,1600.4082467157034,2890.43842326434
2392,2214.802079400332,3337.915091560854
2393,1890.85318839406,5022.389207244178
2394,2272.9279422997356,1689.9740383776148
2395,4792.198770071047,2048.05735542061
2396,1780.1673871226055,2540.4192516864996
2397,1899.139526532253,1597.772378956705
2398,3818.617759542645,1652.2602559570544
2399,3386.1733265180005,2328.1535301764497
2400,3491.353218700369,1824.7802289851018
2401,2086.962711991441,1586.6528589597724
2402,2164.103656404909,2766.695077370862
2403,3103.0843505736993,3456.0405811813775
2404,2615.2254906220487,2483.044220610419
2405,2083.1510479017434,2200.139683092667
2406,3513.5891009324196,3161.2547957602565
2407,3076.3134455617915,2640.8895706695416
2408,2495.1703600398296,2367.108213500085
2409,5054.441819878071,3798.635140002486
2410,2526.191936141555,4771.3940157140805
2411,2228.3699487977165,3670.3400334437843
2412,5237.9809721807005,2271.410660147903
2413,1986.0202471311632,2652.0164603572466
2414,2855.293436862021,2213.801881042355
2415,1637.6239575065308,3377.197082426709
2416,2501.6616104444174,2162.51733395377
2417,1925.0338758964754,3633.596873547631
2418,2387.2095106764577,2177.176690837561
2419,2135.4487866299396,2430.558091207383
2420,1874.2433063866247,2493.2158768903932
2421,2064.7165268772906,3046.6767426562737
2422,1644.2522773780108,3161.284465448767
2423,2959.991117206607,2042.8634623156217
2424,2449.4751220914827,4493.822426050031
2425,2182.162046628604,2243.4959413742336
2426,2768.4001441757746,2450.2179593819433
2427,1781.2434824730901,2068.604505350988
2428,2758.3532492352133,5328.267240989066
2429,2408.137284592249,1964.939865292213
2430,3664.039505764287,2251.8528653885573
2431,1850.8514053955307,4202.314401140704
2432,3774.1746599121507,2017.6964164594287
2433,2200.599842479825,2073.117501059919
2434,1994.4351513366487,2064.9120468778924
2435,2621.808514264949,2308.427662882601
2436,2893.796702935252,2223.325525100185
2437,2264.09395718831,1804.9216263467893
