,modelD_lgbm_train,modelD_lgbm_test
1987,3540.236057651592,3032.363989980792
1988,1997.4447160480368,1681.8136145424317
1989,1159.4162026940571,7095.32602616403
1990,2229.0808432019066,2478.5641789543524
1991,2427.3151838803547,2567.9357445152928
1992,4258.481290375931,2863.8715473564325
1993,1778.4092961917443,1747.868193053795
1994,2136.9847651017903,2888.1493826230435
1995,2288.4348744160866,2359.1854875837803
1996,2373.225890969193,2129.497002932435
1997,2022.7523526218404,2283.917551190035
1998,2864.1923995377597,2550.5409548739126
1999,2579.2661302091997,1918.4930686713378
2000,3792.12841412434,2227.712966532882
2001,2068.1459291831466,2950.0648227289885
2002,2496.400742274426,2052.731275586143
2003,3070.366336301263,3610.800221094658
2004,3356.324682277573,2365.3148625692324
2005,2098.772903597619,2360.008571578683
2006,2780.060276859247,2469.155457093718
2007,3556.7976869529152,2545.34773761774
2008,3184.590942421811,2599.4943020680344
2009,3633.91664468633,2014.2672093864937
2010,1950.407279747538,2188.040894446703
2011,2271.3425618994015,2169.1759852194064
2012,2263.843317742775,2568.306016726235
2013,1870.5225378761243,2318.3200558909075
2014,1527.3679867632486,2356.660494587881
2015,1490.2197220404319,2185.7081361430755
2016,2080.953345550608,2960.6840348688374
2017,2985.0424729212737,4211.213724297728
2018,2011.752955024735,2593.428230196863
2019,4686.704652366986,1937.2435999716618
2020,2719.934791302466,2122.523257667689
2021,2517.024467149248,2296.5196158187027
2022,3028.152982149925,1718.3682962828134
2023,2483.4567537092075,2747.447553730514
2024,3085.233298981311,2177.066812929843
2025,2323.99151157347,2513.9055887473855
2026,2206.3076200188843,2112.2381033982747
2027,3251.508571133519,2341.8356744004027
2028,1542.4859152135296,1716.8812201140158
2029,2723.649346528855,3233.510656165886
2030,2580.1322418558893,1793.4231310513278
2031,2428.546792055219,3603.620213690622
2032,3362.3927570365604,3428.31534356871
2033,3690.090367955166,2292.0001983549614
2034,2616.627656093748,2087.553590497971
2035,2307.0660288569807,3430.7505667751807
2036,2154.691888998886,3406.929546860652
2037,4538.443547525292,3053.169826376842
2038,3665.289838851939,1783.3784572300167
2039,1715.7244414880818,4133.266552144967
2040,2128.4618238163152,2773.8890204885656
2041,2248.636233568967,2280.4516894559088
2042,3213.5171845216905,2547.7249427347715
2043,2715.448414953975,2282.6674714328947
2044,2327.5323988039763,2724.0499632280735
2045,2887.3210404741344,2119.567848662968
2046,2104.2828925709605,3186.2764684121257
2047,2847.8361922284503,4639.588367247297
2048,1900.262082405552,2360.1893868366956
2049,2288.253240280478,1892.300521462133
2050,1712.9622414234989,2809.7811726060795
2051,3429.1584904915553,2650.9301361100715
2052,2556.707117714179,2825.6375813610675
2053,2643.47028096635,2317.928557471317
2054,3331.2575888584556,4237.125672388499
2055,4477.99809807184,2493.5305431072074
2056,3536.2749290077304,2721.9533067686175
2057,2304.0451258365533,3944.5094798252876
2058,2334.7970258668292,2302.8049527802564
2059,2335.348509805446,4081.585316512851
2060,3430.429713035309,3549.50243747356
2061,2334.1322400378476,2517.455250851049
2062,1629.1724379530947,3048.2123330573586
2063,2065.031556556847,2742.637434877097
2064,3823.925581818207,3569.914812657314
2065,2425.8413730980906,3023.662946145141
2066,2299.226406721109,2445.8938743053714
2067,3241.9152665945626,2504.773509520326
2068,3216.438795335752,2340.0934044420524
2069,2383.0079534467905,2185.7444733890457
2070,2546.777206180416,2045.4373223128146
2071,2194.958264656984,2871.3301968087953
2072,4707.598438245349,2210.9048461852103
2073,3846.5414669284055,1974.7691662521756
2074,2663.265066085616,2499.125666578745
2075,3354.1519763531546,3239.686655464394
2076,2525.954259616277,3878.66537117298
2077,3533.4823125307967,2219.133641113228
2078,2436.0956052589254,2329.7312616393965
2079,1905.7584040612774,2300.0208737901044
2080,3514.6386852010232,2470.6998054576916
2081,2552.693210796579,2134.8713264504377
2082,3386.518173649397,2825.8513176276324
2083,2168.482699211157,3328.5710709317586
2084,1765.8067867144548,2117.2704384860117
2085,2448.3664433159674,2684.1459097708025
2086,2790.986845248774,2935.735547013696
2087,1991.536552424259,2219.0324360534883
2088,1963.8020474547664,3237.497374358504
2089,4090.369529736694,2682.3468483341303
2090,2434.931798008836,1999.615005456711
2091,2256.2394404877364,2755.301775480424
2092,2503.8662440052794,3242.512362625833
2093,2461.5161295251123,2311.1822915848466
2094,1975.1865312911905,2805.791859474071
2095,3658.7348749448183,2387.0364785909724
2096,2441.6083630479443,3715.041413814318
2097,2154.488834695299,2717.6988691269376
2098,1939.8342406859215,2608.167629651047
2099,2645.642052692939,1899.2181447033568
2100,3336.13448263349,2402.5989333464886
2101,2801.9739084409553,2536.7405797498955
2102,2400.5765243611595,2731.7956818836947
2103,3049.3119314417254,2748.481368517539
2104,3370.8879350165726,2471.245947840328
2105,2303.946403035095,2427.1060228965716
2106,2256.400395797144,1771.1633090853477
2107,2374.5003808179413,3238.968498358391
2108,2577.126671125287,2157.0071424137714
2109,1828.4054482564998,1988.071021317773
2110,2373.7272838620015,2300.1995066816794
2111,1904.3055094532995,2229.453913680006
2112,2423.982500366303,2637.311342314341
2113,1998.726599415865,3130.728651636421
2114,2529.3020115243644,2120.7064116906486
2115,2587.558485705786,3664.0202037537483
2116,2229.191330279718,2723.2547927478545
2117,2651.103691126405,2308.33726224076
2118,4943.6502035643225,1940.264354177408
2119,2854.821867662874,2365.9262818935576
2120,2576.2208603283543,2091.422038641388
2121,2412.4550020367055,2580.2262749193187
2122,3595.5729066144436,1918.1528058533793
2123,4157.133537636121,2483.5738671192094
2124,2425.6219364448843,2054.135086261881
2125,2273.058251497912,2837.7096419660675
2126,1809.5107717760602,2089.5595512203595
2127,2536.6174282690113,2979.6272460275445
2128,4113.518986387371,2016.3096192820697
2129,4608.957693863185,2542.5112895731554
2130,3315.110331948862,1944.31773578386
2131,2218.7090252065045,2712.4864635687004
2132,2406.4725802364683,3141.5800037117497
2133,2402.003287307525,2302.9929674693003
2134,2579.3818086699043,3022.5472192371008
2135,1935.335108892165,1956.3251877865798
2136,2186.252542208493,2368.4843731040073
2137,2321.9063713239166,3945.5599870909646
2138,3118.9111321884516,2600.6232020163834
2139,2480.0462125792915,1974.8017892858195
2140,2276.9046912296612,2192.706096021163
2141,3508.1432082647116,2535.621122516659
2142,2374.5003808179413,2229.9725991533123
2143,2267.769002669233,1887.1265819207497
2144,2762.556933913783,3372.560085812871
2145,2783.3632516246785,2226.9386815855455
2146,2034.3854010099162,2925.5527158819114
2147,2082.661730258044,3304.386437138218
2148,2451.9676638344363,3201.588326948922
2149,2182.753209250793,2221.9219294587665
2150,2525.659730503056,1880.218847322294
2151,2793.0277934092423,2341.930791565451
2152,3580.6676951983836,2301.862901063602
2153,2130.7415759704877,1878.6337939029115
2154,2429.926845454861,2412.9009618290834
2155,1897.347574210029,2900.453820906754
2156,2279.2977821389754,1941.1250207140074
2157,3546.414562572523,2243.483707559905
2158,2478.3107257162224,2264.580779785879
2159,5187.832053699799,2173.878494189019
2160,3192.3169798090344,2067.013287934837
2161,2002.12735429685,3078.6406413186223
2162,3996.6908162622162,2260.9915973903235
2163,2199.387640576697,1958.6561484541521
2164,2686.8484272213627,2227.632722219494
2165,2836.3424804615065,1955.597129256154
2166,2554.134637162118,2196.4766993586613
2167,1716.844139529862,3735.6246511542113
2168,2930.7583727571296,2566.447577116166
2169,2355.234676992744,3115.895553361891
2170,3042.8817942966866,2079.327641097021
2171,2371.317892258779,2589.9155591827484
2172,3423.546778260548,1991.247878831659
2173,1636.0745379725017,2225.5475369518285
2174,2068.992791254685,2129.1417772905834
2175,2327.0405895255703,2251.74726950178
2176,3297.5703370898664,1815.3587194267136
2177,2297.8812005667905,2157.859642025322
2178,3004.6925153329785,2771.1341706487974
2179,2049.149896679516,3346.819289781103
2180,2635.211691120326,2305.4432553986294
2181,2108.4777858527023,2715.5885313614403
2182,1578.2352199453965,1818.4547345435756
2183,2242.3645811502815,1978.8850898007313
2184,2141.238880732015,3725.1952091080057
2185,1925.5851814288496,3269.2222578349474
2186,2342.384492983746,2411.768673592134
2187,2766.113566827376,2161.321864214844
2188,2467.757416021948,2523.136056634925
2189,2539.846528680612,3187.7679027960266
2190,2720.9214677634886,2369.531421243354
2191,1844.2795096405268,3258.479589545049
2192,1835.0470191463592,2603.492985812921
2193,2223.5080996319225,2864.731087069079
2194,1796.1681453703231,1864.5861719732025
2195,3039.144435406266,3411.729316620555
2196,2436.6794938948556,1764.915974850838
2197,2865.1615635439493,2379.8596677520463
2198,1905.308195784629,2305.9515685429888
2199,2993.1990168645384,4635.061738179622
2200,2147.5930425354554,2913.077588605675
2201,2957.2819358937413,4877.152028487454
2202,2187.7959007862587,2412.662902609782
2203,2334.6707822197213,1780.9043636546503
2204,3367.924612389092,1803.9561037143235
2205,3254.329343013974,1904.3784178611054
2206,2080.318535857056,2279.228245990314
2207,2182.538082212259,2617.015726566141
2208,2778.665933292755,1735.5507501944144
2209,1939.492260534424,3025.858533065706
2210,3065.564095696563,2121.4153460445664
2211,1661.202793759864,3006.0270236260903
2212,2768.5119925606514,2708.9854200789005
2213,3711.55121866061,2766.28358632033
2214,2693.809224340774,2406.9619511883707
2215,1860.8987596633845,2742.7398828602463
2216,3071.1556552089796,1638.5801292251526
2217,2235.9897366012838,2246.970867626848
2218,1747.944148656786,2148.1521202979434
2219,2401.071954727532,1695.200245196134
2220,2463.8247562917513,1515.4884906754596
2221,4076.492038814762,2142.938865252244
2222,2348.792316787509,2599.774760423366
2223,3099.0214155517065,2361.9629689796634
2224,1923.9984081977784,1784.8353184325304
2225,1920.3799294031369,2446.640700969915
2226,2044.6528416350197,2434.8529757742353
2227,2356.467654182326,2217.98839057932
2228,3347.703766669839,2586.4673236187855
2229,1460.4941680237303,2314.015245173578
2230,2776.5653396096295,1943.577783923125
2231,1754.2312704229942,1748.882973197798
2232,2616.438817096391,2560.821765381951
2233,1972.980445999898,2901.7766359355774
2234,2432.2480824589093,1857.504514994946
2235,1933.3028213467985,2099.445815810773
2236,3933.7808959137496,2271.4464005547534
2237,1823.6666328815897,1978.05253057253
2238,2204.889775085412,2837.5261431268973
2239,1887.1343401158342,2574.5700450252284
2240,2399.3753512357844,2089.3024435360467
2241,3667.6275177845905,2920.6433596205143
2242,5205.2611974958745,3298.8307967923574
2243,4174.452584918883,2349.733911045819
2244,1897.8729842535504,2178.977033231754
2245,2718.178032052672,2143.303851844108
2246,1883.0330569763107,2353.5573100214265
2247,2197.993534587517,2398.7131605831423
2248,2152.8150628361004,2107.4783398145955
2249,1764.7869118320561,2552.905126246007
2250,2415.564477465926,2861.882245839645
2251,1606.726021619315,2521.831297968899
2252,2530.688295994183,3475.1363748995173
2253,2134.1991807129693,1879.34753392656
2254,1902.080911587713,3892.872319449677
2255,2407.2992140935066,2616.4724983030196
2256,2646.7573375891548,2765.69042107909
2257,2550.2028546111733,2699.9984476622253
2258,2124.7909952994746,2424.114013720763
2259,2317.7815483795607,2333.9906419517733
2260,5580.377037257741,2156.37211319198
2261,2010.3702050980428,3224.1469905890294
2262,2258.754972636788,2230.1150582639248
2263,2295.106052689202,3756.424677102875
2264,1992.5795087134522,1820.1778059117871
2265,2261.2693018316963,2285.0833419578917
2266,2322.141551101774,2752.7270082462123
2267,2911.1963752242027,2364.235137794546
2268,2376.331292067648,2180.5370358183945
2269,2204.7552929005096,2140.2624508619556
2270,2412.809515010242,2373.437351899899
2271,2412.809515010242,2872.482928586732
2272,3856.1737641414834,1751.9191869253743
2273,2344.8344641210274,4927.567419477962
2274,4633.430485958946,2116.177450834387
2275,3123.7805580008944,2528.5820172882795
2276,2248.2886365071745,2189.500222511383
2277,2436.433351878565,2142.595300002725
2278,4933.639510592532,3133.9320223849377
2279,2800.0264890668827,3253.864850269926
2280,3119.707420384416,2539.1571616086935
2281,2699.774477071305,2604.72766533658
2282,2545.5999807047006,2466.384909630294
2283,2415.718299179266,3421.6077229812317
2284,2541.7808589487945,2845.6828501469236
2285,2051.561072786685,3075.7270783095964
2286,2331.027452870636,2232.3633185718654
2287,2359.8742624657016,2329.3497539075997
2288,2931.484249491977,4328.866746277702
2289,4330.687385439904,2137.15501914106
2290,2030.0259678798445,2490.418094122209
2291,1746.4410709913461,2880.114795675029
2292,2121.279587159629,2230.8652437046835
2293,2671.106469180103,5310.511917466703
2294,2457.2809362852813,2491.2578157680227
2295,1920.1699961223062,2483.1043754989014
2296,2128.55705935252,2623.362321674523
2297,2170.8478871183993,1860.1796048825458
2298,3239.7805486008383,3243.9824767059636
2299,3261.400412186421,2410.7520453275965
2300,2415.18333863185,3221.5325611468006
2301,2297.0591078174916,2194.6506441760503
2302,3332.2625187268836,2442.9955907361314
2303,3958.4881329140662,1749.9532070375449
2304,1925.4376996989672,5570.284364997974
2305,3042.32138096995,2065.9989348755225
2306,2467.0338465171985,3266.3372536468733
2307,5064.878626915702,1803.5219978844889
2308,3026.7397835271263,2090.4565702541063
2309,2984.1831996468113,4065.531386153474
2310,2192.309724034275,1875.159247052993
2311,2950.231706360201,3257.4913541527867
2312,4031.9310532188474,3300.2707374353995
2313,2557.5352618314328,1839.193232037377
2314,3392.908965761005,2093.6464032721065
2315,3236.4513753441947,2219.0823640922126
2316,2159.428525331675,3116.522274462036
2317,2189.349320335991,3380.1387517387216
2318,1860.2227745572902,2772.314364395844
2319,1633.6249604244101,6105.386857371125
2320,2084.0044658134366,2147.6288379606476
2321,2831.4995830405487,2216.9511523421725
2322,2585.725949352213,2971.1256542495985
2323,2911.9704983869706,3277.2449979683297
2324,2796.3145289864847,2164.8363185892654
2325,3419.134042408449,2770.293739650107
2326,3739.352755957269,3855.2648593341773
2327,2074.2077205868845,5166.1307450232325
2328,2035.8558499535848,1838.1760023583277
2329,3031.0549815146815,1854.584263921393
2330,2435.402064970032,2429.0056423239453
2331,1854.355334934421,3378.404203640185
2332,3086.8796435887366,2066.9563905707028
2333,2039.2498263501748,3597.566089506715
2334,1822.3999257453984,2497.0946572138355
2335,2267.052630665945,2216.077682024242
2336,1566.8082804851358,2263.3678391204458
2337,2099.567585367259,2312.54487015248
2338,3462.5151472391585,2407.4561450932706
2339,2231.127077156165,1863.8165612383186
2340,2372.7485120254855,3799.639846401814
2341,1981.368208635421,3703.409221213135
2342,2332.3192957614992,2188.109971333794
2343,2064.7999059854,2148.6077572587633
2344,2146.8796447643404,2275.321543321279
2345,2333.2893810116752,1925.1225528050968
2346,3858.249682320778,3153.0777332531434
2347,2844.399905875546,2128.473178422853
2348,2436.4867862611186,2058.6912955403395
2349,3649.36364978394,1617.17384205975
2350,3578.471883984534,2682.648714266526
2351,2045.2078978411366,3665.969761173995
2352,3092.1195829589947,2834.446909288991
2353,3747.1450188236345,2320.22209685194
2354,4945.194952333267,2996.4776492663973
2355,2639.1418152556635,1760.1593799903662
2356,2396.5782556151894,2431.0454864178587
2357,2770.1186507932234,2574.6930457810895
2358,2173.40520104154,2261.194421711151
2359,2579.2006049500337,2228.3044304136915
2360,2705.940322936398,3065.990398816209
2361,2442.7680365051524,2364.985399331848
2362,2074.1334172472125,3214.7964612811575
2363,4725.251040448227,2288.771967507271
2364,2521.138562872026,2922.75358201147
2365,2297.8340086803755,2533.100619919195
2366,2977.3844873671746,2116.638351241054
2367,2397.979939209377,4908.159345467673
2368,2315.9472517874674,2443.639714634185
2369,2417.1062954530707,2167.4698960003493
2370,5893.367340988948,3562.1287520987144
2371,3524.837514425268,2360.3494477022805
2372,2839.275945386198,2035.3906662842105
2373,1738.1056131118578,2042.2149315872666
2374,2250.022656530465,2216.7249590163783
2375,2772.608691681078,1826.087509253311
2376,2319.6496024678395,1813.2274803235862
2377,2643.9417414856252,2800.232582872617
2378,1740.370559141328,2109.591215332257
2379,3973.7596367934025,1845.4646065054555
2380,1918.2777229200155,2967.1552557095574
2381,2604.172467991058,2409.451994968488
2382,2288.3028491419223,1810.7069305000841
2383,2991.624735662524,1924.9244835516133
2384,3375.662481171044,2347.9701274339996
2385,2362.6144163711656,3371.876661555889
2386,2133.4935082593483,1975.1559366795987
2387,1623.1859838916503,2407.3753009226834
2388,1977.1043647187819,1916.0313123241783
2389,1997.7412913130258,2347.9135013244154
2390,3237.578121645515,2973.727097405072
2391,1814.132099748229,2999.289142476465
2392,2462.2460558822545,3509.0831264793233
2393,1765.7304359196617,5019.09515700709
2394,2433.2283768937386,1748.062281220049
2395,3758.3649574737306,2142.661070554438
2396,2059.704229741746,2534.075548648915
2397,1915.7297246088403,1758.3106685245334
2398,3555.0629563225853,1963.7144758698105
2399,3436.0002054526635,2342.6009371292066
2400,3154.0777202322984,1998.4681712412414
2401,2263.419897583442,1776.87122233316
2402,2248.3421100957794,2766.4177499663456
2403,3289.1239511933827,3141.9584713102413
2404,2329.590674395641,2528.88344213038
2405,2147.3584069630047,2107.6562054354104
2406,3481.564709936152,3375.951149193902
2407,3382.9022820805058,2719.622409786777
2408,2675.8523476922846,2457.5382903964596
2409,5057.278044353009,3899.729548552749
2410,2462.139855488147,4763.550205768384
2411,2147.5948604752625,3300.7077209251984
2412,5990.460567918371,2301.348776107508
2413,2028.622661772627,2819.9819191830225
2414,2969.6924964863474,2026.9438626805706
2415,1782.987118723814,3226.554542426422
2416,2684.2630262781317,1994.7961396849173
2417,1920.8976945077436,3401.8598748768222
2418,2631.583945621601,2056.395172358375
2419,2020.2118888238679,2440.8214552050204
2420,2112.5296890372383,2298.538112772653
2421,2090.093436183327,3033.0860156571534
2422,1837.2585956089422,3022.5472192371008
2423,3322.729085945319,1862.698640702874
2424,2395.4974647856743,4351.818264874566
2425,2115.2744374550507,2343.616501120324
2426,2653.6164829612953,2491.823957465409
2427,1907.9048061740968,2011.2242567512894
2428,2848.1134573288564,5435.622054535509
2429,2533.3639861186134,2285.1140564422612
2430,3495.0654173054004,2079.3475316174417
2431,2071.419613737772,4014.8453749375103
2432,3573.429841151857,2114.6641283362014
2433,2801.8372322368787,2014.2097594898678
2434,2050.8895554991022,2117.316053923072
2435,2716.040076703694,2242.0230948025996
2436,2915.7569691959716,2308.7754620383394
2437,2421.096516757229,1978.8689881139842
2438,2335.3971911549074,2485.873688949853
2439,2638.747023970109,2117.604742545415
2440,2407.600533920123,2278.127651195848
2441,2271.1573164382353,3132.955106566008
2442,2372.2611889493396,2775.2841293077618
2443,2890.512931542421,2672.357157798267
2444,1874.800613696241,2205.9976960171116
2445,2573.0871096199885,3136.8558942606096
2446,2848.828540937982,3001.3034724949925
2447,3158.2282761075735,1940.0096960820786
2448,2117.165178457698,3369.4261159256102
2449,2766.6015933434855,1835.503710077496
2450,2206.7472510140933,2557.080755617761
2451,5024.0688822911,4240.835652519793
2452,2150.0278362463887,2980.228707808885
2453,2206.6858361937484,2252.6699280304565
2454,2326.738816077069,2351.8525120273434
2455,3116.451808242892,1808.626487678277
2456,1837.3933539530167,3712.3437002282712
2457,2739.9134594419793,2967.217544268771
2458,2154.9254611302326,1776.368577157591
2459,2235.3647118272224,3006.71927396626
2460,4833.966451433861,2018.042550685336
2461,2523.649687370697,4919.920790062043
2462,3638.8889492256744,1826.179827910709
2463,1913.765568763156,2345.0843960339157
2464,3098.8325387777113,2505.424910147782
2465,2234.1936480601703,2445.8067055065076
2466,1899.7557813568976,3087.544003580645
2467,3146.882472547264,2818.5521688875233
2468,3429.9511641587396,3283.0243120039545
2469,2024.3279482113523,2967.3905064602905
2470,1895.6568137347879,2560.820619550229
2471,2018.2425134627667,3251.1328968236785
2472,2988.9895313282377,2054.6332695794963
2473,1767.1542780923057,2013.7575762422057
2474,1775.5592892040822,3157.4044323120625
2475,1826.0512182310629,2409.4413332903105
2476,2947.570515804405,2416.978906908371
2477,1860.4691763893156,1766.004442225055
2478,2182.9551747386913,2393.5217722097914
2479,1934.9007122197613,5914.813639253349
2480,1942.9711027675137,2471.652878612167
2481,2358.7083532148663,1908.397088446567
2482,2431.221181596881,6085.576711069297
2483,3161.267638362784,3685.8995407092707
2484,3327.9664537901617,3213.0930593114786
2485,2725.366024029776,2889.101277679695
2486,2239.760881743617,4116.423541452967
2487,3350.2921355460876,1924.4836956081413
2488,2875.6737447393284,3284.35490843619
2489,1983.0106581251314,2150.623049891995
2490,4558.397156026527,2115.337924888047
2491,2602.7878496575895,2140.241759682425
2492,5035.945033069021,1824.3521873684465
2493,1887.2366961900182,3022.3001251975375
2494,2037.9478098585903,2356.445925935964
2495,6559.988676257173,2298.7376542073844
2496,2358.394533529699,1779.3598051140311
2497,2069.2175345100854,2914.555297475811
2498,2217.0245718442516,2692.454206541421
2499,3136.42338947974,2149.6050048584852
2500,2441.068351696239,2370.563774479127
2501,2559.870158778102,3374.816417395776
2502,2973.3979165231094,2201.138874619893
2503,2319.161374984738,3902.232963274901
2504,1729.4616355870326,2457.176513292442
2505,2377.4651172289723,2054.4745747551983
2506,3754.40658073214,2228.465040973299
2507,2206.6888758595514,1985.9410301385512
2508,2363.626044934315,2017.290312947541
2509,5523.786580446059,1851.0221365478387
2510,3334.494755455268,2181.5327426475733
2511,2736.366327208209,2111.512005019234
2512,1852.3687362855328,2549.3830864875044
2513,2328.1969688688264,2058.726181965622
2514,3820.467014127192,2137.070166857045
2515,2631.2711167327834,1792.2779089407545
2516,3483.0098128851496,2725.4476069160864
2517,2048.431399861675,2566.197079273205
2518,2585.5503685582366,3364.7526353600433
2519,3258.222699083003,1992.3840136496474
2520,2268.166439067383,2276.278740882395
2521,2371.2629236994826,2264.697347417254
2522,3334.759049905866,2447.0407138768014
2523,3697.5964604395353,1960.1296010427075
2524,2479.0391920533125,2358.2934152510243
2525,2638.551693263691,1996.4557357300102
2526,2621.085562491472,3247.087758764916
2527,2281.8712033098204,2366.781797973929
2528,2792.1862203915325,1877.3340866602798
2529,2765.8724197794404,2921.3480180008282
2530,2041.074957383558,2407.963384403892
2531,3532.1598971275616,2182.2246650898646
2532,4883.847420878961,2392.065435290939
2533,2183.039510206406,2204.7607530780997
2534,2030.3610282660636,2512.284879441081
2535,2416.016126265243,2888.4776655973255
2536,2153.183872800983,2675.811226766901
2537,3066.6559985332065,2258.9746781630975
2538,2253.202351616116,3353.3659373569644
2539,3515.828186344376,2399.302393437732
2540,5154.170735782124,2454.547763578851
2541,3671.7196011319347,2342.829679006591
2542,2375.2076010335472,2761.214940575402
2543,2914.0703676273647,1891.9619975349028
2544,1779.0626320946772,3286.776432165202
2545,2569.469451926794,2438.0563716946713
2546,1921.9898178081219,3300.8473005445776
2547,2469.382999185807,2421.5653429512504
2548,2026.3733361045104,3583.3193495800915
2549,2977.094679848431,1931.1664354985508
2550,2973.0956276572715,2803.3353324159593
2551,3275.216633196715,3191.188321342614
2552,1895.1571043652232,2640.0764810167643
2553,4863.251351166951,3319.9782695903464
2554,1926.3697306076488,2488.386364650957
2555,2387.696074462558,2728.502041202766
2556,3225.873587292033,2233.4046576765977
2557,2377.1135404321335,2395.278307488839
2558,2299.6642007598853,1963.776759233113
2559,3024.2868587689036,2438.5734724703552
2560,2920.2647532878755,1774.9595719071185
2561,2194.2735673494353,3370.439959583983
2562,2193.4612364607797,2264.7539099499363
2563,2883.4700712453932,2515.4095979536696
2564,3517.104637961754,1980.9264110916545
2565,2356.194880611096,2818.8959129787554
2566,2849.2185459783677,2240.880360625752
2567,2495.467590201586,2588.5367911094954
2568,2208.1125818118408,3120.7308333800815
2569,5254.805368961865,2245.7203046629033
2570,2004.8734422897896,2370.017387650546
2571,2097.8779335023155,2111.2415212661253
2572,6091.891498982172,2783.216739004216
2573,2200.895038444015,4160.611340776445
2574,2026.3222516336439,2777.1532442259227
2575,6221.991460425548,2360.4593440895587
2576,2982.6083153408686,1849.493131924908
2577,2499.8460897823834,2371.0970162998005
2578,2104.817614877835,2112.484539207543
2579,2562.0446706794833,2287.0799341424477
2580,1841.8659557051628,2959.096310721239
2581,2043.4720097754932,3179.4951244815875
2582,2055.2272355989453,2332.31025332874
2583,2220.5335415895934,2776.3029847861026
2584,3356.6311234058203,1994.3336631356856
2585,3972.1216133410435,2424.4629591259595
2586,2084.4007837988256,2821.924960324312
2587,2237.6323639558013,2556.5449290746487
2588,2100.2323414093366,2704.942465030085
2589,2485.1845143746527,1714.0130962680098
2590,2303.0246523040614,2072.085356958278
2591,2435.398613399548,2539.1571616086935
2592,4849.6534890504745,2350.189606412468
2593,1892.9400580749386,3728.6508698001244
2594,3768.889562006585,2364.729462427248
2595,2582.225611475053,6146.895286581673
2596,2105.0952441768527,2376.4339350967084
2597,2369.770941671537,4016.881160624267
2598,3485.6616274747507,2234.7568358151666
2599,2199.4082299148417,2274.735188754239
2600,2785.599627998611,2293.996491736566
2601,2168.9822615555468,2802.175753570574
2602,2205.1698186270596,2039.073374263665
2603,2342.6077461262253,2039.073374263665
2604,1831.2325389469747,2200.773054304446
2605,2578.01626392134,2169.9779067771583
2606,3197.8488918124367,1840.6523053312226
2607,1984.6176444555497,2788.457968928301
2608,2078.2099006488224,2007.1046888998687
2609,2132.117690568412,2526.9963330335836
2610,1776.7252662754152,3080.097790061495
2611,2117.6153284556276,2427.254933728856
2612,2053.083408494302,1671.4164893666998
2613,5488.23790718535,2419.682799560568
2614,2183.344265309946,2105.4407768291708
2615,2261.6088795648707,2079.7150587618517
2616,3018.76428306489,2628.166965297538
2617,1784.1784447641767,2229.6659248855226
2618,2401.5703391177476,1913.4983793601139
2619,2125.1848849547614,1772.470100589034
2620,2150.0278362463887,1966.0034061281015
2621,1950.4403823363998,2569.4468490309964
2622,2864.3453259451403,3222.7720842862286
2623,3197.7063100428336,1863.4176932716048
2624,2250.094690920868,2310.7154896398956
2625,2553.62576524597,1939.2181891449698
2626,2318.9343530897672,2460.7228436965843
2627,2645.6428090348613,2347.6491110124593
2628,2310.2193262119727,2424.911372078336
2629,1878.3076578494044,1865.5945265725509
2630,3360.264822673999,2991.604250819476
2631,2433.474877388474,2819.821523913548
2632,3188.9120855876627,2313.930272325602
2633,2351.6459539569955,3131.485652619208
2634,2413.4595186552806,2269.719019798949
2635,2592.234033054031,2168.95315295
2636,1981.5831807709017,3114.190774362253
2637,1893.8014944627596,1857.0533504867694
2638,2344.7711018590103,1999.9844643497333
2639,3224.690181763012,3012.192694057115
2640,3910.5285663160453,2349.132260643107
2641,2349.561465437192,2333.921571003073
2642,2934.9454990686095,2279.307360438521
2643,2992.2873019670174,3088.2994897722674
2644,2201.823650891068,1902.0996015083565
2645,2146.8571909096777,1988.7915957567195
2646,2996.037331106452,1719.6040045802906
2647,2419.529208465467,2094.1901549397417
2648,2326.0618491383807,2361.064411735855
2649,3701.8398877013024,2437.6979156739235
2650,2400.140805289937,2351.617493122626
2651,2013.688681175565,1696.429393807101
2652,2979.0860042500735,2105.7177227573834
2653,3451.8905483708327,3300.031718971576
2654,2593.3793399200135,2620.7091541745535
2655,2559.872022575045,3350.903451574965
2656,2402.5278260758782,2122.0132862173195
2657,2187.67780892324,2613.567923296106
2658,2629.0877025816767,2327.109468306838
2659,1893.481186985523,1549.5739099509678
2660,2575.758556210506,2577.6618671456386
2661,2341.6255665659764,2018.3077197688701
2662,2184.501317949508,4578.796966330972
2663,2479.2968564489283,2043.3274291454504
2664,2311.9392662433515,3129.63938688052
2665,1738.2805626866007,2301.0560792317115
2666,2511.842761683254,2579.342860286125
2667,2882.9811005153333,2093.4104622766927
2668,2222.2752796272794,2735.583871288011
2669,2583.433178838462,2959.5389925369
2670,2857.321928102479,2352.3989656887393
2671,1916.8421029746314,1648.5814854644043
2672,2718.837411930054,4171.234527999026
2673,2215.3975681793577,2600.743904346232
2674,2429.092694007943,2784.4866736328395
2675,3215.2938519047957,2975.3264695906537
2676,1886.5739489686794,2204.166797818862
2677,2443.3136541976514,3031.589345616317
2678,2332.625111824449,2326.792893418089
2679,3094.915060014206,6031.354034433732
2680,3806.4238244568037,2109.462332316022
2681,2219.7613600093773,1995.490521214703
