,modelC_cat_train,modelC_cat_test
2547,2275.3917491952743,2322.803284795816
2548,2083.010165299339,3706.3188167785265
2549,2461.890352221254,1843.461319567683
2550,3235.6353237978237,2923.5271714731325
2551,3331.1658162616386,3114.6346706200907
2552,1914.5351066977516,2555.706997944799
2553,5079.235591622154,3696.209668484189
2554,1940.1441544203158,2373.9340213438627
2555,2832.674672367343,2900.0753662648804
2556,2977.8561950468184,1997.751426772135
2557,2056.026612140011,2470.362180716872
2558,2167.3727031601165,2190.3224130761173
2559,3020.911671547434,2507.6559082193994
2560,2606.8790355029437,1597.6836910510651
2561,2241.464129023072,2821.8374746907143
2562,2477.5321198811453,2002.1527633932394
2563,2893.080191309456,2364.008184210078
2564,3203.1926589958075,2130.8644541085114
2565,2244.5923908544237,2661.2414562268777
2566,2379.9312153526243,2185.235707312083
2567,2261.4504562342127,2529.301513602359
2568,1684.2870639221655,3663.6352004697883
2569,5200.771328046352,2293.168330580789
2570,2032.3902149365576,2279.240547773038
2571,2159.6191860068684,1884.9329882940885
2572,6137.745904946884,2548.6242268314686
2573,2196.821891017179,4118.410238499549
2574,2234.2660407410194,2967.674338180686
2575,7466.212976713333,2028.9402919047134
2576,3445.9798195747726,2203.6553378273666
2577,2571.765837258897,2539.858352156754
2578,2201.6089935595433,2178.1277808364853
2579,2663.5409000720947,2494.0298665582327
2580,2101.132300911032,2654.553166206817
2581,2236.1620121177957,2934.635513846774
2582,1972.1408573346148,2479.955025806924
2583,2465.7752463407733,2773.2380622312303
2584,2693.6619465403924,1817.625047639916
2585,3581.5093521524873,2342.139886390529
2586,2374.927399244684,2745.7746348956457
2587,2171.3360044704787,2434.850803240762
2588,2071.1396456470447,2729.9161473403933
2589,2399.1530336885494,1771.6408084431127
2590,2173.931271128551,2138.165601676555
2591,2259.3227361417785,2534.689405407532
2592,5576.416870890956,2271.959774355168
2593,2405.025540265305,3546.8676527491743
2594,3854.552867322183,2500.144245637826
2595,2260.767308751606,6495.234659661272
2596,2009.7927885852414,2335.7412559703207
2597,2217.7032357462463,4004.4211261940336
2598,3440.5106130488775,2163.080220086615
2599,2388.423211458033,2511.0243042804423
2600,2573.544010678774,2036.030641182185
2601,1984.5869385033227,2866.7965362249706
2602,2373.4700785024042,1793.5863249037498
2603,2759.33680318224,1793.5863249037498
2604,1760.7564132660007,2418.210991883803
2605,2486.192696082715,2388.4398924281113
2606,3489.615990535348,1665.1532957209965
2607,1774.3896583024093,2943.635467832644
2608,2113.681515800902,1876.1566007195725
2609,2111.0318386254753,2516.0266514725436
2610,1571.4567126287934,3427.000556567399
2611,2420.3108451684384,2303.057899120766
2612,1882.2755004340333,1680.0081577282224
2613,5734.643378419451,2164.087253559626
2614,1811.6875157572617,2163.7037810700153
2615,2595.5801220247326,1745.699315368033
2616,2503.1453963629465,2797.511904215401
2617,1807.8605386943846,2366.240804037812
2618,2453.405918960933,2024.2881482323344
2619,1996.3095888431649,2017.6118010210807
2620,2246.59961279911,1841.679817438026
2621,2276.0651102250717,2599.906845981888
2622,2973.9217965240796,3388.482540810882
2623,3275.8969633637016,1751.9498331535754
2624,1838.4079173777748,2451.44622277666
2625,2659.416813003743,2160.8992714244187
2626,2381.229111107193,2409.32177786856
2627,2740.1142224700943,2292.0399411144244
2628,2205.84370391445,2318.631025616148
2629,1498.3000416654218,1907.666780440908
2630,3049.22885951992,2685.5985555953966
2631,2587.772143023517,3231.468555822802
2632,3454.4971223396183,2323.523461790571
2633,2459.1661642765916,3246.671385011435
2634,2472.8432590882835,2739.723917835304
2635,2413.7431712682996,1788.8949227212493
2636,1970.2762178923247,2942.573744744084
2637,1871.0298637886106,1722.9276793093109
2638,2009.7712959413557,2032.136168529997
2639,2674.7459115698075,2985.107000122909
2640,3639.0104790718433,2373.400120575193
2641,2233.5992724690586,2224.8297464673606
2642,2792.606246028098,1871.520729750932
2643,2897.219706480907,2755.59960728852
2644,1956.2908493283426,1992.3337321147471
2645,2461.7043507915105,1897.3726067246073
2646,3488.005124154798,1973.0575958441818
2647,2411.76694624721,2205.8509935644993
2648,2004.4796411889322,2243.0116906905646
2649,3788.060356818007,2668.9454388218883
2650,2654.549701406347,2357.4502755217636
2651,2352.0016228157883,1655.393076962778
2652,3103.6934272014323,2100.4501315812304
2653,4169.769545978507,3141.525184937473
2654,2159.2059507309114,2571.980774552348
2655,2720.6907090929462,3410.058766102326
2656,2264.90595437949,2231.308288436824
2657,2226.020038599445,2731.383566245874
2658,2370.188617296817,2292.1774950505364
2659,1859.3858585975681,1441.7870763101055
2660,2893.219333578693,2635.0367736045105
2661,2846.9174597072465,2082.9925374920294
2662,1982.5383233359676,3909.799906356921
2663,2820.0241815573363,1859.937010781523
2664,2330.2335234404463,2738.8242024138335
2665,1836.1167756359673,2048.2142946864806
2666,2522.7006362378515,2396.92332477327
2667,3349.2797186077096,2053.486928211723
2668,2178.502618639588,2569.275519764849
2669,2984.19334610819,3131.4675936929093
2670,2319.971405116805,1976.5752059349009
2671,2124.3661138527805,1895.379378017804
2672,2688.6359792296744,4154.336564772671
2673,2066.5759938937035,2557.050733091268
2674,2490.564754297845,2873.459208731119
2675,3097.990435040457,2999.530629156398
2676,1938.1242768651268,2574.7624990067043
2677,2577.890055366134,2938.837753513026
2678,2158.8174606457455,2416.6098381136007
2679,2904.2193663539256,6825.203178164447
2680,3567.943100333914,2425.915573460693
2681,2427.601070518282,2018.4550101842974
2682,2129.244623541884,4200.816319202479
2683,2160.5209246261156,2204.972235182896
2684,2879.80763438622,2116.1686626188953
2685,2159.3126183498007,3315.3360682847497
2686,5942.213955721021,2395.899597891138
2687,2812.0928063611873,2189.7114052230295
2688,2588.847336334426,3009.946314786117
2689,7462.070805851883,2946.1629314077304
2690,1884.6046821460823,2147.9200326289942
2691,2518.9682338401267,2035.4135920918147
2692,2165.953250260127,2763.660880351266
2693,3041.6638729355095,1740.5622576829198
2694,3309.513712909638,2473.388828055054
2695,2863.300635212884,3030.4404467192667
2696,2063.5719527170377,2051.1826866022257
2697,2054.8673814552285,1773.6660097192948
2698,5793.329946365393,1570.0755313656337
2699,3841.4969658392365,2896.049838030759
2700,3666.739422398746,1651.6542024065984
2701,2263.270780198795,3971.4118762594944
2702,1985.4391150330794,2495.995237434359
2703,2010.640270347766,1909.841431745571
2704,3335.1910411906915,2261.9563846651317
2705,2998.8128703234484,3044.7625848625416
2706,1799.7310662123734,1937.0960185589597
2707,2026.0572769066234,4087.2442814588603
2708,1449.0985960127625,2693.534390771997
2709,3672.9619576015575,2860.094146668053
2710,2402.89324084244,1958.8127196209766
2711,2008.9272083079543,1599.7368104542513
2712,3658.5834050498825,1924.6046642526624
2713,3370.5789912209093,1924.927096072996
2714,1663.6753220250257,2889.0882154616042
2715,3617.836034802891,2422.7133924416985
2716,1784.8052490472633,3103.577367125278
2717,2224.079339074233,3683.9193913705217
2718,1723.3413439601381,1597.2038047098674
2719,2139.7368999942873,2416.7573140982104
2720,1971.749086230199,2539.447304566238
2721,3057.637300059211,2539.447304566238
2722,2128.7459145600988,2214.849409368077
2723,3984.366642907814,2032.2296815679172
2724,3664.32785849438,3447.187558860312
2725,3380.7297253539823,2240.366540874932
2726,1990.9787200390756,1653.010575995034
2727,2817.6506925509584,2650.04604982224
2728,2126.453249946814,1953.7497074898624
2729,3811.896567095926,2438.230676678785
2730,2061.4438311026606,2291.948597332351
2731,3290.9859891589576,2055.7280936927336
2732,1653.3549357443294,3324.37244776296
2733,2248.499456343473,2409.636266839302
2734,1969.8540066528974,2315.6068144387036
2735,2867.266479637114,2514.029056615033
2736,2883.157227503214,2426.0906026910075
2737,3418.2470148663087,1773.4902034517647
2738,3654.7631035225886,2282.094836006549
2739,3161.46696159597,2420.737448846042
2740,2653.8639743087624,3902.349498521709
2741,1911.3506151146385,2151.4531683795726
2742,3378.056088847815,1687.3742271407227
2743,2962.676720044171,1924.6900715875595
2744,2876.7432717761303,2558.1421507301834
2745,2081.0872293454527,1921.6513685016955
2746,2611.515146571605,2704.0203135901775
2747,2100.038821126398,2255.86856584006
2748,5269.32612755955,2723.2411708037293
2749,2719.751007610925,2723.2411708037293
2750,2470.668595041808,1854.3637639306587
2751,2302.9759966714782,1840.0187841178108
2752,5067.419356325692,2000.7420681505623
2753,2883.0872388644148,2073.280241026806
2754,2184.023871591838,2538.093993585283
2755,1771.7290397942666,1538.2107863639424
2756,2143.839075707771,2208.19607611397
2757,2047.9433716581375,1771.510797924174
2758,3680.1888456430124,3853.018459434178
2759,1811.2577341533074,2229.4005136770684
2760,2781.928718743179,2040.90541463917
2761,2318.0954797904033,2292.1726754769475
2762,2977.10691356171,1562.425832201536
2763,2604.006698773444,2209.896311892043
2764,2496.431124815489,2837.4554310752533
2765,1890.6745776685834,1917.638509545973
2766,1665.0394010719356,1882.1621232518992
2767,3953.4584878285837,3885.0656192029433
2768,2459.9271258838507,1821.4972062258917
2769,1976.0640604114649,1712.2371166014225
2770,2152.7902796099493,2816.0309889562186
2771,1955.626413373227,5917.74938381784
2772,2104.2210830744934,2185.9546541157065
2773,2066.2288797582996,4033.6954711213234
2774,2503.3390113929177,1673.6398564347958
2775,3620.6766558278064,2277.990084126858
2776,2550.9775201307275,1950.7836543770015
2777,2678.41215683167,1573.2987793335228
2778,1912.6084019190062,2304.410235656826
2779,3007.536608727477,2139.7866639291074
2780,5068.496998395209,2762.931383400271
2781,2267.403577744663,2727.302960118412
2782,1979.3461018568637,3406.5361855784627
2783,1805.4939015581717,2835.693282854417
2784,3295.71878136171,2186.764260408792
2785,3794.360226212602,2245.9881179739327
2786,3479.5553563769863,2518.542306647602
2787,2127.518065561521,3262.4645691477185
2788,2308.6504342327653,3568.7136443285876
2789,1963.4482065423645,1945.3071395989816
2790,2067.3874491405695,3138.347969197218
2791,2599.6810835978854,2153.908554153045
2792,4202.699895969669,1955.9241714948462
2793,2753.204539862073,2516.418348661641
2794,1946.2212909334687,2334.1719890481727
2795,2443.500110870635,2435.9871359856666
2796,3806.4475304363787,1653.3505313622481
2797,2722.8611066001804,1929.0057506372927
2798,2810.823225715539,2384.526595216859
2799,3485.9737491424335,1408.6866891564273
2800,4043.888389531943,3048.180179465939
2801,1786.3080211025301,1614.5999082067108
2802,2585.94222910962,2091.0688066631783
2803,2259.410542165914,2206.118886589724
2804,2585.94222910962,1763.739762492798
2805,2047.8739037626256,2950.423806564087
2806,2641.8792512054824,2353.793454127403
2807,4633.235497146819,1494.967292308104
2808,1946.8930716355376,2646.271807754451
2809,2277.163748126131,2716.4906387405067
2810,2802.418795928744,2365.997539596085
2811,2719.9764376086737,2308.4103731748583
2812,2037.9230814979035,3346.7398724243926
2813,2847.169769584457,2557.240959490524
2814,3273.749931071169,2269.6484550113687
2815,3267.54744888005,2997.078557901513
2816,2317.5902537770266,2195.006575850325
2817,2080.6577724006365,1872.723584991388
2818,4232.6095641975335,3089.745117884813
2819,3711.673749857045,2353.824526982478
2820,1845.2528388968326,3798.977248233967
2821,2846.674739090361,2480.9391674396607
2822,1334.8500098519537,3870.545236075489
2823,2163.336874685614,2541.288624600783
2824,2254.0093598592443,2428.3284814769722
2825,2810.775733671351,2659.5959638084382
2826,2321.200285667951,1947.5409426521553
2827,2223.0173892031935,2505.304482827606
2828,2385.856615047356,1629.3993270201006
2829,2224.392319148914,1469.4411019638749
2830,2607.185756736257,2268.7261706452978
2831,2659.4295596913757,1902.791790016788
2832,2145.2228845539253,3752.4468117496244
2833,2432.4014095936323,3240.7109311062113
2834,2110.6280784924115,1965.323365882497
2835,1842.766899640123,1894.262864979012
2836,1756.5916424005736,1717.5807118091172
2837,2380.972083772436,1767.3832726648193
2838,2787.4994302918076,1850.5254899700237
2839,2714.808846526958,3343.5598520179747
2840,3369.3375083634946,2370.7268155549077
2841,2237.5398958818514,2522.312173269027
2842,2436.711646509975,4955.116739408978
2843,1738.8485683823462,2306.353935091377
2844,1750.8445748814465,2093.579422159209
2845,5965.269995754574,2022.6507767397416
2846,3626.70676368169,1737.0832446259822
2847,2646.499916177127,2536.384132160531
2848,1872.7551828257974,2986.6592056711493
2849,2187.6820957837945,3015.9087812522334
2850,2476.058882029005,2612.254918055883
2851,2445.101794831699,2197.5639498695405
2852,2405.9778212798183,2272.347675500255
2853,2571.8087997363086,2536.071487674851
2854,1900.8217570346146,4102.906329469024
2855,2926.1729696744355,2122.5272492470085
2856,1946.3276335379487,2031.1941606978926
2857,2058.161438246654,1791.0303841070017
2858,2573.7028891233194,2745.4878275797205
2859,2139.5579113471294,1698.1446127717118
2860,1870.1416808401445,3171.235845411849
2861,1648.0937203509925,2437.220474788912
2862,2780.7779722520836,1821.6961260994453
2863,2300.9445414758966,2444.571804072349
2864,2692.342775163208,2879.9218340865855
2865,2406.824258531309,5633.03795976364
2866,3669.1378561539204,3159.140880589278
2867,1759.6060330416133,3041.1087244090836
2868,2398.404998309022,2898.9409000614733
2869,2259.212314816984,2227.45221101307
2870,2296.4187327482564,2630.071339218267
2871,2501.244375168384,2124.5024249961557
2872,3315.444734576766,2187.079008536305
2873,3677.1672263139153,2032.1060137832628
2874,2003.2515427016347,2221.632678491551
2875,2238.089351165919,2072.545894493556
2876,2453.7646693988486,2108.940471309486
2877,2300.502688652542,2826.1613320184497
2878,2197.4012480407164,2231.3083896757057
2879,2007.8578698775993,3693.145951656891
2880,4754.481707035171,2198.1910509675554
2881,3269.6052898126127,2115.8557538954274
2882,2733.932261179763,3321.485254963637
2883,2082.314705574956,2229.74682589701
2884,2229.024626436039,2076.0949186008265
2885,2491.882229216116,2972.5629690250535
2886,1774.1407471681493,4377.191224505701
2887,1688.0540153057132,2829.655797549295
2888,3504.1206289755437,2243.622441997505
2889,2605.90135654584,2102.9227083908095
2890,2276.6026897896186,3057.4206096904304
2891,1603.966221022989,2284.6818303624655
2892,1658.2503125441094,2137.5627274235017
2893,1602.1399384971978,2085.9367350961984
2894,4043.9840171174314,2197.386189033425
2895,2571.7695394550033,2127.425638970569
2896,2157.4817951652194,4496.676634898748
2897,2363.988548295336,1824.5168663696045
2898,3143.5102560337755,2259.836162240471
2899,4351.670138822498,2674.8308657853786
2900,2253.2260521477497,2158.416659697815
2901,2710.881499132766,2505.9058517636336
2902,2838.8577378374553,1967.462091442151
2903,2726.456650749127,5281.535687422173
2904,2368.9025274578958,2906.3067918529155
2905,2567.7969038196834,2052.494576204962
2906,2266.095972531616,2099.7153902323107
2907,2021.7099329078483,2217.573134158261
2908,2274.625971057722,2517.096291942514
2909,2053.08581301354,2517.096291942514
2910,3538.8714258324453,1938.04693556399
2911,2761.208349750582,2537.768296076939
2912,2393.4665665279767,2616.6723125768485
2913,3647.8037586828004,2850.6729815920507
2914,2481.541097479451,2742.848582252519
2915,1987.3508931694541,2275.497092971631
2916,1930.2216063065675,3487.039367663327
2917,2954.7803944870047,2562.2543036878465
2918,1841.1303459724395,2216.501734905217
2919,2152.7174563591616,3064.936279530053
2920,3633.170663941244,2323.9597071364574
2921,2441.4653117470416,2360.803878666874
2922,2291.4542556774113,3284.226114737679
2923,2503.4063392085645,1803.5567328476845
2924,2580.393834691566,2125.926848093805
2925,3950.2859561617374,2401.7690667781962
2926,2273.4272293137087,2646.1835530133067
2927,1929.7559219013795,2223.2069164616405
2928,1541.5362785709888,1932.812898418149
2929,2125.217464725046,3357.0749274564632
2930,3246.7989526925985,2545.022410590892
2931,2848.214023558977,2499.11803517054
2932,2080.815687015277,2476.855602491882
2933,2238.8474972538893,2000.2337189650348
2934,2074.2760818050847,2731.426839815425
2935,2062.110453524104,2056.7428148013196
2936,2871.083187836232,2291.9266403369875
2937,2560.4187004186924,2046.9086297234303
2938,4130.980733691411,2586.2610288347623
2939,3228.123070516215,1712.3826001151235
2940,3518.159463016452,2384.4789762099363
2941,2158.9254046406463,2071.384017271744
2942,2309.7481792913704,2221.0199883527407
2943,3474.3324620936646,2472.4609158243466
2944,1840.7426670295908,2241.146976123874
2945,3365.2709621402637,2299.8242629215456
2946,2361.986885340835,2307.1812329430404
2947,2494.419742347832,3268.161163817586
2948,5630.3367975972815,3514.829787314099
2949,3322.127055439697,2188.0869497503836
2950,2091.499007663327,2006.7253565885185
2951,1814.6059644923448,2969.86363839902
2952,1605.7473977113034,2626.8412740598883
2953,3202.0567265859363,2397.6933205838454
2954,2517.4977217360592,4245.809964904697
2955,2121.2145802698064,2420.357471721322
2956,2106.450988433977,3185.9446610727873
2957,1785.695783379145,2544.8986015619494
2958,1874.1195996315896,4098.494886346839
2959,2864.452400028536,1928.3693586219918
2960,2243.18685865093,3454.7222994527538
2961,2496.761880541731,3868.624445708213
2962,2424.541672121589,1595.3530735624108
2963,1521.7271813527002,3304.792462866016
2964,3047.68378175865,2743.6890037324397
2965,2405.8481959673836,2290.3740609064407
2966,1820.1538530331202,2339.417990153016
2967,1913.3982188473585,3115.7318122516112
2968,2599.2513939350606,2023.5330536815993
2969,1943.731660889787,2200.204487695718
2970,3514.862323233311,3296.0488499342987
2971,2196.364782548561,2317.6554224275396
2972,1793.5297626440683,2852.587119406664
2973,2314.1356072190565,2046.5870950643305
2974,2865.793063293193,2002.3609494210682
2975,2257.586620768471,4928.900803866706
2976,2860.0699189728334,2032.3822473772398
2977,1738.5635994723214,1603.3244353170376
2978,2390.27599172753,4164.295980886103
2979,2453.4582189506236,2553.9119736052844
2980,2574.3257348643183,2041.6113753505954
2981,1951.1102996318036,1680.890462726197
2982,2444.7914480101235,1799.4262878603822
2983,1986.8840399872347,1962.8367497666702
2984,2424.0916461474803,3341.439711829579
2985,2227.1782612585603,2370.700312484909
2986,2941.639396449197,2570.153462905292
2987,2227.1782612585603,2692.779881753603
2988,3209.2440287348854,1794.2150335444844
2989,2050.204663612592,1906.5636190077087
2990,2619.0364285547084,1685.0896080280581
2991,3450.7661848410125,2471.8266212293374
2992,2601.011303532178,1673.788126553096
2993,2773.715996610291,4211.837453930644
2994,2502.786566466849,1877.9602414958524
2995,2410.7185921829087,2761.991262654078
2996,2686.547486196369,2232.4449085859324
2997,2311.212764824971,2649.178973675197
2998,2403.6831158095824,2636.5287355240885
2999,3022.510959999602,3436.338397486624
3000,2005.1096425589417,2615.82543161225
3001,1857.312239479335,2091.6927201220524
3002,4541.176887289228,3678.136747091664
3003,2844.737537571304,1763.5373497711057
3004,2931.7144594901274,2486.836933527139
3005,2359.3546805953542,1877.8727503816415
3006,1975.1106748197526,2455.394586216466
3007,1863.8677765546786,2301.018033082163
3008,1912.0893255800315,2793.7812652246384
3009,2059.369607079273,1989.9284804505703
3010,2905.0791678264823,2262.0368337037166
3011,3261.8773202868156,2731.620502844637
3012,2941.2699392257027,2488.6848250088888
3013,3336.284787556366,2099.4533565749416
3014,2351.1198616037136,2783.9955732792837
3015,1766.750930247555,3707.1002765627027
3016,2392.6130634380725,2616.758062395677
3017,4587.812519643523,2604.156042720487
3018,1756.3621979518832,2187.8376343497985
3019,3562.882710625066,2305.437126183665
3020,2448.715045697257,2190.3002748492227
3021,3264.961224534404,1921.70595078371
3022,2312.0470988930515,3985.488137149366
3023,2415.3842160839645,2623.9393032939925
3024,2338.0288196216084,1839.6637944509087
3025,3905.383581576326,2177.294829655212
3026,3267.8844819911687,2212.9266772743476
3027,2578.0238420425117,3149.0474661581147
3028,2592.5092041738985,2405.4401547614543
3029,2252.8639257240307,2700.713517462191
3030,2114.223326136739,1882.2042696185854
3031,2065.8254264796005,2539.9740672945513
3032,2482.596539508547,2621.1992367810376
3033,2716.937485271919,3569.940992052337
3034,2099.466233355861,2169.857684251581
3035,1922.7573718796946,2647.0251148003663
3036,5135.625498126794,1885.8044424873308
3037,2681.413750518207,4810.777533137974
3038,2550.936977293104,2645.6131180604634
3039,2530.305819252891,2238.9230120798934
3040,3277.892235476317,2507.1256259953802
3041,2029.0617274843173,3489.8880377368855
3042,1856.8514782314214,1903.3413031384807
3043,2452.4013716755994,2411.743264823091
3044,3532.8311150921645,1682.7843116336874
3045,2266.984884723628,2484.234570807211
3046,2749.005679786898,2050.9598274519294
3047,3673.058571013321,1778.6312197927236
3048,4320.204267758769,2505.4817058312706
3049,2823.0229785934025,1956.640252365113
3050,2107.263170281547,3570.458025699628
3051,2789.118747051026,2174.7737608767166
3052,2854.11045082291,2669.795446858109
3053,2895.2119217728964,2017.4839322991145
3054,2548.275757928638,2522.779576717713
3055,2413.304713444678,3812.047637306727
3056,3376.439280244464,2617.7958666259688
3057,2466.0690786322943,2201.399741137917
3058,2196.160738475389,2077.4509857225303
3059,2117.005258147899,4917.710547909638
3060,2511.6990498272016,3603.96554398368
3061,4866.178596046856,3413.437730371015
3062,3387.5153277179616,3288.1977948278027
3063,1981.1594659273348,1977.5663157370113
3064,1793.943568818088,2283.9169180540325
3065,3574.8865066254098,4684.980515814349
3066,2703.4881470431155,3673.429223476379
3067,2667.8296986990513,2470.565099464052
3068,3841.9973357785625,2801.7326412939897
3069,2749.108899462816,1873.0944443054352
3070,2017.3304691169742,2927.2888968890607
3071,2012.8090069309828,2596.443611411164
3072,1977.270223530066,2569.1364621963235
3073,3307.596305325262,3323.205421570094
3074,3644.7320603546723,2129.2470371185836
3075,2326.9883409273784,6522.553015905661
3076,3811.6762218950266,2358.101862520037
3077,4209.762233386918,2052.2748099354603
3078,2376.9186282993605,2792.0914531695225
3079,2335.2205776043406,2168.178786888465
3080,2149.8157577382294,2414.882031612901
3081,1912.9487962347744,2406.7070106021065
3082,1881.9118751739134,3806.073235485738
3083,2842.1790419661656,2007.1794038182466
3084,1816.469226673288,2476.9326929520807
3085,2673.2035188228674,2712.112975848796
3086,2947.8001026651377,3360.252281512733
3087,3789.679712627907,2528.009953657254
3088,2404.431693365058,2751.4523162366627
3089,5368.340752087601,2815.1076162412382
3090,3061.011856063752,2086.5146899506717
3091,2259.2325046687342,1943.982287903948
3092,3319.105836309823,3435.8813409196673
3093,4118.792288997297,2009.4855464174452
3094,3160.5318276818266,2313.618181464438
3095,4023.085375361725,2233.693902973024
3096,2054.9115779625768,2605.5586749052964
3097,1862.3940231826807,3032.8809498442633
3098,3662.650315240656,2613.31078356907
3099,2030.3531014673597,2299.2848687125124
3100,2275.523085804344,1888.764120236479
3101,2701.959469382592,2004.750792995769
3102,2413.792808310026,2437.358922220049
3103,2127.173945753223,1889.258204799223
3104,2544.498014322045,3042.7492344710286
3105,1914.9138591978913,2280.0712543578497
3106,2854.012374667261,2052.0729953815744
3107,2128.5148957367846,2038.6769835710045
3108,2425.3150381055657,2789.548067614011
3109,2578.333938134485,2323.1490949262543
3110,2290.7089708699905,2497.7918042568444
3111,2293.6504311225985,2108.452991275603
3112,1772.2715732569125,2637.9423751973036
3113,1914.9817605662183,2900.6864866427213
3114,3004.5390963280215,2775.920316424252
3115,2567.5740575419786,2817.921891574555
3116,3000.750599390148,2576.3393851513197
3117,2765.4549929788946,2287.212919795636
3118,2418.197607799354,1607.288163853545
3119,2422.8580478178474,2238.073017044047
3120,1923.9889498403204,4085.287684494462
3121,1760.490975228482,2401.3129058141176
3122,2235.8419633167846,2810.2063146461537
3123,3308.794104570137,2371.6930815671926
3124,3477.5080438082023,2570.9234563979253
3125,3028.217490685842,2060.6949460444475
3126,2006.8433159149804,2631.18505015752
3127,3795.903971772243,3618.0337280241647
3128,2218.9509247628357,1806.2916292834539
3129,2373.19627644985,2263.0003239526873
3130,2468.274021841207,2144.332524922715
3131,1845.3081051709423,2158.3433162517276
3132,4052.9980383273114,3228.004691989361
3133,1953.1342147617593,2701.499141937655
3134,2441.1952701607106,2159.825635356832
3135,2259.8876553366053,2787.2537236862418
3136,1995.8859418634856,2538.012006851064
3137,2326.0552430017387,3071.8715731948587
3138,5668.269175344564,2533.222349192992
3139,2570.71998915454,2350.949257320738
3140,5089.635945145165,2223.6545937589785
3141,3217.1968717098493,2660.342416596317
3142,1944.5887044799456,2324.290945924944
3143,2121.0111558702365,3281.7669991583034
3144,2327.7724158314522,2461.6972637049325
3145,2270.0020146317447,2193.46902998
3146,2168.5744286506483,2455.8262725871864
3147,2208.083705440783,2249.3281964898665
3148,2865.455637095044,2016.3704424264693
3149,2196.874310778854,2457.1119165977107
3150,2317.608794700644,2863.9640916840776
3151,2379.091339545751,2917.9318651539393
3152,2622.4652530889807,2331.3555544067653
3153,1881.5424236607146,2276.9386645442096
3154,4015.3728396671177,2035.833370916777
3155,1865.497474945128,2703.269003830549
3156,3112.5818432718816,3266.6297351219673
3157,1908.3513820742307,2994.0347435589447
3158,1691.0035865535237,2960.2912073740526
3159,2610.5167946319784,2274.9784470671066
3160,2096.1319743401336,2358.3013859752646
3161,2459.566483534123,4364.1002557015545
3162,2607.6051907932497,2135.5167550432693
3163,2823.920611018444,2697.549407928464
3164,2423.8517762567994,1992.257259882396
3165,2197.9152911338415,2460.9645203152827
3166,2305.0023935046197,3114.748563731612
3167,2213.1047449398516,2616.3051152449857
3168,2703.5635358096124,2663.241370517893
3169,2827.654093949874,1973.322741206656
3170,2193.141425874095,4724.1418137952805
3171,2016.2205911568426,1718.2604298783376
3172,1880.1913460477328,3021.1282237918977
3173,1840.4686320548617,1672.9503603077196
3174,2064.6945707902255,3661.774403984785
3175,2076.103884685818,2688.8691741697626
3176,1876.176569321835,2421.5500665483182
3177,3278.012698351091,2747.401842405702
3178,4394.324140760186,2135.822711036629
3179,2818.0867966102746,2551.248615615978
3180,2190.9196005075023,1940.3163872592056
3181,2080.511787029784,3202.6674577685394
3182,2186.5630945257935,3480.8327114552717
3183,1823.7335867352788,2812.998419086994
3184,2508.846899257287,2024.1770091613034
3185,2188.276105862901,2066.074916376672
3186,2082.739640213271,2689.1984786018784
3187,1893.2864470810537,1811.1953809668662
3188,2402.7155964168205,2205.80882190111
3189,2700.201683781334,2961.3164277026654
3190,2486.93545504788,2553.5726244145776
3191,3571.1769660806835,3595.6841076457326
3192,3623.959408965341,3468.0930157077405
3193,1962.3096428764866,2174.8010994640927
3194,2184.4435951143137,3700.836564909867
3195,2041.463771653942,2298.5649306736073
3196,2067.3313919390675,3274.858307173257
3197,2900.961972843434,2347.333091657144
3198,1772.0636421421943,2702.6079890733886
3199,4003.905613107094,2248.5300753474976
3200,2243.4266962672446,2930.932614314754
3201,2193.586177375202,3091.027969152353
3202,1802.4887999946618,2787.1285638147883
3203,2407.4296106778315,2485.951746020974
3204,1734.6339422415679,4108.733808282312
3205,4061.0521459657884,2920.681619086224
3206,1606.0180576483701,2459.3433015523524
3207,3335.6042755878234,2543.016272326566
3208,2667.2320202591413,1695.3226406062652
3209,2404.4658533214524,2513.7758261804233
3210,1637.1589867018838,4274.651731374364
3211,2347.387755328771,2247.250268399524
3212,1931.8052150624958,3196.513750546323
3213,2774.3692714388408,1566.238957998394
3214,2813.821710704901,2256.1163181134966
3215,2900.1033832765934,2075.196130905909
3216,3424.347967508568,2106.6569290147663
3217,3265.7146136489296,2022.2835169932719
3218,3926.0693407773733,2033.4868042801377
3219,3346.4829703042465,3406.786843450833
3220,4035.5101618768945,3255.6739611459343
3221,2624.017251471923,2446.636131617871
3222,2155.5343424709686,1835.0356793036342
3223,3672.856324690385,2929.4848886385985
3224,2402.7195557504915,2583.1495242964875
3225,2156.6124728236714,3147.4258564039887
3226,2485.353962612943,2134.5725212097373
3227,2578.640104443048,2184.5164482388445
3228,2280.590285082215,1833.766235778116
3229,2121.992488610329,2932.07887935146
3230,2223.5944104963014,2411.264472535583
3231,2141.9243495569212,2210.136536364327
3232,2141.9243495569212,2850.215260297457
3233,2768.120710464319,1865.4326968393154
3234,1866.9548210795933,2400.9694796974086
3235,1568.2670223175937,2121.761745658177
3236,2417.5645624915373,2296.2191870644892
3237,2590.0577347557037,3148.345927385657
3238,2411.5166615534877,2167.769499529919
3239,2599.9299430809065,1548.8010208868768
3240,2436.5106507674263,1829.5634838259612
3241,3721.4119192936882,1653.8240984887082
