,modelB_train,modelB_test
3783,2218.5530166969816,3110.4544968039345
3784,2303.175742658824,3210.4578539894073
3785,3966.3970548911784,2379.2085251874005
3786,2689.4260119917885,2208.987667119227
3787,4867.597735371397,3379.263571071174
3788,1879.1726211419227,1917.5215032186347
3789,3635.5934756543074,1677.8038555857595
3790,2409.3187733307013,3518.75090166375
3791,2926.8430503117334,4899.277362526761
3792,2373.615500429078,2993.4394320126107
3793,3096.985372458008,2124.073941893346
3794,2558.7532664975247,5203.480941283762
3795,2841.1881470961944,3797.19638915984
3796,2421.0904504319715,2480.872630911275
3797,4049.407276602359,2492.1087251879208
3798,2204.729057216289,2044.9694272253594
3799,4329.252925793426,1935.0215474096913
3800,1677.108915980678,2768.3391909447078
3801,2393.286965505644,2161.6981660811
3802,2670.4911092986563,2581.5240533574906
3803,2469.017314544713,1950.7268728384795
3804,2169.2950458922096,3177.614878805632
3805,1970.0410680058926,2014.2064990138297
3806,2066.460362696369,2591.5702385969025
3807,3068.3957079282845,2231.1263147093096
3808,2022.197812000013,2423.0537051747847
3809,1983.4441373239792,2274.237640061645
3810,2327.8661321869777,2585.4935778753083
3811,1988.5267286070325,2166.321261527679
3812,2665.761460760845,2114.7100298319883
3813,1746.8491018262114,3458.0686108158175
3814,2375.166875750097,1468.1481953510747
3815,3673.937612650623,1711.3289311810945
3816,4377.368410532803,2499.4876553869235
3817,2873.658128476247,2474.8583883997144
3818,1633.1120197963253,1966.0567706597074
3819,2968.4893869534767,2049.4037052229096
3820,2289.987740073672,2305.4899795940887
3821,3064.852399928953,3984.125308393247
3822,2488.23981999665,2509.5498163119196
3823,1600.251814857415,3387.3139906285205
3824,2494.3083513797856,2620.9816610948105
3825,2571.9540901999344,2669.215583877821
3826,3426.457260694034,2433.3796891485936
3827,1916.7647952274303,2188.203657302388
3828,2119.88868315824,2907.5729424881783
3829,1466.2362093570591,2653.8488501483043
3830,2439.503159842584,2374.318293159276
3831,1725.7349129595939,3393.504487626926
3832,2541.4055369768257,2513.027861747558
3833,2046.2268648548272,2416.301686512015
3834,2279.8940339117685,5260.125309602241
3835,2579.2402799382367,2814.934655301147
3836,3362.424213732742,2367.5325171265213
3837,2312.7027678597283,1632.8836304035462
3838,3001.481788980175,1970.733170630178
3839,3433.97665372641,2325.877431558902
3840,1881.251593865165,2138.6980702983337
3841,1836.8259069542166,2027.7495850137898
3842,1968.6333765854388,2454.390880720777
3843,1779.743849303703,1782.775635224804
3844,3313.313909554674,3956.7040793245133
3845,2815.625036141473,3376.609975723659
3846,2735.0863965632584,2817.9919747923027
3847,1681.959605193009,2162.2322203666154
3848,2085.540443260624,2035.7196622975803
3849,2407.510959591803,2053.5145914573513
3850,3105.966110865038,2368.8523790504346
3851,1847.2528486743106,4132.571414790376
3852,2234.97208085298,2200.2370146515773
3853,2068.1794245949695,3149.152879105415
3854,2535.4071361997794,2720.2434245084614
3855,1837.3628100336623,2426.749825799794
3856,2323.303597863923,1573.0371831906257
3857,2189.1181179132727,2165.465969471448
3858,2740.5467919211965,3007.195183718926
3859,2445.4744932504054,2406.995081434329
3860,2676.56538125648,2436.4157429300985
3861,1916.2473070727183,2309.401149343821
3862,2553.613382002045,2149.6566409924812
3863,2531.261115019599,2218.6218901960465
3864,2224.7554120129166,2478.391881832292
3865,1908.5646892035456,3918.9868486670152
3866,2673.9255563961688,2409.2889750078834
3867,2264.862950670554,1913.4571354403076
3868,3475.5457185641026,2681.2908202305616
3869,2345.020757512544,2192.4496433652835
3870,1957.5636626750086,1955.826705815416
3871,1452.6881288088525,3028.9064208701448
3872,3911.8950742291727,3269.509945688956
3873,2494.518795464931,3127.2834855769042
3874,2400.860255052179,4735.25336610923
3875,2432.024471924338,2295.8790154948197
3876,2344.653806136,2992.630253093716
3877,2151.6437875096963,2505.914002228309
3878,2410.6965405832143,2513.188774003503
3879,4569.769477546492,2314.4925909397143
3880,1787.579144396971,2420.4795100444944
3881,1443.7350952223521,1739.3138377513035
3882,2306.6095741926742,2322.431470861477
3883,3160.647843143354,2060.3501914206126
3884,2235.114765861308,2587.1346230804
3885,2284.9348956223594,2833.1193558759123
3886,2589.1353873152493,2852.455252732486
3887,2299.657814898675,2106.8932687190863
3888,2240.539130997371,2179.0673698703968
3889,2473.6349683876997,3771.9353205416614
3890,2444.56336948549,3495.8064118583034
3891,3734.747654528533,3200.3733033374965
3892,1880.3712250849405,5025.990811480459
3893,2233.8372196248138,1509.0047634642706
3894,2159.329144158028,1774.3529481971473
3895,3008.403888411309,2334.0300780873904
3896,1742.1195154778304,2945.9541694233726
3897,2603.241790801193,3473.28191475971
3898,2414.6373621631387,1952.4899408832448
3899,1944.6498402549012,3508.082471202067
3900,2791.9469203486633,1999.494814148065
3901,2029.3211899572677,3524.3983639287253
3902,1771.5433087498945,2442.1005100515504
3903,2768.9781550107955,2084.4738759884603
3904,2899.2569388758284,2679.00373190721
3905,2151.8635622524735,2057.913375117895
3906,1793.7756522330214,2009.3602137088897
3907,5428.794206391771,3331.6090432473547
3908,2139.651764617622,1840.1276104238586
3909,3251.5514432587643,3027.7628085934675
3910,4209.895449883736,2385.674077253737
3911,1803.704372582115,2029.6060085751
3912,2676.0386382399465,2198.9370072861925
3913,2126.1421690405896,3517.286944373301
3914,1847.540370119873,2878.470232992706
3915,2717.418059272861,2909.4159951731353
3916,2346.952327144807,3146.20914535355
3917,2437.9261688750994,2129.1598783003874
3918,3011.080649069678,2726.057135502231
3919,2048.504871421868,2334.5959747924835
3920,2094.9729235051736,2228.738409717297
3921,6316.0567419875915,2768.1340550839022
3922,2506.7953261197727,2098.99523713388
3923,2786.3264370694706,2483.2922105671187
3924,2216.685009689416,2232.4077375911957
3925,1952.1444319958782,2528.245644936608
3926,3425.693271926929,2477.2423536437855
3927,3251.4452859457006,2445.10322434934
3928,2539.657959198261,2302.2562791924775
3929,2802.1283096789234,2153.4316652440293
3930,5118.242153897703,2588.92757480466
3931,2439.201789273027,2613.9164622877006
3932,2414.0157611511786,1971.7564482747337
3933,2467.9801938395626,3035.445429163346
3934,1972.4629744597687,3948.841568307741
3935,5132.4757891558,2385.0072232642597
3936,1919.9541009717602,2207.092690019522
3937,2376.1679804726627,2177.6048034624714
3938,2187.7727657425726,1987.5606012143987
3939,1642.4945011250309,2508.668223070485
3940,2454.721566424103,1583.3588301951984
3941,1789.818575292646,2336.701776670365
3942,3469.7474361161576,2003.5677461767405
3943,2723.3165356501963,1950.7685526897105
3944,3142.9975255580644,1779.0287081857357
3945,3036.3419335252156,1957.5819024833677
3946,2652.64956481833,2322.179560274721
3947,2154.356666723608,2127.5749325478528
3948,3222.458189024893,2139.812686592058
3949,2154.095380361608,2062.0821776967086
3950,5094.917535051755,2317.4473202513213
3951,2016.50229577984,2841.2262572118634
3952,1999.0762749560195,1998.9236225785385
3953,1872.427401165276,2494.922889363178
3954,2118.1899251634604,2911.74947565853
3955,4402.9026721195405,4408.43063267651
3956,2701.689535168527,2016.008006143902
3957,2020.769160387962,2139.7925848494942
3958,2779.502846788783,2259.6763075369536
3959,3631.0988383141957,2389.9530394228204
3960,2013.9227587386326,2959.5787697532614
3961,3920.7280067698557,2080.3888907035794
3962,2509.572405113674,1560.2365986774869
3963,4227.4446713126135,4513.35918461268
3964,3122.5345967269814,2786.7396736166143
3965,2543.8453164317116,2740.0645048739616
3966,2680.9946405580727,3513.950769638829
3967,2172.3920132397666,2209.0849207735814
3968,2703.92056318212,1900.9301500482222
3969,2703.92056318212,2596.6107405586736
3970,2706.9725042218865,1405.1708974534001
3971,1809.1673858715715,2058.9233574070336
3972,2267.571590380084,2268.781733684622
3973,2424.0966289527896,2134.0900746703187
3974,2886.0164258259147,3388.7938777492354
3975,3039.7839767964724,2430.5663234573617
3976,2143.1566295111675,2128.3697585641776
3977,4141.179776927889,2359.2178172272106
3978,3189.427078483872,2559.427485778863
3979,2472.3283713778183,2200.3357161534896
3980,2518.0693307970423,2864.24391824912
3981,2334.128253250251,2253.487059331157
3982,2685.170773206961,1695.907206735801
3983,2140.631816299613,2957.718684101664
3984,2519.726719065404,2367.974788173479
3985,2404.940601670787,2024.8829455012535
3986,2702.690440503349,2093.697680610252
3987,3394.3035908434426,2096.548842247922
3988,1902.1732140555978,2280.2699751091013
3989,2072.7664155122084,2521.2200830987435
3990,2252.9215601002943,2332.0924045870092
3991,1886.2386330775587,2701.076621899615
3992,2812.3792173345187,2196.6228700067195
3993,2391.6963482861943,2547.4908245948245
3994,2121.5280065979587,2467.929314217035
3995,2611.831130526533,3052.580668243508
3996,3263.1652011017477,2127.625349918467
3997,2985.82117842481,3436.0488718751903
3998,1807.5287118707315,2971.3541234160975
3999,1937.1104495320678,2227.6741733525064
4000,1816.73165237357,2086.89749873664
4001,3752.566073464113,5139.339276379518
4002,2612.8162482168486,2389.1964615788797
4003,2714.4942026815625,2351.302729782613
4004,1766.2440169802946,2616.5180906483647
4005,1899.8577507148111,2700.0381976134418
4006,2226.3176535029006,1754.154546209867
4007,2616.462306735107,2030.386194917496
4008,2407.1358666599967,2535.124994605064
4009,2552.6175011257737,1817.6382297556531
4010,2433.0300248074955,3188.1462082720145
4011,1360.1928089070586,4334.4981460413865
4012,4328.5057034061665,2622.7091177395064
4013,3421.196810399556,2614.412182540157
4014,1722.8041377035863,1776.1249907235692
4015,2513.7362624564944,2890.124635521698
4016,2500.0919693954297,2623.535739678008
4017,2061.898772495851,1568.5241752445252
4018,2592.9459987712685,2842.7609653529025
4019,4568.281659193585,3137.7824029030353
4020,2597.4151688004836,2519.8159379205276
4021,2117.082240401621,2593.828999562872
4022,2613.88205457332,6467.862485091744
4023,2293.161129708311,3133.674941621669
4024,2103.950305100054,1513.1205026567181
4025,2111.4266910911833,1964.5799357817882
4026,2374.4574438341724,1840.9403166452253
4027,2590.678554453309,5333.135482146342
4028,1901.781241863557,2458.971648197816
4029,1659.2657493624745,2028.8537620672946
4030,2237.5882080410206,1747.8942716979539
4031,2189.2064077291575,2263.6705719331694
4032,1704.3447960688022,3599.958778002383
4033,3581.1241078091152,2300.441629293563
4034,2347.04135631805,2089.698365890049
4035,1729.4033429973342,2814.9299618930672
4036,2128.6789340346863,2513.7568714157583
4037,1704.9622473939253,2462.9386476072664
4038,2285.75738624221,1936.2855149863135
4039,1629.0146486867718,2373.6219007318387
4040,2350.3512077787864,2320.3200633980714
4041,2884.33847176016,4506.661996920045
4042,1662.4226919646792,2554.325660940757
4043,2088.519531839276,2645.3992707057473
4044,2175.927624081617,3683.5046333364066
4045,2645.698133411249,2996.7539394978244
4046,1838.2211770955528,1954.8508060128406
4047,2138.633910858484,2015.6094226593136
4048,2901.462133227587,1876.4940022570797
4049,3934.0675701680357,1943.142396480281
4050,2002.441148403395,2235.20710913904
4051,2348.103949436297,1846.4257980017246
4052,2865.4886065870055,2763.9311537004287
4053,2914.168619324856,4230.501316858178
4054,3139.6722359725013,2070.0638212463073
4055,2811.3479172076363,2355.8482798090295
4056,3497.928513198448,3615.2789246881284
4057,2053.025906396402,2292.2907827415875
4058,6418.115761572207,1801.9148269141162
4059,1455.5338735087284,2558.0688436353876
4060,1918.4995708619524,2661.8130426195726
4061,2675.5329416844697,2573.9798675284947
4062,2191.727910068882,2045.7423149651556
4063,2643.86252441555,2046.930870843614
4064,2230.588682206836,2420.8372975606844
4065,1784.9305585220636,2563.682739377223
4066,3923.9152429022115,2613.8488258238112
4067,3423.7150728848437,2296.72017178538
4068,3324.877991068926,2886.006003919477
4069,2559.103582513594,4190.318591948982
4070,1864.7760607212308,2308.0432318440626
4071,2104.8335424266784,2549.481114952905
4072,2290.072555070156,2380.6592406536174
4073,1814.070168685287,1886.9117298020774
4074,2002.7976282395498,3317.4780411977467
4075,3291.310694893758,2431.368695967398
4076,1809.1175689285735,2109.3609064899456
4077,2220.7163298745845,3041.4146935551057
4078,2378.794975056332,2336.302262111048
4079,1692.2512314873618,2683.213703874947
4080,2482.318359023058,2488.7038436556527
4081,1526.31108834836,2073.585039143586
4082,2146.4149606651717,3658.3646593975523
4083,3797.8200285220496,2383.5274927419896
4084,2359.4298369575727,2143.9836267043975
4085,2342.5409716668405,2047.5056210594691
4086,1755.9012565060189,1832.7010743125888
4087,1974.870230994142,2923.988757113259
4088,2156.230011700807,4048.7278433154147
4089,1921.9201668235653,3775.3921206611003
4090,2723.653461956418,2385.5190715734666
4091,2019.9714091087667,2310.4531193015514
4092,2418.4834032649765,3019.5462808717552
4093,4217.547730065689,2453.810098120024
4094,2321.3420043599344,2132.971930470798
4095,2363.690088412284,2362.6323281089926
4096,2040.7963521226152,2717.579532406682
4097,2840.759136792206,2643.3566300942957
4098,2365.3599311778976,2343.749554835325
4099,1719.0860094690224,1919.1592360984112
4100,3478.541185933079,2301.5039005171
4101,3817.610284032843,2306.5773926487814
4102,5498.347629829817,1966.160324023474
4103,2664.1662937640594,3829.8593810256025
4104,2662.9296676553477,2379.0211751304378
4105,2247.09653238238,2780.651764444572
4106,2545.333003209318,1797.767835500405
4107,2079.9775091286187,1897.6005948859406
4108,3785.164301217258,2181.971392416998
4109,2625.051859035432,2205.1849722164143
4110,1979.495227461638,2087.3456505412255
4111,2115.9863004367744,2235.7274540544176
4112,2608.1144730638853,3468.027227609993
4113,3753.770662943405,1828.3964701207726
4114,1734.6468644738898,3139.8508376797063
4115,3952.0321290762295,1661.5873600702803
4116,2761.216379591508,2021.1742159365688
4117,1569.6616978976713,2535.8693776976993
4118,1719.9117217522166,2326.971739024055
4119,1993.666035125708,3392.554965980934
4120,2375.7162579286596,2808.548830221614
4121,2251.3486025825705,1916.2384340665376
4122,2417.6553998135023,2130.1322178257315
4123,2458.1438431222796,3047.659647795443
4124,2225.814510081067,2367.740710775318
4125,3125.6854987306538,1902.1426583415857
4126,1650.5663495840333,3122.0129239614394
4127,2256.917969175841,1925.1528791156347
4128,2483.779937625172,1871.1257523168163
4129,2482.638605318271,3415.0948758828636
4130,6941.844028473814,3018.482282410249
4131,2351.894221671272,2309.475679709663
4132,1570.0357390463505,2143.2338235498305
4133,2227.3934271450244,1707.8460810041245
4134,2544.2024541631768,4185.411962111257
4135,2593.1519074220514,2599.3931383116583
4136,2445.3677731727726,5650.435823537979
4137,1948.826329196817,2141.393230316358
4138,2311.428757145986,2603.946344398303
4139,1924.0482348146013,3413.495189773594
4140,1942.80079121497,2521.2175075349346
4141,2049.334112141777,2309.44184447308
4142,2858.3965566168667,2113.8935541665255
4143,2655.4062486674547,3069.7783770490646
4144,1872.2404687246558,2039.9799058030499
4145,3171.623612496669,2362.280262455245
4146,1786.9842418992969,1731.077118135291
4147,1931.5833006578669,2813.0360433661144
4148,2545.4463745142575,2595.5518426782623
4149,2733.591830444451,1596.187409408676
4150,2018.2936228548747,2616.252330162527
4151,3108.6156071422824,2719.51618278753
4152,2633.258201903465,2318.7338343360143
4153,2726.1397523968403,2142.6713394740314
4154,2086.0932114744246,3024.654674828599
4155,3404.041173006879,2691.1702066887287
4156,1766.1531895856335,3280.2634349318964
4157,2770.552287569188,1955.6426967394896
4158,1448.0337131371643,3742.3171126016728
4159,3179.656781177943,2834.961759899238
4160,1780.2537096788067,2510.5574186385056
4161,3762.4396177912317,2603.3796936030553
4162,2574.8418089292604,3262.0999166670454
4163,2132.4572003858075,3368.2977745234502
4164,1566.4644880601024,3559.9222390892055
4165,1871.7708716711454,1918.245718875462
4166,1697.3367485219696,3052.674244275429
4167,2115.6606799042665,2504.540171315659
4168,1950.2510559343482,3202.462152589548
4169,3262.6326611415825,2010.6959404372453
4170,1401.1662479874738,3333.7891469038636
4171,2216.9027886901404,2206.8998358549516
4172,2605.254613345008,2413.800914582476
4173,1605.029667092853,2551.7571905352024
4174,3435.021797007602,2349.1343352321164
4175,2551.8676332219784,2871.774814590654
4176,3891.888357803248,3016.2982953432484
4177,3251.6668295884547,2039.137209144155
4178,1611.5829962043601,3242.8848808028824
4179,1642.8400430673175,2166.0270214977018
4180,2560.96023190111,2685.6076928355687
4181,1517.8234116915248,2380.7450387780614
4182,1973.1023575627112,2188.990019843263
4183,3909.9086077269385,2613.1869198844543
4184,2597.7949645888307,2610.9247523269632
4185,1794.102815497209,2777.406294786471
4186,1981.2550094556827,2150.499212235676
4187,1560.709700932481,3105.875671259838
4188,2285.8329876437037,2999.7974631691445
4189,1352.1226777216812,2021.883719809619
4190,1915.6310108956768,2952.901469772029
4191,4589.453425754233,2315.3897245814833
4192,2430.3079828756618,1834.8363270262066
4193,2093.455613423287,1715.1742089594263
4194,2041.232873896044,2341.900847115467
4195,1746.8788636564414,2931.9407655808573
4196,1874.5896112626342,2116.285181667895
4197,1968.0512516170184,1872.5288310168678
4198,1716.3674953302727,3547.9757942395786
4199,1850.408240192709,5145.768513316257
4200,1381.874545880811,3817.133902511339
4201,2420.8826418118797,2437.279843848537
4202,2123.426716449085,3297.099081205916
4203,2502.7118853220154,2045.8257768313474
4204,2941.841477716812,1556.492702367756
4205,2078.732270053188,2039.4348786876897
4206,2315.4905282527466,2917.076710209455
4207,2694.193079615771,3363.5556539850404
4208,2809.6419664206005,2273.2080236735064
4209,2537.904631711347,2504.7598656267037
4210,2145.9151107523685,3227.7305094635994
4211,2187.173110861989,1906.4831021836912
4212,1942.627099352608,2919.3472950024957
4213,1444.1174496558085,2116.5495394469253
4214,2215.556966910666,2114.0573320202775
4215,2461.981432403207,2699.1906050903576
4216,1457.7496166578965,2865.1117814171557
4217,3434.1013611229587,2333.063243069296
4218,1990.4945666690655,3510.5421453754743
4219,2182.0492049781574,2235.7668345291595
4220,2338.8705068661047,3138.6873030422094
4221,2876.8788444823817,2372.139032686529
4222,1620.9245654820768,1940.5819545430702
4223,1940.6053511809935,3662.163775811417
4224,4068.0139145936314,1844.974121744212
4225,2944.2014971178787,4017.153913789663
4226,1768.767037838539,2595.460132958184
4227,4063.0260444163114,2556.2777214968232
4228,1869.9338760405644,2174.6693405110864
4229,1437.9258528788419,2253.649985520863
4230,2583.325937150918,2700.8013776869025
4231,1917.935267038924,2505.124285121652
4232,2574.0206663880003,2896.5435284244695
4233,2410.5082907602555,1823.9931800299757
4234,2361.035009266197,2388.323051657209
4235,1561.8178611784433,2128.216163608127
4236,1803.432704296962,1671.1091173128996
4237,3632.287457202738,2364.8378298596117
4238,2343.0301427343634,1871.1840291663132
4239,2248.509373410385,2179.1903214071453
4240,2384.7347986195346,2531.7826573717493
4241,1696.1546719656778,2531.7826573717493
4242,1855.1630582649825,1873.5419398727201
4243,2573.879630397622,2168.5565756611704
4244,3185.3943562874833,1591.251466703954
4245,2332.991143467269,2007.8081339227806
4246,2445.4813195994925,3671.5853667518095
4247,1874.8456160918804,2132.1346155919878
4248,2830.0017795803915,2298.3132233672586
4249,2109.7605842899015,1850.1668710066795
4250,1961.0291982633526,2434.0815886029695
4251,2742.0503886954125,2399.3430878032013
4252,1961.0291982633526,1977.2393170471412
4253,3594.5168789608524,2451.8144010384103
4254,2031.2305315617605,3430.527286499503
4255,1856.4599882045154,2852.2982432670556
4256,2801.4978907249006,3495.532976469904
4257,2688.9029390836613,2467.498766850442
4258,2813.0975094652185,2338.901471893028
4259,2443.788436464989,3889.1291181846536
4260,2593.5274872541395,2870.0620771908402
4261,3075.5474317318995,2069.313329980106
4262,2549.0664595896333,2574.9535836709692
4263,2417.5070239608617,1654.6841089370355
4264,2394.480381986807,2026.6253571055418
4265,2295.1335045762835,2598.930573372477
4266,2268.868095896711,2797.856338037051
4267,2076.594314871172,1649.796253606138
4268,3213.9313567321515,2096.6138731695687
4269,2030.878847019243,2726.9920293741334
4270,2736.8610805617773,2505.4433737145846
4271,2446.604652283977,2231.2483046531306
4272,3457.348231851832,2213.4665326220006
4273,2225.0177933627747,2472.8718292578633
4274,2660.714573604041,1941.3047343324688
4275,1705.2523407399658,1892.149430159208
4276,1691.7615820209528,2628.529734851598
4277,2663.1970346369076,2771.1917625783108
4278,3108.5379593008993,2163.977528266928
4279,2125.974411307738,2002.5160124694066
4280,2611.5871578488604,2984.1496419830173
4281,2246.802635980085,2581.2833266151415
4282,2408.5227593463446,2176.6333286419344
4283,2603.318139828952,2610.0751625834137
4284,2377.9777605411778,4190.914926994157
4285,4570.678654007821,3264.680860742655
4286,1530.7585564956748,3408.024310732201
4287,2175.6037009478086,2622.62753889396
4288,3930.077020727147,2369.729072134918
4289,3443.9180586300363,3522.6951117076323
4290,3685.911534049721,2762.662402089533
4291,2117.8505645159617,2629.2048885432755
4292,1888.7873276453724,3480.4095224832804
4293,2348.2961392324546,2082.0070577978577
4294,2253.7023841509335,2459.0018120219743
4295,3359.7725940681835,3171.5611366625553
4296,1990.8661778454903,2379.845188854214
4297,2087.2962420150307,2707.3352590695313
4298,1891.645355322145,1977.0054138220435
4299,6126.071985260127,2016.949894602481
4300,3664.891050600315,2896.2574812863977
4301,3805.6686198774096,2297.9811195707343
4302,2919.215536319252,1932.8522823047806
4303,3104.0104993062773,2314.343746885589
4304,2676.4217179829166,3617.890425493908
4305,4625.088955201625,2867.753458143115
4306,2020.0691244220284,2855.089513654434
4307,5602.990224652211,2108.7940442938116
4308,2280.667771271625,2089.490165971659
4309,2330.4654985077836,2228.8282289718054
4310,2194.5399545055343,1855.3675748509493
4311,1587.7289458209148,2149.961372332439
4312,2090.3986850590136,2129.160541239903
4313,1697.018714408214,3371.8016660332237
4314,2191.951685341068,2198.5163825402833
4315,2017.4017826432985,1920.8449505866058
4316,2352.196687584677,1873.95791008297
4317,1951.8082352747017,2792.2387616726264
4318,2226.9352552876876,3344.4868220769176
4319,1975.3310062883288,1985.9551043587119
4320,2016.535920689042,1562.179503703577
4321,1984.7238472708368,2309.933961258123
4322,1869.228604870733,2391.6457395276466
4323,1900.719603345417,2135.258614321814
4324,1579.5037207931705,2488.8767022606926
4325,3265.8592585914566,2231.487347827554
4326,4974.339325299136,2357.615488522662
4327,4088.3079051412333,2399.9982897760747
4328,2028.7432427727722,2136.7400009101534
4329,2525.961301681393,2327.2655259827457
4330,2027.0092645127952,4063.6378524006927
4331,1330.1130489888021,2164.2324091685355
4332,2096.812141295735,2799.387573546207
4333,2049.577018469704,3100.750976214111
4334,2141.3705043257905,2648.8519697780557
4335,2482.138773481817,3491.2243294729524
4336,2473.7471496072903,2228.658882375254
4337,1933.324258875946,2397.9993714851776
4338,3236.3412215917906,2676.115060886269
4339,2381.1038636250896,2487.5465986058434
4340,2005.6165207277616,1833.7245809577441
4341,2356.920429528015,2370.7446100692705
4342,2813.262282115601,2470.750880084798
4343,3400.912199009826,2557.691799701176
4344,1854.118523862037,3190.895089331224
4345,1880.8438048100552,2291.293128140363
4346,2116.3313567585283,2470.496659858795
4347,3548.6750569387195,2334.5276889560946
4348,3171.145634877939,2810.0182238018883
4349,3337.6032177669927,2525.5454128209603
4350,2370.096351476493,1600.277774816877
4351,4016.328082426415,3285.902511181566
4352,2602.7202117734405,1611.802564279687
4353,2425.7855568348728,2909.0608388336705
4354,3534.7849431228487,2115.1525657812394
4355,2799.7382025476622,3584.598394624415
4356,2997.1160026516013,2807.278754529175
4357,2298.234461289505,2797.0430629570437
4358,2797.741961287449,4058.043426615729
4359,2677.953241593975,2090.0551019832346
4360,2381.538804874606,1727.2203479294926
4361,2035.6911549595065,2340.152719320088
4362,3222.447905910496,1727.2203479294926
4363,1487.2843528433016,2430.375751989617
4364,3117.707760011196,3529.7657475550004
4365,2439.0349119984276,3120.4366964111273
4366,2215.407430367035,2914.224066616898
4367,2013.1713905749193,2869.324259825823
4368,2403.6884388847975,3941.0065791560614
4369,2047.6359450831471,2706.874089184564
4370,2944.7092914493064,2344.318030027116
4371,1804.4301206642258,2625.8524825241343
4372,3407.159796706008,2308.5204492826724
4373,1800.0416507291056,3259.941778284135
4374,2743.030470148322,2898.1159504947555
4375,1928.1320717323774,2327.922149247392
4376,2260.8470426354015,2244.9230526368747
4377,3879.73175521946,2212.210360086609
4378,1838.6664393550643,2597.3622886281255
4379,2783.8333106833607,3581.5244248997187
4380,2987.02682122501,1951.2751637016197
4381,2131.540020135305,2365.012991831315
4382,2529.7320499404973,2627.2491101047826
4383,3498.1559300826084,2363.370900024953
4384,3172.03489485221,2260.981656937746
4385,2490.6995827606943,3651.133299876973
4386,2271.9670385415943,3717.9645510483024
4387,2634.062588295019,2291.239195453454
4388,2660.641191550469,2101.5765303758953
4389,1908.22142355908,2126.182972128978
4390,2856.5951112240737,2235.1774194972745
4391,2716.038246539373,2099.5565119421017
4392,2828.7102990252392,2095.732771907212
4393,2895.2211814381876,3225.2078578517426
4394,2660.3427559943125,2136.7645167984556
4395,2035.2704763435372,3503.009632626761
4396,2020.4723923913884,2295.8911473575668
4397,2184.3063660607586,2310.1411521397704
4398,2208.3282306988167,4320.998023951461
4399,2820.2982056846495,2675.0856122308114
4400,2553.2630233433747,3814.727770632847
4401,2427.4360703743787,3103.441285539292
4402,2163.6390466229113,2221.5626747139913
4403,2017.0632843320718,3962.42055059067
4404,2167.492139652125,2321.0207259497847
4405,3811.7967132551084,2499.5505342285055
4406,1838.1565941367526,2055.5549084127942
4407,2489.3850369934416,2654.117083057299
4408,2646.114218711477,1736.2140129431239
4409,1922.2650786850916,1949.7144301478377
4410,3361.462909914876,3379.9715468948407
4411,2222.9618059276177,2951.1672521513697
4412,2571.296714919103,2170.8689077940694
4413,2754.9165476955272,3045.073091158047
4414,2206.126608065464,2111.712330137322
4415,2540.562655578021,2445.063847888415
4416,2494.689360000063,2223.741479057974
4417,2246.119731280347,2187.962309342181
4418,2152.778620927672,2293.7042022522364
4419,2250.0000387610903,2988.130276223904
4420,3298.9858657954837,2319.2747001947755
4421,1894.7928328163966,2509.32038897455
4422,2536.80847679887,1597.1658063504892
4423,2818.077796181115,1957.9003866925382
4424,2436.1151021604637,3130.6505100122913
4425,3400.2972939211472,2661.7961908184475
4426,3525.7905398540356,2765.081193635985
4427,3079.1735106840365,2843.5731540239876
4428,2638.7566758726134,2051.016796587138
4429,2909.02189342948,2181.7343387538917
4430,1725.8694681441686,4684.608937029777
4431,2436.6241684823194,3550.1185076459114
4432,2852.553464986608,2317.9253895706315
4433,3176.531429135928,1801.1643772824852
4434,1849.0890304544696,2148.070342912657
4435,2149.8765365547233,2324.057291140684
4436,2293.6404496953005,1782.0498759629925
4437,3719.411046195837,2616.468161665857
4438,2522.4738782017644,4781.5987779902225
4439,2879.0438806240873,3249.3532670117393
4440,2305.409232455901,1846.9525357346934
4441,1882.512197955199,1965.0871356188134
4442,2897.733090716387,2294.4767998229504
4443,4610.750961065514,3937.2416836398033
4444,2190.2256184170046,5555.904031728678
4445,2185.571473494604,4050.3515208758013
4446,2821.7042697446404,1727.028409487796
4447,5743.098847823592,1885.565099697221
4448,3967.982418953024,1871.1549565771998
4449,2090.478124733271,3750.7420087990236
4450,1909.4423382320597,2617.4888419241397
4451,2620.7478503123666,2254.6263937793196
4452,1952.5126662557768,2205.788713644159
4453,2687.731643804321,3977.4398639482984
4454,1914.655509759125,3792.667735054084
4455,2095.6087707551737,2998.0467152667225
4456,3595.9778958329402,2864.3476207360786
4457,2883.74530365983,2123.1380665782785
4458,2050.155017771056,2509.187229447919
4459,2160.4909691465364,4092.478214325958
4460,2132.4491880699998,2150.882370816395
4461,2007.9452678223342,1944.6463097702497
4462,3070.401477201511,3768.938730053236
4463,3697.0616424467667,2302.9063747766204
4464,1507.9595993269193,2462.9942998918646
4465,2069.8464215755102,2606.2063451433864
4466,2275.261267180852,2476.0061482401406
4467,2756.5712132153303,2275.28991034958
4468,1614.5126597220478,1685.9357787616977
4469,4334.938509079151,1928.1461594235757
4470,2781.2213303572926,2343.905896061989
4471,2516.685913331462,2372.1220664964303
4472,2351.8137767988464,3744.958514866709
4473,2654.9396718237085,3224.340771911283
4474,1891.9326409706505,1888.0060313844115
