,modelB_lgbm_train,modelB_lgbm_test
3693,1608.5196673128366,3111.5133312233656
3694,2310.070009046562,2235.801729976353
3695,2415.2965621018093,2261.044178962581
3696,2589.9933223898797,1938.130884043255
3697,2298.3000653989884,1995.2065648891341
3698,3213.5460167024667,1969.3203445835484
3699,2373.963632282567,2203.4762380101592
3700,2902.7081975305086,2284.871466538617
3701,3546.9115685521397,2878.305704822798
3702,1547.2814031147389,2432.940365705551
3703,1942.8530151715402,2105.8666390319586
3704,1742.5304414693726,2433.484334096431
3705,2408.6292475089404,2238.4642769441894
3706,2516.9018164287345,2620.036088380982
3707,2938.3269964566452,3112.6254398989017
3708,1942.2555128837118,1820.8717105955625
3709,2517.283689882435,3258.1397593729716
3710,1903.3712211921707,3978.6553331376044
3711,1998.196081092215,2220.7985777970644
3712,2082.6518227343895,2202.39543201544
3713,1526.6304851704888,3194.870453730965
3714,1878.7216620343984,1894.7088704886203
3715,3863.640790062907,2438.4234855840996
3716,2273.251930877787,1985.176038623145
3717,2774.549869718673,3345.0336248078647
3718,2778.916034386879,2182.865085291989
3719,3538.6019810906173,2295.1812149504467
3720,2226.8169169253893,2194.0952255808343
3721,2179.0540708322296,2130.9395043284385
3722,4375.529551472258,2333.499559147235
3723,2252.1851298679494,1988.7576979059133
3724,4131.748600444291,2226.7088510483
3725,1715.5110924243374,1722.6184251041218
3726,2061.643812858133,2104.901078544048
3727,2781.021031363426,4827.974540741359
3728,1482.9897345471604,1886.7992299333503
3729,2694.4810143662144,3921.605544372944
3730,2173.6095764825063,2090.853076238135
3731,1892.0017020612834,2823.3948001064427
3732,2560.133546778115,2306.1384474043502
3733,2188.0637186025765,2639.045177214444
3734,3907.4761324606484,2550.1178270345154
3735,2448.461506436668,2495.611278882635
3736,2248.290266893556,2793.9785636703573
3737,2830.5373855296302,1848.267238288036
3738,2548.378405225097,2856.8755194454207
3739,1957.3453488186128,2296.478271542186
3740,2228.7635539299745,2245.92785570244
3741,2411.399206183491,2086.591079738606
3742,2480.454064566099,1943.3571778038847
3743,3153.143950530157,1983.0923131519153
3744,1849.2310509177416,1952.8476465572203
3745,2299.366029315492,2432.627440597133
3746,2076.061685109221,2275.446689852816
3747,2714.694780892125,1938.4902058091575
3748,1898.5414774688024,2528.178455500988
3749,2711.5138378624197,1963.445893130111
3750,2580.5861374919973,4595.329279594762
3751,2350.0183849835385,2289.8338839490734
3752,2995.149300239913,2081.5023843153517
3753,1714.4086308383316,3688.404853343784
3754,1716.9078217036476,3611.8449829462743
3755,2318.3276419826966,2050.6738747528434
3756,2179.736084210087,2410.750009219607
3757,2493.305561024928,2231.096845130811
3758,2085.4600533642183,2972.1774293525123
3759,2310.73890855828,1777.8248791310587
3760,2878.6758267233927,1678.0697940053433
3761,1920.578980810352,2245.986679875058
3762,1763.3731300235106,2418.799913117338
3763,2186.018642830776,2588.8221311708685
3764,2379.7959469543925,2013.1486810309732
3765,1643.8937220631178,1912.4181714943613
3766,2277.518005535873,2301.5970277543133
3767,3382.4624156905506,1772.5346333531143
3768,2390.733293242816,2165.3656231212344
3769,2438.185244773453,2345.8862259851617
3770,2294.1057179373734,2931.806547731401
3771,3408.8608685017703,2546.5979304455914
3772,2563.0858430070994,2428.5884093665873
3773,2381.780414689167,2769.714302749854
3774,2320.78183254826,2351.9158571229245
3775,3109.6176341666355,1726.963511930301
3776,5609.727648921628,2178.884936903693
3777,1985.8924835281507,5405.871901367291
3778,3160.85153214547,2068.930960135359
3779,2571.9145782303144,2086.3577483087415
3780,2258.626228260761,2061.313205626056
3781,2170.2082976272454,2440.647058974281
3782,2057.2730148419496,2188.4988381099633
3783,2035.5888570891643,3286.2310001272463
3784,2208.4784614991568,3260.761815894929
3785,3793.8071222383846,2322.8356151680855
3786,2723.2462055926367,2160.2144087771026
3787,4519.906214929583,3391.369952373813
3788,1730.8305979652755,1947.361071674765
3789,3283.005597647962,1722.8340738432848
3790,2479.798593318427,3565.046460583488
3791,2878.8613867786157,4850.62576599226
3792,2544.331966694831,2951.4136781795764
3793,3131.5041676169913,2252.185951014005
3794,2486.9571410760605,5169.876270336627
3795,3093.497253560778,3674.3627395247504
3796,2558.624582338519,2367.78717596783
3797,4039.283014173341,2673.68233609511
3798,2418.8798150944467,1972.1855370735557
3799,4235.50898041605,2031.9308115600336
3800,1915.7571120521363,2619.8737636389665
3801,2284.789681762779,2215.3447035475956
3802,2772.8547859102423,2545.7492164107666
3803,2386.952123763687,1995.1647276271717
3804,2210.1350502327086,3054.423952119317
3805,2183.916526613391,2009.0811174149544
3806,2014.3098945162033,2447.7187667080766
3807,3012.151797221057,2295.813214230885
3808,2060.644140327834,2380.050454227107
3809,2291.247913795688,2278.140028649247
3810,2294.6683202069826,2711.0874646195166
3811,2227.6253349872154,2253.3683088070147
3812,2570.666934674823,2237.554083584687
3813,1801.5980376641246,3518.8022583100296
3814,2407.798262400506,1459.7339490020559
3815,3693.7454935659052,1805.2414332441317
3816,4032.896028569946,2549.36764660755
3817,3054.985281123726,2413.509831306891
3818,1615.161371189091,2027.9240817434438
3819,3054.960022263373,2088.263915082398
3820,2328.177082952399,2231.9936583664025
3821,3501.9287479490877,3837.447904130107
3822,2645.262660541847,2490.2041681456153
3823,1609.8672975845213,3796.9454732700883
3824,2487.296846200505,2404.2282880311664
3825,2451.629002802298,2463.5982500091623
3826,3943.9052517289674,2731.801134788664
3827,2124.0385110716106,2300.5227546261117
3828,1998.2259300036353,2522.4538436378307
3829,1520.1613273643518,2759.984045989263
3830,2359.7977547141177,2486.163386457089
3831,1758.1340329133461,3284.1095182721897
3832,2389.2590702408866,2467.878156018175
3833,2171.862091219502,2362.037952804541
3834,2488.1316767969884,5175.509704787288
3835,2464.2969810852837,2697.196471416974
3836,3236.7608628594576,2541.3563968315802
3837,2258.0558084140466,1568.309762024302
3838,2722.2241535132193,1947.2657211613925
3839,3555.1347899203743,2292.5206769303923
3840,1879.661420707006,2003.0711390633383
3841,2131.5615223271375,2137.94795780802
3842,1875.753571295359,2575.7703711812687
3843,1597.4945665614441,1966.3881796184548
3844,3249.585643822498,4182.335527662704
3845,3077.444839089292,3198.9416071340675
3846,2513.3723274965423,2756.5898533001464
3847,1746.1163602989648,2181.9383901914007
3848,1915.3816792889675,2028.6837220988339
3849,2420.471174768568,2282.1783162358033
3850,3151.9691353799576,2155.799883903771
3851,1840.4092168589787,3889.4223362142466
3852,2265.272994368311,2189.331967884469
3853,1928.0486413372198,3298.6197900438574
3854,2237.294029510709,2738.2269839901883
3855,1772.2366112067707,2325.7326198154456
3856,2349.5467258709364,1685.2979202431275
3857,2137.7279319306813,2190.7413626558237
3858,2555.938337646146,2660.6257370648095
3859,2360.915529778374,2544.8524114140337
3860,2550.5869481996715,2694.030241850909
3861,1748.4443930426069,2503.2419653297247
3862,2334.8466913809084,2311.9098328165474
3863,2818.6191459785173,2086.5788125031127
3864,2390.9415318662363,2377.1076929428045
3865,1845.0735703527573,3869.6893812958806
3866,2669.701625729045,2451.099561838256
3867,2365.9628106133046,1840.9522994415813
3868,3443.732027839154,2878.012613795238
3869,2262.807882828022,2175.9659703549705
3870,2018.3535329141775,2250.5387269791804
3871,1475.9957810736464,2912.380683297776
3872,3888.0436747551557,3195.9303687003776
3873,2333.2246676453933,3116.400908137358
3874,2876.0471590890675,4776.925029418901
3875,2352.30595295642,2344.081836414918
3876,2445.334160076209,2815.1478401525883
3877,2351.862322974842,2501.67447953701
3878,2443.369622524206,2479.5728330008906
3879,4508.609438668921,2296.6335270206155
3880,1733.622027203474,2327.660021342265
3881,1500.283553844408,1771.6207376387356
3882,2284.2666138008303,2250.9229234985196
3883,2955.808145506786,2117.5948786495364
3884,2245.22159419041,2560.337433639351
3885,2268.039653069175,3060.4129026971254
3886,2941.288252272718,2825.0188722775065
3887,2462.048971146302,2109.9947297869953
3888,2290.4443166047563,2223.8623092191674
3889,2498.261988939864,4133.926587622016
3890,2786.0638289879244,3441.480435519142
3891,3294.126638987117,2938.505956890941
3892,1922.9050133890648,4951.262544732371
3893,2270.752509495572,1549.8730600429249
3894,2155.835776581546,1760.1007505083767
3895,2843.6435965407104,2102.250380377801
3896,1602.417208952507,2643.380238405672
3897,2536.5063768572695,3315.8664067760283
3898,2331.6558542414245,1940.2677148411447
3899,1897.864364951399,3717.189444672301
3900,2997.1041873597874,2007.651341812699
3901,1825.0315712810357,3374.8044956843733
3902,1745.7466174401259,2573.2471101059655
3903,2630.110271852123,2053.8540849660058
3904,2814.0424586325,2681.0501685985464
3905,2412.8059058222734,2264.472509861573
3906,1899.4330938560358,1993.4504557020646
3907,5266.377257335374,3135.530380927515
3908,2121.7674315143336,1965.7992841907312
3909,3504.5423867102672,3227.452245388332
3910,4169.744093135006,2474.0495828226544
3911,1831.7154618817988,2040.807457645947
3912,2673.901034703117,2218.4995625569018
3913,2171.8913869376174,3154.049077306174
3914,1834.9663474392726,3011.361921275656
3915,2439.6377609701435,2853.4251667731346
3916,2136.6685190711987,3559.119470752858
3917,2267.317242135622,2183.1304332256373
3918,2915.8529779636774,2790.5975066222613
3919,2108.239574294156,2346.7175128884314
3920,2068.287809195289,2346.138448523151
3921,5972.7300731713285,2604.247963708929
3922,2375.073589969841,2188.8051038105114
3923,2752.2446517873645,2427.8331321133073
3924,2183.029506473967,2130.39055214334
3925,2321.4193544951886,2623.985804162482
3926,2997.7326942336426,2431.388443722737
3927,3391.5227428767766,2760.535748849469
3928,2597.336649781741,2333.1713495819013
3929,2794.073824542264,2198.0221346539593
3930,4573.880628042741,2546.538080454577
3931,2322.8045235141813,2643.5546739875963
3932,3000.6949595183655,1943.320423174238
3933,2497.507783001133,3219.378867029569
3934,2328.688935944629,4217.138549199322
3935,5838.309185463615,2445.78813416388
3936,1951.4666424759787,2146.412404411615
3937,2258.5659906069513,2159.6462831076187
3938,2136.6044254223652,2108.266725017201
3939,1830.1626683075322,2490.5119731633904
3940,2468.1242564506606,1575.469328559062
3941,1783.0312243631608,2159.540450125077
3942,3719.694677523467,2118.2789552585446
3943,2615.485630426558,1915.6743256238965
3944,3020.9289646763445,1817.060087399756
3945,3153.799471009427,2023.5755962263538
3946,2846.3356183424426,2405.5385508276327
3947,2129.325566915604,2118.387199054222
3948,3405.736430146487,2199.782830076735
3949,2129.534484639597,2088.0045697390933
3950,4988.151511673039,2382.0855212565775
3951,1979.0602069330573,2756.4601814167822
3952,2034.5953096335886,1826.8659280307554
3953,1487.053269955099,2370.5541269243076
3954,2275.8853571756003,2837.68822764052
3955,4476.36202829816,4513.846001701231
3956,2676.1196378753107,2058.5109971102984
3957,1947.2711814414324,2212.976772800449
3958,2722.6715788392703,2312.2781257361257
3959,4111.8371121257505,2341.490865970523
3960,2310.744065997593,2704.6091918365764
3961,3533.6324157546333,2193.1834858987627
3962,2304.190255270421,1453.5688013455483
3963,3981.855232232833,4415.868971719892
3964,2912.8172942456727,2607.108600142726
3965,2380.4780257657685,2631.4739471553758
3966,2367.029333714533,3233.4806369207545
3967,2082.9266491922285,2079.405553785684
3968,2535.266742933361,1964.3043470059602
3969,2503.999117633714,2640.6003997984944
3970,2785.6532191025776,1555.1940828251973
3971,2024.8064692217756,2243.2454306104296
3972,2326.180874178461,2468.92758305386
3973,2528.7152267203282,2112.419318867547
3974,2586.0254708536936,3026.4671045652876
3975,3307.1939226721042,2414.8349881462736
3976,2093.821908053593,2207.8328636669385
3977,3789.2684055217787,2506.0411273833774
3978,3226.7582638359163,2924.3054700407947
3979,2537.888151996088,2260.260382043648
3980,2455.2442579907924,2796.4475652869833
3981,2361.856462156459,2247.8145126129607
3982,2497.1479940211684,1725.7037042572665
3983,2020.7884922890273,2947.7726674109335
3984,2438.8435363096537,2373.031834934484
3985,2204.5377241783385,2120.0819401480003
3986,2312.3452031480388,2065.097528793106
3987,3143.4589576468857,2268.601822501643
3988,1816.0598381005723,2559.0300023456257
3989,2000.4601448775793,2537.6444344327224
3990,2372.9756292023,2216.19416965875
3991,1708.7214154145172,2758.911832559719
3992,3008.475037759755,2396.3980788587296
3993,2231.6146334324385,2810.606188883293
3994,2056.736703332194,2401.277989597776
3995,2437.399005962678,3013.7821921305394
3996,3249.4280613472174,2095.261131678981
3997,2721.570709725774,3325.4344655599516
3998,1796.1454080525102,2693.6304272116868
3999,1978.945007074196,2219.5405141257406
4000,2078.753456072319,2073.527992538436
4001,3762.2669789187153,4781.681136719506
4002,2797.740743263125,2510.6380793208655
4003,2646.753728953938,2237.524960595826
4004,1639.0036776755426,2880.6849095863477
4005,2114.734477552508,2790.87589186048
4006,2310.8899976033667,1750.4581879337522
4007,2625.712867212849,2100.320482268865
4008,2319.242290599569,2549.6840165419308
4009,2908.085998271205,1782.1652162657094
4010,2373.907075864681,3258.7625708582736
4011,1453.8354270123882,4232.849058253724
4012,4740.241890578404,2713.8199881065966
4013,3161.3573017336867,2428.271126003915
4014,1702.1121302688239,1759.0592385654186
4015,2356.0766718379828,2722.9341784655994
4016,2427.6675891872283,2333.174323435219
4017,2467.5976068560085,1606.355811376829
4018,2471.05380392721,2717.2661004643196
4019,4846.614651294381,3340.260008705376
4020,2599.9105342663606,2520.2570330939384
4021,2272.84622848004,2446.6202269784926
4022,2593.286041139811,6521.7507909327605
4023,2131.8624710305216,2864.175074365465
4024,2384.772600446942,1553.2163091398077
4025,1751.902653009419,2047.7078398724873
4026,2175.1269672010762,1820.9602607213437
4027,2664.9189359220472,5578.918717956263
4028,1893.4270857693343,2648.4014912563225
4029,1970.3360749638225,2012.3923717795885
4030,2356.2400405285107,1710.0823669921992
4031,2420.9069625610123,2324.751960878367
4032,1943.2563673706748,3603.528842340575
4033,3640.439568979636,2300.0372746183575
4034,2236.652016045759,2095.857560081523
4035,1898.0353153166795,2750.610730277133
4036,2101.3737352843686,2435.8527737925406
4037,1827.1874394185725,2654.1076757355504
4038,2294.2223600989187,1942.0282002551346
4039,1769.1596848059248,2408.321168412312
4040,2089.2963821573235,2363.0389281269554
4041,2834.173996697035,4851.720575669857
4042,1714.832349092165,3134.1287268246742
4043,2275.312694489627,2839.7539060298204
4044,2401.250035146085,4039.264538590522
4045,2901.2931507318144,3140.7448582555453
4046,2178.624390433522,1955.204934340242
4047,2320.939704598402,2076.324750834355
4048,2836.59849787637,2019.1771222137784
4049,3615.0122167891245,1933.314828641911
4050,2236.4879530931375,2202.076952583437
4051,2452.6393120561806,1868.2592280525673
4052,2836.7654371796684,2714.9353301585593
4053,2548.745384502628,4191.582148032785
4054,3203.5042901856536,2206.8618092270863
4055,2765.192201985305,2493.4116049494314
4056,3404.6106913115154,3459.832993054715
4057,1964.4264619885987,2290.8670482105535
4058,5759.429013581565,1995.109697523963
4059,1509.3180514426977,2634.5375450366228
4060,1850.7033500403052,2549.6455161480194
4061,2663.6149531148753,2449.873611073759
4062,2069.5043482980373,2068.099436950009
4063,2297.8897609351948,2118.9413486689637
4064,2603.32434303035,2258.256212728752
4065,1979.25165437552,2705.913023884176
4066,4212.457452039406,2457.4758643380255
4067,3332.9335235978333,2421.2710534019798
4068,3153.2073133100416,2679.180772934549
4069,2603.437018454329,4168.9736123019775
4070,2009.2405553868302,2302.914148669479
4071,2063.1133612392864,2406.368758919232
4072,2140.108969928982,2462.299320371966
4073,1959.744060270471,1910.5546952794007
4074,2120.251864976559,3271.6686831478664
4075,3932.9407044117115,2435.581387120818
4076,1938.0294638824207,1843.3032627066677
4077,1927.4973653602963,2936.7618552952817
4078,2344.3100629126716,2397.7740997795654
4079,1861.9355845765633,2544.6434670439
4080,2411.709911528109,2404.159351227744
4081,1706.7228691394394,1930.3479968060449
4082,2020.7436953873096,3861.050900102058
4083,3874.331415579152,2264.8958934988946
4084,2561.673024462196,2280.8375738513214
4085,2711.0722387446667,2307.6292443506145
4086,1853.1246413871954,1868.3893859135926
4087,1861.3316585996101,2811.6685309956374
4088,2151.392995871583,3830.2530902804856
4089,2102.7500540106657,3908.4939226545366
4090,2438.164535948702,2382.687963899668
4091,2102.338431933292,2260.018467627405
4092,2615.5645409098697,2935.224510829413
4093,4248.7783410851725,2390.643879649061
4094,2309.985468035796,2108.599151628226
4095,2509.3055418935655,2373.3827187524744
4096,2044.162578754365,2588.4722765536003
4097,2795.872316752802,2461.8673256858788
4098,2468.655213241785,2278.7324081782344
4099,1814.2666902314922,1917.2878773769285
4100,3447.844378972332,2486.434983999751
4101,3387.3525403575136,2350.52579539374
4102,5185.247013379937,1985.4237549908364
4103,2762.5154486866045,3717.5789580892097
4104,3156.855048289931,2446.6828652100694
4105,2255.3834222897076,2606.3829399660704
4106,2479.6733051155807,1936.0641389173124
4107,1893.328505603408,1846.2503716008573
4108,3875.326121569269,2225.265892667344
4109,2664.791482113892,2175.362580317729
4110,1990.6691392708515,2070.7059510848944
4111,2168.4189913776795,2136.092827815552
4112,2783.815567060334,3508.639005977625
4113,3751.6891618801646,1739.5761696712766
4114,1684.8574052107833,2974.739462931126
4115,3449.415503320828,1582.0060933432035
4116,2895.4226268959765,1979.575293593139
4117,1560.6705091076271,2560.2348414651606
4118,1853.8151559716366,2319.2856446675655
4119,2297.4238049935643,3584.7696814078336
4120,2429.398174892984,2800.4050520715327
4121,2178.3147835507016,1967.4255049061787
4122,2233.268865864641,2215.8567533079995
4123,2475.6970861450563,2886.559119337394
4124,2250.544897385577,2218.5394704975033
4125,2930.059957919005,2329.7659391889983
4126,1757.5704525396302,2968.1581692981367
4127,2235.9998887379243,2083.571182615759
4128,2456.1142122166784,1836.0185229145413
4129,2400.065673681294,3254.936535939336
4130,7044.058711584511,3436.043594607523
4131,2385.150283586302,2237.0351584270065
4132,1668.6197204578566,1997.0399610782993
4133,2315.555868239144,1805.8198062652777
4134,2698.6517832399672,4144.9942721715615
4135,2633.8025166761718,2575.036757221348
4136,2579.83718866942,5694.027183467439
4137,2033.4652915471079,2002.0432566002469
4138,2535.571166772892,2377.2110810931777
4139,1824.5203153204081,3287.3380087084442
4140,1710.5610249031638,2571.3851939357746
4141,2094.2289971475893,2392.1498965438454
4142,2724.9384407242,1974.5069088802545
4143,2593.713786395741,3051.068813048497
4144,1881.935601288551,2300.5754564810986
4145,3372.6201262971704,2258.9461172173114
4146,1957.668340826448,1753.9080695339537
4147,1986.3411558374778,2686.8099389956697
4148,2641.511450610949,2761.6696723516097
4149,2539.312453123907,1608.7977361122837
4150,2498.3091304014897,2598.5486505119693
4151,3337.8358095447534,2675.868921298329
4152,2721.25156533953,2303.0082948415284
4153,2806.8395512202437,2319.773380886449
4154,2164.390475857773,3037.750248958594
4155,3059.2183714132675,2816.4820825518455
4156,2144.057254502804,3253.9771978696226
4157,2890.5903733178116,1733.547546444038
4158,1436.8821693315672,3659.701013318864
4159,3305.16731193461,2484.118495040871
4160,1930.922423668213,2662.707313620512
4161,3507.822089895265,2521.1552895561526
4162,2128.9493831529217,3264.197394193196
4163,2039.0667704165603,3194.239030598699
4164,1608.4863829579476,3691.327483594451
4165,1716.1426788754645,2064.0087778202133
4166,1771.0899863780435,2798.679683419196
4167,2216.3029420051794,2552.1215369993797
4168,1876.4526626001011,3293.6997712175107
4169,3979.457836449337,2154.78774310293
4170,1584.2436087472931,3298.5294229777974
4171,2318.6029271149814,2194.134775734045
4172,2314.4982614743435,2349.8679764041726
4173,1582.6201113185814,2844.8552000893746
4174,3789.0927413184995,2280.432845852558
4175,2362.0969889929174,2770.8833702759594
4176,3683.9772862713085,3065.5353269907714
4177,2836.291681687168,1946.845292392413
4178,1796.6472055335921,3240.764888334013
4179,1697.7524972738563,2122.1142628430634
4180,2765.671992403557,2724.804769221702
4181,1699.6473588230901,2627.32037954275
4182,2127.236716145081,2238.591611870106
4183,3656.8997609524604,2564.6991205874133
4184,2476.8789062102073,2575.16016118399
4185,1634.3044490230034,2728.5648818664718
4186,2104.496354630225,2272.3234183061295
4187,1516.1470923360207,2920.8106256231645
4188,2412.5312315063943,2834.462663487594
4189,1616.7473392774475,2044.8245665143768
4190,1981.794509956958,3414.955612710798
4191,4949.440097653529,2395.2020788215314
4192,2002.5277904698512,1941.3763311411544
4193,2209.4636871748903,1939.0931391148406
4194,2189.3449875235074,2562.2159335706283
4195,1718.6824050250373,2903.6626762828773
4196,1944.0632871600849,2111.1317118689817
4197,2038.545280385605,1783.552300319106
4198,1866.0782175586849,3855.5373121602884
4199,2081.6973264585286,4785.949789722874
4200,1522.2081879550547,4025.6918830953655
4201,2407.2528398552804,2459.6484202395695
4202,1806.412576157845,2965.9228363842035
4203,1947.3698953434807,2254.6584754938185
4204,2877.3357713799446,1674.4548833138228
4205,2049.9400946494234,2120.71719149175
4206,2589.852179410593,3059.501080729092
4207,2795.8359167823673,3015.8132263941793
4208,2620.785309400016,2243.8556118672045
4209,2544.1417287441514,2209.1183460075786
4210,2278.8808767112514,3065.0949135981805
4211,1999.9686855254288,1953.0456611525838
4212,1910.0702667073203,3201.7195174682124
4213,1614.0005797860006,2056.27806058086
4214,2345.5463414297446,2366.244173627877
4215,2325.73283279918,2560.0896324255873
4216,1495.8087687504283,2976.8697380683952
4217,3302.47385124982,2140.01034318398
4218,1752.9609220250913,3565.664756310872
4219,2249.4766609733474,2397.223179342859
4220,2488.821558373999,2932.7165504288823
4221,2634.3516654657187,2292.4548695362887
4222,1511.2629841667342,1945.4017939835146
4223,2106.106358664463,3510.7770526521826
4224,4564.855008193348,1835.3682280242642
4225,2981.4444949252966,3894.848395222192
4226,1821.8968156400376,2616.197907075651
4227,4326.382808628453,2687.942430702189
4228,1941.3781659688157,2214.871597506989
4229,1536.9046757684816,2112.517862859027
4230,2431.259985558462,2457.3850992473112
4231,1868.152536473179,2881.9740074459346
4232,2252.323391168795,3037.409476846392
4233,2265.313720005272,1855.4394374647186
4234,2658.862979573923,2397.0094955767063
4235,1645.246961083564,2222.137468131577
4236,1917.4819362781002,1610.1230044375166
4237,3520.544872249074,2660.7461504699613
4238,2331.4118453689393,1801.450186179456
4239,2503.8216787047418,2415.6962334278296
4240,2491.368904305383,2496.358251569138
4241,2013.5423477733364,2496.358251569138
4242,1963.8123277586753,2125.6276206475927
4243,2408.560434340486,2455.732699456961
4244,3296.346899481391,1576.4768743969641
4245,2525.2102832149103,1866.5309548770892
4246,2322.3686696991153,3539.604080283095
4247,1959.8173967336254,2219.4036990318896
4248,2984.464083472601,2320.6050462855555
4249,1948.643029041461,1825.112862034614
4250,2181.492146523204,2334.345218725609
4251,2747.7610946485493,2456.178139965964
4252,2127.5864093489035,2042.2443019860607
4253,3539.7646332152704,2478.5650125917964
4254,2323.2837697715204,3252.1542770185165
4255,2097.042283144337,2771.795354056618
4256,2580.5608378063657,3483.2379183099265
4257,2815.476857080255,2611.170335378408
4258,3149.0151659225407,2359.3236467485417
4259,2144.911365505836,3885.9286138960315
4260,2598.7834163527764,3030.6693001197114
4261,3809.5285207838792,1972.699628380705
4262,2924.775391492083,2652.499503854105
4263,2866.633927785854,1690.0979069941955
4264,2392.2061707342946,2163.0691477648343
4265,2458.921732624816,2691.2100115819717
4266,2456.3730300475077,2926.752356588078
4267,2028.018286641287,1685.586693640375
4268,2986.7927266926013,2073.578621181439
4269,2068.9634981929535,2595.5841567800903
4270,2483.767226019112,2579.9848946967513
4271,2363.131824550336,2262.323007610485
4272,3443.4702969021314,2357.8295862154328
4273,2363.26801765806,2435.297214294195
4274,2443.3872201159106,1877.8834714208285
4275,1809.1226997340111,1980.8202144770494
4276,1653.0807869499445,2519.4060567955903
4277,2215.191452116995,2790.858245476059
4278,2875.561118194102,2144.801733198356
4279,2184.757588793491,2045.6265970701684
4280,2528.0416707257864,2957.087056921897
4281,2116.310727499583,2528.1947316328797
4282,2542.89315820656,2220.2838780400693
4283,2419.7033342287377,2725.2400767715467
4284,2279.1187327682833,3858.9898116994723
4285,4741.327501318912,3507.3011841748703
4286,1716.2697877609937,3453.871515489579
4287,2207.6994225351314,2451.4200676575856
4288,3853.5800267523728,2451.6973373528735
4289,3368.819154632518,3548.044476903244
4290,3185.320061515272,2974.783364815118
4291,2451.475605463826,2663.714303613665
4292,2075.1310056269726,3398.5915889341572
4293,2156.0756667495493,2128.5751398370803
4294,2271.2799697552064,2649.0428150261914
4295,3147.795647516827,2946.145169728307
4296,2026.6091426098972,2124.5816672262285
4297,2276.4703382454522,2797.5745051065664
4298,1815.0262081287883,1891.839603796352
4299,6338.30468050446,2060.530977366346
4300,3758.312929304123,2825.487713497095
4301,3759.331787141807,2315.676498120704
4302,2759.401904315849,1842.8519740559186
4303,3057.577021910707,2353.920534571204
4304,2678.3057775152674,3502.0514955371814
4305,4424.024176199849,3149.8747867073553
4306,2008.8214795839028,2885.1791294270542
4307,5417.419806315788,2265.7824847800825
4308,2435.262362313559,2142.3205004742986
4309,2444.4998245021934,2316.9667328811174
4310,2385.790592663699,1866.288560474417
4311,1708.153697499633,2080.349241694915
4312,2136.1870968463736,1996.8570740033342
4313,1933.065734034232,3487.0303178083623
4314,2270.730223360205,2118.393660061706
4315,2108.7982731552556,1877.3380375324828
4316,2649.205869268422,1799.2458209965127
4317,1814.4143514335144,2518.1895342186463
4318,2242.8215986794644,3237.351712112383
4319,2096.5616312241345,1993.805275647308
4320,2084.245938429871,1606.5606578569054
4321,2017.626971249207,2458.670646531949
4322,1914.2147298829757,2305.9581110545196
4323,2000.8253463794704,2045.578071376865
4324,1709.5294740038235,2561.9861866114843
4325,3243.627531396613,2195.555960457823
4326,4496.757757967119,2183.9634396019874
4327,4000.1146502439406,2489.1735847292125
4328,2123.5403548797294,2249.259612021171
4329,2522.6030029784283,2191.1453021803527
4330,2203.4375759743743,3814.036941777693
4331,1679.0046546860456,1992.7999231136291
4332,2251.400737937079,2773.1079603204535
4333,2145.854932762257,2932.9074734362575
4334,2174.9779869787717,2556.299604268615
4335,2828.280545505682,3867.863535193011
4336,2226.017919563474,2244.788274906118
4337,1820.572918262197,2585.263637332613
4338,2798.5196318186877,2424.4465730180045
4339,2389.672827601589,2537.3381598193782
4340,2214.741267132022,1843.0840016354218
4341,2339.2554538144877,2226.086778823203
4342,2648.159268507098,2426.2810885494914
4343,3523.6240087206907,2526.864456243895
4344,1840.7540559527392,2995.2299800960877
4345,2236.05161083391,2291.4682826934823
4346,2187.60556365853,2851.663347069839
4347,3838.7257076884325,2267.2881854080806
4348,3143.6556330588614,2678.3052562080316
4349,2963.7411111674933,2425.3084228931016
4350,2402.389268812833,1844.1048916099364
4351,3709.4988723519814,3322.8247015233965
4352,2515.2393948672407,1644.2741241666092
4353,2214.3167685333747,2888.7328833867373
4354,4042.1196004215194,2061.700930827884
4355,2843.2400693677682,3574.9850330799068
4356,2981.7341832796806,2906.8238876335813
4357,2481.679915604565,2640.4620358498955
4358,2603.1448677142716,3927.611517329641
4359,2838.0192900101415,2051.848286582112
4360,2516.4960730140488,2031.3954089096799
4361,2160.4550865012875,2387.4603220935614
4362,2972.960549929774,2031.3954089096799
4363,1622.143900587693,2415.5916066152226
4364,3191.4511657970033,3494.9086153142575
4365,2458.6922767414007,3215.2514491430716
4366,2231.135008778697,2958.408065029098
4367,1866.884533021757,2470.0056057902198
4368,2475.0255532548017,3786.2486735418506
4369,2071.360288535533,2861.873385992876
4370,2986.870613184335,2475.4881364312632
4371,2040.8960395970212,2469.713154816527
4372,3221.2784456347126,2204.9468624280285
4373,1898.5860854277505,3083.4488945321946
4374,2606.6638877141136,2797.03979596273
4375,2390.223467428589,2409.1469483982264
4376,2351.1041037354858,2271.9458737826562
4377,3291.537974660804,2349.2110774655553
4378,1853.4157332898837,2648.036663623907
4379,2677.4143940525564,3595.2962214338563
4380,2479.0654919623244,1942.46300409115
4381,2279.6187616809343,2461.0674909964046
4382,2353.0651473125517,2703.608402925208
4383,3483.2066838416035,2283.454984969177
4384,3232.998402782417,2372.2312107885614
4385,2613.699013374598,3300.847695010171
