,modelC_ridge_train,modelC_ridge_test
3255,2465.7834655357665,1943.3174331765804
3256,4487.684276140553,2289.402982560965
3257,2538.734772203388,2938.6240732975225
3258,3515.0921944041647,3421.884211479274
3259,2935.7867663266675,2190.013357214802
3260,3522.4252445542925,2264.5120736688214
3261,2183.767848071229,1483.8594575774648
3262,2997.0584295116414,2054.233614865999
3263,4810.835532587811,3639.016403787549
3264,2072.4288510172573,2699.634466820313
3265,2525.736084806683,2210.2127749902224
3266,2278.8319812946947,3271.797881389316
3267,2131.448702732319,2205.6371124373863
3268,2943.7049677979103,2652.062949510832
3269,4874.290361152528,3547.9380892257277
3270,2727.9143116056557,1993.5938421914022
3271,3070.555237008004,3401.4777233904992
3272,3556.574943359627,2714.8639610974387
3273,2362.4714875418795,2371.0188324277215
3274,2299.1842128850367,2771.8747248727786
3275,1645.0067269575447,2070.192669666324
3276,2889.080485635455,2087.724108139897
3277,3232.534831928343,2380.2777530666845
3278,2922.7004133599567,2551.804603641475
3279,2521.5189117783816,2670.3443111748575
3280,3021.3319715996545,2374.9902461967695
3281,2373.1843261311496,3804.461877850585
3282,2580.55328593052,4155.625155750208
3283,2524.0500575367078,2414.5062334758795
3284,2209.2207778556867,1851.3839272075388
3285,3006.0861402031874,3067.19017569633
3286,2387.7804878985635,2094.9231600116495
3287,2873.536531163142,1897.7541416781874
3288,4281.5388512940135,1779.1105587802044
3289,2561.030915962586,2651.5707390403213
3290,2759.3199977545055,4600.6867067693065
3291,2904.759904838146,2092.2331451796363
3292,2225.854611569255,2420.7292635052886
3293,1647.0908436964564,2350.4875660389052
3294,2168.495980283185,2335.9501919433633
3295,1767.0761112221994,1791.3600241942281
3296,3042.8981433202616,2431.076504094192
3297,4549.791855806199,1549.4503434465023
3298,2682.687805087496,3708.5841287844205
3299,2900.0914316790304,4091.9331320033357
3300,2922.90892646424,2292.1230330623125
3301,2018.4364910085073,1791.9064738044028
3302,2980.033437002977,2082.528948932029
3303,2418.034592157588,2519.0052908086436
3304,5293.3107763527505,2018.3933640983573
3305,2529.1860641097214,3975.992678075945
3306,1314.9721851930578,2736.5247713233684
3307,1977.7565631198586,1813.835938107215
3308,1896.839943087922,2461.220898723741
3309,2113.144695965769,2114.9840364209444
3310,4634.846282813893,7792.082625152705
3311,3455.9126662169697,1390.3312733232437
3312,3231.4891725386474,2726.0137719281624
3313,4178.279555540994,2072.135808506829
3314,2169.1803561193187,1991.4210666463034
3315,3235.20018165998,1988.0807597971034
3316,2341.261089103354,2212.8089302244757
3317,2408.6868001481594,3987.453056880308
3318,1831.209787727936,3606.0497180024604
3319,2530.0492767091755,1857.0075666052412
3320,3504.3340619426444,2063.51766149252
3321,2618.314605641087,2486.9153635490984
3322,3976.434748686437,1704.545859224192
3323,4325.506086813287,2088.5857891365426
3324,3133.0412125059484,2618.896913727754
3325,2667.042996028527,2014.0356732617172
3326,3468.1341016932793,2737.5486312982925
3327,4362.797566885939,2254.8790740281097
3328,4280.575971836861,2117.0408798147705
3329,3984.268490154873,2743.568451343747
3330,2354.0282374497665,2605.8683788307803
3331,1503.0385443553366,1945.5280975453447
3332,2876.9648630037027,2340.028311778408
3333,3168.8511241264714,4412.7941488981505
3334,2475.3263992355783,1756.8490385460814
3335,2546.691622007142,2545.9109841049167
3336,2751.659006045152,2856.3173598444005
3337,5254.028890885507,2594.967156409789
3338,1719.4128029599926,3108.6504635564006
3339,1995.599024525386,1945.6130179356194
3340,1636.8368105448546,2268.805035815153
3341,3818.8642259342714,2479.9945583353065
3342,2290.1719816796954,3284.22111938081
3343,2263.9803842768306,3672.2467733701087
3344,2806.4807915990036,1760.0110388603432
3345,2074.558870621737,2429.374329520227
3346,2191.6401174063526,1843.903344260693
3347,3143.6308146474903,1770.7859094387245
3348,1766.719314781932,2069.9152225510206
3349,3352.958876881118,1536.2434681166671
3350,2982.3333099123993,1904.8975952051521
3351,2560.5900124178224,1884.7116375309931
3352,2290.8969571663138,2516.767123684371
3353,2109.8110222190103,3076.22377818147
3354,2639.007563677393,1736.8481849266034
3355,2168.011004017519,2742.280571143062
3356,3146.296036134381,1816.99971210163
3357,2814.158615917277,2629.7731801723285
3358,2484.9404743016207,2265.958169931851
3359,3906.5900506294656,2902.9074287800295
3360,1597.5729680556683,1583.0391009333152
3361,5126.102139300814,4259.777927625165
3362,3958.248494906236,3494.2106602593717
3363,1827.8668787811553,2027.5694209772992
3364,1730.980188770911,2890.776713926135
3365,2226.865151749684,2320.7438003667075
3366,2573.398259941683,2625.198162379603
3367,2186.3793199559864,2115.285791320065
3368,1563.7064707812951,4493.1779154631395
3369,2888.7446829892756,2263.6647691695
3370,2163.3810452555695,2230.321905826552
3371,1678.9160949226655,3234.9612955836265
3372,2282.1652765882827,3504.7396129758476
3373,1818.81446836184,2475.801772998634
3374,2450.1740685699388,4898.939725310523
3375,2396.7073860365126,2415.921981829174
3376,1839.4071103480287,3199.6961510981796
3377,1810.8241077975438,3556.8773537148395
3378,2346.622792546821,2781.1035168305198
3379,2398.700803973122,2344.743025742645
3380,1923.4497448792588,2467.910836532298
3381,1625.912094964611,1637.6744305680004
3382,2537.817448155507,1962.5373877351394
3383,2326.3951109941195,2338.610621225446
3384,3179.6799124246077,2620.7698972682833
3385,2304.9440689004787,2418.7596378907465
3386,2309.8226147672513,3075.4205778922055
3387,2444.8465997765607,3535.1866323893773
3388,2555.906258027874,2896.589897385848
3389,3249.7426443278227,1961.551125530478
3390,2000.8544914075344,2407.372477479785
3391,1685.8338592703856,2495.374076250668
3392,4466.106142789364,4343.029039233468
3393,2767.005028204434,1811.7424110322256
3394,5022.494874538381,2231.8422970725314
3395,2198.1297292897307,2575.8189525074113
3396,2400.738241842784,2153.052219772066
3397,2437.3791282541138,3220.6484658924483
3398,2636.5173030336487,2103.059330188144
3399,2453.0453966833647,2583.6166263617024
3400,1404.9604700404634,2739.6628809872045
3401,2064.5447407852143,3030.0023597632216
3402,1526.5541643923993,2475.326586842583
3403,2426.418626749387,2283.431290633177
3404,5031.138363643286,2212.233185694326
3405,2380.2901453419295,2750.6880649815785
3406,709.6567524964182,1989.8745428167208
3407,1914.9134932044983,1900.0569344014361
3408,2836.613525309303,2740.0408841436238
3409,2134.7812610434835,2324.023071161999
3410,2624.5359468883,2401.3341424521554
3411,2571.6790405950437,3035.286098807649
3412,2529.0180944335084,1659.6556705183211
3413,2456.3951589254775,3587.2167324816155
3414,2027.9507084334302,1887.280942006912
3415,3189.4717421526457,1588.347814045193
3416,2305.8317325035205,2674.028412029799
3417,4031.759375061826,2477.2581893032234
3418,3203.590802930575,2500.451489297523
3419,2135.8095713314833,3933.6386611365515
3420,1841.4236661870873,2615.3818099802384
3421,2141.0502125324183,2223.1954254414904
3422,2734.354836636087,2408.0947987840427
3423,2582.6737327138912,2488.8484784354687
3424,2268.040662371905,2413.4053628388097
3425,3015.12059920199,2349.470366135828
3426,2039.423001691992,1816.63698812008
3427,2691.786059960079,2195.9918922792476
3428,2591.3610218526787,2268.90129305602
3429,2231.6544679204612,1979.2824595802606
3430,3075.914589685588,2868.4380615021532
3431,2984.639940506905,2085.3481724308517
3432,2347.7862267293435,2507.4649538164945
3433,2212.2929283214166,3036.7284181808623
3434,2811.7302482304863,1865.584661752923
3435,2528.7996437782267,1837.500854852855
3436,2066.625656032934,2703.0194613321823
3437,2968.2861457908407,2501.9581753986267
3438,2528.2431499159607,2932.257822559198
3439,2915.3908733350368,2745.011960200757
3440,2530.603518737435,1301.5748676601131
3441,1831.3458415565071,2861.1406264431694
3442,2616.031279320337,2061.9048211191975
3443,4268.19808862754,2043.854545544526
3444,1932.2569787269404,2789.7985682925473
3445,2042.6300881914685,2344.8027639081147
3446,2338.7684758228056,2601.011437359256
3447,1664.6726787574457,2374.704969431502
3448,2444.9898963239516,2142.5957528018
3449,2639.773115279453,3602.9914719376548
3450,2326.7177202210296,1628.9285600726105
3451,2314.993781070358,2729.2079499409497
3452,2289.517603337335,2468.241432661819
3453,1553.311321179933,2680.6420690393074
3454,3268.918460864406,2684.5909358671215
3455,1666.9956731907423,3023.712201126251
3456,1385.024824936096,2645.6470613453976
3457,1804.5607764933384,2839.3066099816124
3458,2082.9913271888554,1486.7158820861216
3459,2252.5935469885912,1795.94109669206
3460,3988.3858592348033,2291.2857018634395
3461,3702.204431473287,2459.0741223182677
3462,3390.5653183525533,2270.635878182703
3463,2799.3429258429805,2354.871276728415
3464,1954.3521173055078,3205.3126197157117
3465,3341.0140659768663,2851.6054572219537
3466,3869.7454740341504,2398.4421371783706
3467,3394.289106751182,4526.619186478636
3468,3153.1804027783423,1817.6544918197276
3469,2433.8725869338905,1354.1388868887348
3470,4354.382612661602,4244.301601538713
3471,1467.140292771412,2433.767831611738
3472,2687.775444525676,1848.262883962271
3473,2003.3582800259755,1710.4894448411844
3474,2826.817671850792,3490.7470782939117
3475,1949.3490859830642,2438.8058782239814
3476,2866.333841731659,2236.8705140242846
3477,2191.897095020523,2589.7529788850716
3478,1893.343532888929,2574.632447597947
3479,2594.6081656373226,2655.6987886417232
3480,3294.0994795715496,2008.5500373499158
3481,2184.0053712761246,2305.895161607711
3482,4972.43473956956,2539.6777299160126
3483,2421.86972978744,2704.7955373869054
3484,1374.6895524654574,1872.5716205027875
3485,1774.0538456650559,2816.0518631339355
3486,2482.502942574043,1716.3782494136897
3487,1601.7112160834852,2268.2410763460016
3488,2657.0674104380623,3354.64957694306
3489,2006.4172244123697,1974.3266898154986
3490,2824.4211667248865,3316.6131538708264
3491,2903.5111138830116,2302.241273097437
3492,2513.962328516855,2089.818683645878
3493,2216.74947157571,2252.6444824334785
3494,3273.3139164605873,1669.3291598343399
3495,2817.596529945752,2562.338645621957
3496,3951.3868539542887,2375.079659508191
3497,2678.06637736779,2693.5758761715865
3498,2282.739145294019,2591.5536251802605
3499,2993.680256842091,2747.94220088432
3500,2567.121850770491,2387.4459954338404
3501,2523.503707136503,2530.9919333845214
3502,2203.0593848666504,2998.3138191952985
3503,3537.569100356446,5638.149415600371
3504,2222.3478453117987,1163.795442196526
3505,2468.0653519079915,2882.5423593560577
3506,2368.239052552024,1619.3233642857538
3507,2170.7664879940485,1419.2969297826219
3508,2765.655446381469,2083.409566881415
3509,1816.4127590468088,2092.18053884094
3510,2565.4279700718953,1925.7158410244506
3511,2026.0004004859159,3004.871179825931
3512,3054.15415555253,3989.2117238904066
3513,3018.844798772765,2765.6856820338435
3514,2217.554489755798,2509.5719156079376
3515,2749.0864329795677,2512.6293020575204
3516,2303.847342489442,2360.5240169916806
3517,1919.9276972055077,2383.4129049821654
3518,3826.310278965656,2653.883918946155
3519,2701.701351559702,2225.1917105840384
3520,3288.9733889670947,2306.014773780352
3521,2394.487931764901,4400.237722508495
3522,2875.59157267572,2434.4310021933675
3523,2387.185997994198,2017.4204816517613
3524,2150.3541687691604,4474.202967982065
3525,2497.9379083402428,2533.7751483715333
3526,2186.4786111333287,1811.5222832667525
3527,4577.097292070419,3175.1743112387567
3528,3383.9022006728374,2658.1999959783598
3529,1787.4669320435382,3369.6176040220357
3530,3323.919532619867,2511.2186081850273
3531,2800.097568508976,6139.542196398589
3532,3401.357394650967,2800.7121985778567
3533,2906.3433665388375,1604.4451810497728
3534,1461.9847839222562,1761.8861628100854
3535,2278.762893328628,3572.6518215902906
3536,1920.0809575681617,2087.3201427919025
3537,2841.8927027107884,2234.2078138548886
3538,2422.1842973980683,3360.836953545444
3539,1821.974599392871,1838.9515447294718
3540,2763.419966972705,2039.8134380943497
3541,2621.8210444493748,2944.801955621008
3542,2415.996378254315,2540.356204776644
3543,2260.353665228711,2204.076091717006
3544,2147.0760532980357,2103.6357682417793
3545,2011.5272943509865,3136.121977049438
3546,3857.5740557256286,2888.9784158397297
3547,2978.2774394735593,2869.596783861082
3548,2845.9341131387446,3081.1194575077666
3549,1502.279568496303,1989.1151190161777
3550,2374.543940171846,2880.488065799265
3551,2320.3095396138883,2777.2990241567923
3552,1950.4149546344113,2754.7585821957955
3553,2606.513015847954,4093.781974019247
3554,2107.0279324294456,1839.1591021898275
3555,2115.0115301296196,1997.278264496924
3556,2867.013748887168,2369.4098258958024
3557,2969.5438301748645,2367.0623578630266
3558,2310.3957873370887,2093.1673832900974
3559,2911.5887756839857,1569.3364399730335
3560,2281.233037077387,2174.5781328739563
3561,2030.6949209965783,3888.546497708006
3562,1751.310612749532,1807.884728942489
3563,2431.363169699667,2415.7472474773663
3564,2987.321906492823,2486.826867034344
3565,2393.4404743037144,2251.021684984082
3566,1384.7657869692748,1760.843676963319
3567,1790.2804260891116,2058.4577958206924
3568,2978.289654663,2086.947741178087
3569,2399.022907403342,2972.7184974167712
3570,2253.7193020993955,1899.9328330751403
3571,2052.004139641519,3319.4031726665053
3572,4318.947271588347,2341.329930761036
3573,1437.976996227078,1785.5539304202528
3574,3063.9829705420916,2358.405788786399
3575,2459.817830091067,2263.5026493368846
3576,1498.675451572301,1524.9450736759268
3577,2213.2573295600223,2400.6872928788507
3578,2898.4625737788506,2264.65512220467
3579,2794.835572634038,3916.403769461146
3580,2640.7539315546173,1745.2639516292516
3581,2672.767048011897,2525.8769099312703
3582,1907.2355812699789,2144.909129822315
3583,1545.110296124834,2005.421856184374
3584,2568.2221876721715,4370.670747916774
3585,2515.0280667955435,1863.7958810075481
3586,2528.962776977187,1697.9150804702974
3587,1738.71658735448,1916.3152790331787
3588,2615.120375471527,2611.820022055666
3589,2505.5896628147216,2384.343768632717
3590,1608.832144632328,2778.249256032416
3591,2477.096846831015,2958.0253633443517
3592,4440.220492281372,2391.9182540809766
3593,2368.698635202999,1681.5631373655856
3594,2066.7360535494445,2910.402832108429
3595,2147.220769349978,2363.7188568811566
3596,2365.2553615650827,2351.7597387638734
3597,1589.8290470827747,2262.3217685687273
3598,2072.503235812867,2932.0130450969364
3599,1997.804561583659,1399.6607469843425
3600,2645.0010298853517,2469.1494007345273
3601,2804.3566378442933,1557.4344942664488
3602,3435.6408884756374,1666.806541386329
3603,2084.3074367107074,3977.4746757321163
3604,2198.5273397431774,1974.4336021715185
3605,2403.6314047825963,3138.31531284619
3606,3573.2724024755244,2376.7465029274913
3607,3021.2956783111076,2758.908453388604
3608,2841.595778057028,1536.7339142532337
3609,2248.4305179501293,2675.959179665366
3610,2522.699697151957,1946.0923743106869
3611,3960.2459289955023,2182.38283026431
3612,3960.980744349091,2898.45815325887
3613,3081.1120834046897,2121.8271201496036
3614,2131.5718373948907,4704.997482950011
3615,2339.2871985039496,2120.7968135580113
3616,3465.592695414706,2656.1385985894153
3617,2436.751912177024,2010.6526531891282
3618,2381.465117840115,1879.9888074551382
3619,3165.719973474263,1893.5044719765533
3620,3205.1895383815304,2906.8808199025843
3621,2145.6428979263383,4201.699549288262
3622,1808.1470637418197,2330.839158482767
3623,2012.6958017830723,3435.067496987206
3624,2564.5469221845988,2775.6749621097597
3625,2583.82666778797,2791.4695003493716
3626,1870.2381957235302,4004.45136912593
3627,2071.3490352479134,3856.192861454713
3628,2956.813910544228,2214.467046812125
3629,2088.044980474686,2105.721457912961
3630,1954.8169469870832,2389.1182401848505
3631,2508.0295352408657,2124.969607063667
3632,1031.9777077031665,2451.08590917717
3633,2055.6741731107354,2434.1545080806964
3634,2087.847041843567,2511.541234001075
3635,3077.699713939599,1917.6411217161112
3636,2201.3726568703673,2269.1671462029635
3637,2524.134953595771,2092.1052269729357
3638,1666.957884305915,2280.1162540204577
3639,2528.9208437698953,1675.893625502865
3640,2284.5416163692526,1828.3694905453522
3641,2486.396384936214,2142.163057225988
3642,1848.1844060157587,4797.874831326223
3643,3034.9255622410483,2246.2947767277747
3644,2650.410868659547,1985.180450688226
3645,2572.7532142396685,2481.104009583608
3646,2217.156167838995,1807.5073717865002
3647,2741.166777210233,4716.406376267575
3648,2833.1907782578583,2669.5809344225136
3649,2635.5370962046836,3203.5654148273657
3650,1711.4953061075998,4792.21357118958
3651,3189.2393842271194,2775.978432577966
3652,1979.9480677850433,3043.241175675702
3653,3038.428986205922,2130.7927135654527
3654,3009.3506279037783,4059.583957846843
3655,2513.914550264908,3526.3261216346823
3656,2130.41944140368,3469.2588039813345
3657,2238.063594216867,1817.7992968151805
3658,2559.619954487525,3026.6821529616327
3659,1814.8657243290713,2377.2966554747254
3660,1597.508765707657,2316.233098324313
3661,3213.745185806179,2056.4649962679428
3662,1683.9920789959012,2158.609728886788
3663,2668.916663653703,3140.8896957261472
3664,1892.2544950542633,1874.4292862673005
3665,2309.0582425723646,2227.4164218754495
3666,2939.3642022562562,2846.9234281512886
3667,2663.3511143259393,2311.1281474634775
3668,2310.435946569621,2065.298368137846
3669,2433.1237343646612,1963.160061703132
3670,3993.908177177895,3554.9325374940863
3671,1774.2673029095454,2744.497779874276
3672,2982.4512533708044,2347.289162379469
3673,2410.4781353807775,2106.3678287627613
3674,1402.7731315431904,2081.6763913315376
3675,3860.8314995273895,2944.2692906665857
3676,3908.970665765597,2271.9481621415775
3677,1915.1525807334122,4661.06868511831
3678,3565.60769991435,4027.943132472073
3679,2213.0701028082344,2559.5343984959045
3680,1528.2931227100476,2625.633346770132
3681,3907.172615217133,3928.7092765747598
3682,2558.772908492022,2487.1263646294706
3683,2088.141160465943,2272.280991615072
3684,2173.260084482727,2898.3060481644206
3685,2367.770133139035,3329.891629173043
3686,1978.1012669788727,3106.5284665198838
3687,2182.62730468302,1935.51660582245
3688,1978.1012669788727,2291.3066341240446
3689,2310.3520478499563,2105.573646129544
3690,1747.1297781034507,2267.339154285107
3691,4254.18222722378,1994.6231822829243
3692,2673.8705054523293,3367.0410098188513
3693,1670.169204052088,3190.7814790444413
3694,2423.006228965062,2058.788004569592
3695,2382.802809025825,2034.6033048419552
3696,2572.8241322784697,1948.3078731706646
3697,1922.281707377776,2141.3121339203008
3698,3337.0111568705734,1365.4357921574149
3699,2752.6535029209654,2158.851637256645
3700,2568.0256042502747,2544.3272508363743
3701,3883.5985935804647,2901.2035910546047
3702,1840.7927398587294,3173.518785530511
3703,2210.493088417782,2196.702772093416
3704,1355.3404483572058,2242.678115963775
3705,2065.732879355697,2189.4742457182847
3706,1904.7199688280677,2649.5928545181096
3707,3079.9556341547946,3300.5242190186427
3708,1580.4054034503147,1995.5035242062677
3709,2536.3764648128563,3228.0450824623754
3710,2204.020125938401,3201.507582840654
3711,2276.5650701221657,2189.840500020129
3712,1540.4923331823516,1511.006373617637
3713,1205.1988343798064,4412.9609635928755
3714,1672.0025112888757,2111.088245256141
3715,4273.229213890161,2649.2977619026824
3716,2218.401435588319,2249.2192928020168
3717,2630.5769647424913,3725.494082420636
3718,2369.368278339377,2147.4983215403445
3719,3413.3960887669637,2679.046794720343
3720,1947.2443673402777,2162.582352500577
3721,1753.3653865526517,2384.1482863710407
3722,4143.381111672467,2322.5099466313904
3723,2130.7308367844958,2195.6999372991986
3724,4231.323464038864,1877.4441148193455
3725,1855.9019742088967,1666.1282514892337
3726,2445.6599913876908,2104.143629823636
3727,3009.240677387266,5018.873418430028
3728,1894.664469449676,2186.880581956555
3729,2808.547998753752,3417.1620300021996
3730,2199.6589131194546,2242.5171634861376
3731,1526.3096907334989,2425.6794455296877
3732,2890.7894508390614,2291.0500796186134
3733,2369.8989016278024,2384.4167347129724
3734,3491.9963459636306,2541.2222797947543
3735,2138.8311099304306,2503.1420060334212
3736,2523.0474492204066,2427.1873675300358
3737,2810.9169623667412,1617.2408444784662
3738,2507.69992742601,2952.1328679693406
3739,1892.3059675293734,2250.583866700971
3740,2034.4153718924472,1589.2936720614452
3741,2399.5650293454246,1744.2849494992447
3742,2513.3003944548896,2269.1695855316043
3743,3386.6672822483756,1017.2852721887888
3744,1816.8951043035158,2159.514137756807
3745,2406.7448561831707,2407.9874348748735
3746,2116.3130619271838,2441.078147330803
3747,3082.972353259491,2257.7644415529735
3748,1781.3991583159911,2908.0116836535462
3749,2669.9281588404,1985.6885707920233
3750,2722.7129266023953,5342.283597176282
3751,2517.602186740971,2159.200636160019
3752,2989.8605274807824,2116.9961489392977
3753,1866.4454327637131,4219.868987941137
3754,1388.699441415972,3697.8991418732016
3755,2378.2462669298366,1886.0998069576872
3756,2176.657478121178,2348.769133885408
3757,3161.526189605234,2318.5581672321605
3758,2736.7210566956664,2715.995155561726
3759,2378.7396958570534,2080.088868669445
3760,2940.1067222755314,1440.3163228638484
3761,1289.1009066596675,2241.9778980746464
3762,1499.9576081030873,2453.141768304001
3763,1735.244030014331,2731.354995414583
3764,2043.324417082767,1793.2933720111173
3765,1374.94505327865,2546.8329102438847
3766,2355.8122133066086,2333.5939712002046
3767,3482.9995197458547,1604.407084547922
3768,2154.3826288097653,1735.0045175400069
3769,2520.7639970269715,2434.4608938962856
3770,2608.732091151578,2820.388921149446
3771,2873.5608409948713,2782.1282808819337
3772,2645.184820052338,2289.085466668913
3773,2462.078362316437,2836.106218142629
3774,2078.632035078371,2367.6210794052145
3775,2692.300160111706,1935.922554756999
3776,5451.384080225732,2143.16362264502
3777,1703.8602103885778,6147.515046478345
3778,2946.221792705293,1621.635094121793
3779,2671.9599115223655,1872.0752507193229
3780,1717.303163555914,2071.71146417667
3781,1994.897489423902,2748.9165229942982
3782,1890.2091811086266,2266.377178153323
3783,2184.1762754005463,2904.374551490976
3784,2485.9912436310924,3672.296300525662
3785,4250.33777440308,2551.2347149116385
3786,2445.221367925436,2243.255161564245
3787,4137.911853323219,4088.691575994002
3788,1815.9314120842253,1627.845620959435
3789,3528.6681246639628,2360.445004821755
3790,2191.3773427857946,3377.8999367200586
3791,2651.119715444432,4729.472564819198
3792,2628.3684418030293,3530.55254920427
3793,3050.6104706656324,2126.867256835495
3794,2437.907164452681,4309.320130356662
3795,2768.383062187728,3930.2035026717763
3796,2332.3993199742035,2263.3124230148037
3797,3769.1632161674156,2736.4915775153313
3798,1608.654009805694,2115.201214929122
3799,4353.836370805006,2192.877247904283
3800,1798.625872841924,2679.834532131481
3801,2614.656121415165,2202.1459108486615
3802,2739.4653660040067,2309.230480405234
3803,2353.2398895766614,2065.6960503812375
3804,2091.8306288159233,2629.058766407362
3805,2263.323097809101,1953.7346878329215
3806,1619.9030689621125,2637.3334637152134
3807,3588.2445153012704,2415.346183354949
3808,1442.562795675739,2373.5229864441103
3809,2023.676952137872,2345.5194914020312
3810,2031.6720756909724,2562.4282220643854
3811,2395.1596309646056,2429.8094260710786
3812,2753.9563815971032,1865.910532280562
3813,2305.957292237307,2827.138972374319
3814,2072.5941115005667,1407.4994097949393
3815,3389.186509697382,2308.958661504927
3816,4611.250525199612,2392.537962958226
3817,3122.555023565097,2369.787833591372
3818,1554.4038130100553,2132.5443680902786
3819,3127.1738585784474,2438.2441772214625
3820,2360.4676304835366,2668.18067430903
3821,3244.618608041792,4472.30591278192
3822,2685.748314627551,2580.8879066466675
3823,1870.0132259742893,2936.934159591583
3824,2287.077417459049,2426.8097459886762
3825,2389.8606099776102,2139.9522817264055
3826,4379.920790889551,2673.016241768837
3827,2024.1465617711297,2220.1502129829432
3828,2078.4289590222024,2855.7981434260932
3829,2206.7875962496764,3046.720392089873
3830,2623.7184551742293,2557.4811782831007
3831,1957.1435340038151,3008.0045917262105
3832,2629.9328401173125,2928.5061593349833
3833,2267.4348708870825,2672.691664229958
3834,2592.7240474973714,5148.141097722003
3835,2466.1374145127957,3210.9602736747456
3836,2868.5601028338147,2572.2391072703354
3837,2381.7330497526013,1821.4782871143047
3838,2686.169289747314,1869.6674058076198
3839,3779.085811745943,2824.263373728775
3840,1979.6356663188487,1965.318501687904
3841,1923.8285845846904,2019.293945349697
3842,1271.7028445790418,2559.294782520215
3843,1542.0677099634318,1863.8489717198324
3844,3436.464169455203,4012.6531348312465
3845,3297.467556838506,3245.3677028205775
3846,3108.357490524459,2863.100998670595
3847,1478.2853839939526,2285.5608649031647
3848,1923.285886451372,2152.482703746361
3849,2403.982291511703,2400.0247729328426
3850,2991.0843779399174,1986.8849877612388
3851,2032.3162154096237,4089.0455878222274
3852,2487.6881316058766,2049.9120755459317
3853,1790.6121915323629,3256.7120192303005
3854,2147.770523868298,2488.532583507763
3855,1951.3243701110391,2449.7228649594003
3856,2304.2298290585113,1532.0711488218026
3857,1839.370466532413,2640.1268619396415
3858,2792.8860417313804,2840.5777507333305
3859,2388.4044713231633,2215.5147371953854
3860,2435.345116877415,3006.0650382936606
3861,1830.2728630136278,2582.632512788123
3862,2625.3779141298087,2016.103507315262
3863,2914.4418898208987,1911.156574375651
3864,2585.2779194166615,2610.656454200954
3865,1990.9069260777485,3466.12503921255
3866,3274.8106262732817,2744.3878911475094
3867,2376.670040403298,2080.789746916752
3868,3244.4162598511775,2949.374347983624
3869,2333.0867565669223,2210.0044770473883
3870,2009.3473562097927,2319.9533462211057
3871,1794.4468180732122,3122.325324316398
3872,4579.478783006665,3129.5215116852405
3873,2820.199412915926,2950.6880896175594
3874,2676.1864109978283,4519.589886619127
3875,2463.0292364404227,2219.772308757375
3876,2427.861201248708,2884.7645063073714
3877,2408.760471606329,2038.3151517765582
3878,2552.563208775852,2152.232256334908
3879,4480.738951188374,2836.891193226417
3880,1871.5283519325021,2420.69204900277
3881,1225.95505762131,1831.1808466875568
3882,2352.071886340493,2347.487001328273
3883,3625.7589978253127,2016.6334492484536
3884,2132.8486314239303,3085.2978190775552
3885,2477.5368385993033,3035.357705103029
3886,3123.947657423001,3628.865580444171
3887,2613.31645410944,2373.450296350409
3888,2173.417690246717,2191.5670475652355
3889,2952.3917966515055,4092.344991782782
3890,2381.967976061179,3152.359576192762
3891,2800.953781321427,3273.2499695063993
3892,1612.4163110885713,4653.242273315651
3893,3175.6446553266624,1542.8760074819947
3894,1952.6661754089141,1831.5574946668864
3895,3285.196775428924,1904.7772133484552
3896,1775.64780507318,2536.7223908187348
3897,2519.807964608313,3531.727400361238
3898,2412.2772806243775,2074.3723124186704
3899,2075.584659922918,3311.6350592591625
3900,2663.402688978894,2180.3398144574876
3901,1743.5901271942441,3491.3796814431253
3902,1806.1724133593495,2333.34115025868
3903,2527.202969030884,1935.292970431205
3904,2657.841473784543,2605.85789557726
3905,1966.2208721279912,2161.310828591641
3906,1994.182251316718,1867.5926839890212
3907,5356.1664749755155,3010.1375444319415
3908,2140.6941256080377,1906.9858843483803
3909,3044.2657554111247,3162.6942486000507
3910,4060.6412745352272,2546.0794438617545
3911,1314.3442323391,2296.924526939557
3912,2738.47936963142,2241.334443733612
3913,2221.701770426515,3217.1779947939235
3914,2006.3512677669019,2723.594745373909
3915,2656.309688551414,2865.6976733543606
3916,2517.164135832971,3399.6049280375337
3917,2395.1789693591577,2449.6720335745113
3918,3011.461695761078,2566.746615849127
3919,1946.4417308082307,2416.0907901583196
3920,1932.7843850818567,2552.035938667956
3921,5523.252195153021,2707.566589517594
3922,2279.133439487842,2193.5743764955746
3923,3083.5030115883706,2466.5714311639713
3924,2339.834888981335,2327.8951756909482
3925,1601.2065186512239,2632.3925636095814
3926,3630.0409040044915,2732.4507208477394
3927,3576.326006543254,2436.7410562882346
3928,2586.8273780411455,2216.76583115818
3929,3364.1838140099508,2118.468138219301
3930,4716.926863649437,2957.887863289805
3931,2485.203724729505,3139.584013196577
3932,2172.0300336801074,2042.34899866353
3933,2223.2512968488636,3185.8237843791876
3934,1532.5282059011145,3201.6845146470905
3935,4826.135165566668,2900.8342556428934
3936,2076.565583833533,1934.6246592238506
3937,1894.104324730783,2697.1980577489235
3938,2017.5572401334177,1584.9696847769367
3939,1530.577300639954,2643.92115543227
3940,2537.6169635109623,1741.0467618426687
3941,1553.573622261859,2612.1410863203128
3942,3731.849370346489,2107.7942290323517
3943,2929.4390816317773,2053.5950771993907
3944,2429.6687349166486,1732.749775786153
3945,3048.765262817224,2041.6165756738797
3946,2912.4476646004755,2573.867401473923
3947,2443.2587298588796,1888.1475214910265
