,modelA_train,modelA_test
2587,2179.255869553876,2300.443719277076
2588,2084.7156232361344,2435.5746146308184
2589,2417.734722309742,1672.6271028315132
2590,2038.4526704005139,2185.067866498074
2591,2165.706352972076,2283.2974570865126
2592,5574.782506324402,2346.318957255874
2593,2160.5682988453905,3744.253096937218
2594,4055.647326376506,2529.2102385202897
2595,2151.9594087845826,6702.451979655229
2596,2222.490380904408,2068.3115269295913
2597,2340.9709922533266,3873.205470225773
2598,3403.243580264236,2170.453952112782
2599,2227.814921258885,2510.1260296555347
2600,2609.4456237503937,2284.0451848857356
2601,1987.8853834484257,3258.767468171017
2602,2626.7472214662794,1847.0625303263303
2603,2758.4257797996083,1847.0625303263303
2604,1770.6704990110106,2206.707282402292
2605,2491.7981515411734,2325.6417135987767
2606,3621.3735630962965,1582.3560978856683
2607,1816.0695576633466,2706.5343292358075
2608,2000.2606648472993,1700.7885817848487
2609,2169.104456089499,2683.218311251427
2610,1464.3373126192364,3470.661934562117
2611,2055.6884508590038,2341.577137720172
2612,2116.740427335805,1562.4865187689181
2613,5650.082127090107,2233.360258141539
2614,2031.5247881637658,2108.331908831065
2615,2447.988103884398,1928.0630276238905
2616,3076.7579520775876,2425.3205625916407
2617,1541.9051354988424,2279.078884798901
2618,2425.5321967250534,2063.720196526921
2619,1982.1973050826987,2012.3386507926436
2620,1853.4130347241824,1931.1373244874426
2621,2226.63828531707,2887.2775022549113
2622,3338.270464268646,3341.4175423559086
2623,3628.3022842519367,1895.8777727603751
2624,2201.332719495513,2332.71033569486
2625,2769.751635172138,2065.87617929253
2626,2481.1320108301397,2329.8793720309063
2627,2769.4761695560746,2356.74020993335
2628,2265.32506188161,2459.5401591225186
2629,1612.9397412403534,1991.363717923617
2630,3162.959865528067,2357.270339314434
2631,2852.6753200983617,3244.513187571697
2632,3257.1589194756116,2385.971124064271
2633,1927.1450261132388,2994.372450913135
2634,2203.541063342863,2317.9433043645336
2635,2345.461724531727,1803.899752586241
2636,2255.016857019491,3024.201439482659
2637,2024.0749909601477,1745.557161391896
2638,2239.113119787541,1973.5316357385188
2639,2890.7356877728657,3123.4385597549212
2640,3542.5081665841294,2448.299106857126
2641,2174.510931722467,2190.089275637564
2642,2569.1843988734445,1986.7248531876216
2643,2537.1316251973876,2726.657373080846
2644,1900.5355856002395,2109.93393401325
2645,2514.7435623879896,2015.2442287668794
2646,3487.2971322940775,2006.9549973678106
2647,2119.671110010663,2133.2065380220406
2648,1987.2309165479924,2439.21636465199
2649,4090.803589354611,2577.886173543845
2650,2447.2285357594787,2239.3962094019034
2651,2144.098095025399,1735.4152065192466
2652,3460.8971205352086,2122.8432142909564
2653,4037.4926273862743,3145.998692173711
2654,2108.0548480601396,2602.353232279198
2655,2656.7498611811257,3306.9881557407207
2656,2330.666918639211,2182.4370241202537
2657,2069.678349492963,2601.7658643754753
2658,2103.3403163320254,2291.7365188441045
2659,1820.124410186388,1570.2484530037004
2660,2893.6461717687143,2523.1893478906572
2661,2755.2188139676214,2100.629777450483
2662,1785.52035606687,3875.964325896404
2663,2764.8724181505927,2137.5472370585194
2664,2407.9111134550344,2717.545206403892
2665,2011.7842340047882,2143.214450811115
2666,2834.0688557032977,2421.9302824280926
2667,2964.3944440894848,2018.6452046204824
2668,2113.773603028847,2697.14506074196
2669,2878.378361714529,2911.232634067814
2670,2730.7803632319697,2258.396691363784
2671,2107.2055923714224,1728.2268321176452
2672,2875.350077860033,3967.1604757341183
2673,1836.9643600781963,2537.8889841418254
2674,2290.5252640784156,2905.6692124901033
2675,3433.2325359831775,2889.892547037279
2676,1874.530480251126,2265.951606441523
2677,2307.756205442398,2858.742106910888
2678,2349.0487780796634,2318.8412689676543
2679,2902.793130644515,6585.352884097845
2680,3800.915966857284,2349.9365571552416
2681,2080.231258556624,2126.9628857147445
2682,1950.9264036168095,4313.52725942253
2683,2296.344167538192,2315.792956683301
2684,2734.4918409534603,1936.4304218366276
2685,2266.174030726921,3452.2385446790104
2686,6291.467260479539,2356.1813176327573
2687,2513.779833475605,2196.4393896409215
2688,2276.3308621294423,3172.7805147111767
2689,7193.199418030289,2740.311806092045
2690,1915.2566372994356,2070.6058980567927
2691,2487.190857691676,2137.9036348740765
2692,2039.6168147701574,2485.0958672735346
2693,2944.787063060661,1801.7758877071515
2694,3314.0833059911924,2576.594049977397
2695,2840.5291220490853,2751.5719020238075
2696,2411.929718444084,2034.6937458458044
2697,1906.3211395598876,1507.8437617605155
2698,6100.602801388802,1473.148247446582
2699,3902.234956422115,2710.889629343809
2700,3684.517980813669,1506.0167316268296
2701,2098.2284135050777,3972.451590358551
2702,1821.2233294617947,2403.00369958784
2703,2092.7790589412252,1672.3916157889712
2704,3564.6006851121756,2096.3675450789233
2705,3233.2560699223723,3133.1664220153416
2706,1879.3392715573864,1851.0473999628234
2707,1918.7079496656443,4043.6299337370765
2708,1543.697222589939,2489.371720199232
2709,3757.9039426255777,2705.246757878309
2710,2686.4300043257326,1934.0396756368878
2711,1939.667320920616,1973.0724688617768
2712,3388.821569853075,1495.6267202873964
2713,3461.5188139933653,1926.4383162500496
2714,1807.4868741501082,2860.329306204879
2715,3852.9076262778663,2275.481564702653
2716,1769.309466232266,3322.8984914464177
2717,2100.1913594561834,3517.805802920471
2718,1500.8665366733983,1735.2464144762175
2719,1990.1071197322283,2554.4694149768393
2720,1605.1845883114981,2610.538808462421
2721,2742.3905017261595,2610.538808462421
2722,1881.4050190169962,2252.3851009780974
2723,4049.30434980613,1808.7847804816702
2724,3687.5195409424273,3310.94384178994
2725,3337.238368282541,2136.180516077001
2726,2198.9184932495764,1566.1907409196972
2727,3171.103012338347,2614.652045060237
2728,2064.8534517965163,1875.018103773754
2729,4040.7135604408913,2596.166307353774
2730,1975.3746912351257,2229.6186756824277
2731,3309.4089804477803,2043.48258033085
2732,1638.6910074649134,3365.237563701294
2733,2204.6736602969045,2404.2479119326554
2734,2369.521498533827,2247.255044016097
2735,3106.673793175612,2435.4117019074774
2736,3002.2502610170995,2387.5784430387175
2737,3239.8562971048655,1977.316076235606
2738,3571.4025601278577,2161.986688830574
2739,2969.933210734279,2088.6116950194655
2740,2376.7221910869866,3411.4401063244018
2741,1731.1156205812897,1963.879220239247
2742,3441.9830186009185,1876.7084160560103
2743,2929.311189544752,1848.3479220762486
2744,2671.364290081088,2390.6493399026062
2745,2165.1005769906214,1945.4789770409557
2746,2790.946056911625,2696.1857034500945
2747,2172.578764531886,2103.5158150297743
2748,5068.9423816811595,2734.3674309740973
2749,2965.154473661804,2734.3674309740973
2750,2359.2424376483,1735.6734831350163
2751,1838.7976108147677,1885.3142230688798
2752,4390.643245439689,1898.3150237064067
2753,2645.157965202725,2041.1009564551816
2754,2200.721548898143,2641.565550062952
2755,1993.4382557032045,1395.7077005610001
2756,2177.5917583851215,2114.3916756371573
2757,2247.3261101819244,1681.6211867136008
2758,3455.00449342124,3562.5633120346974
2759,1872.1859194627777,2074.3415657010746
2760,2589.4292694394,2406.776725223047
2761,2180.217274073002,2176.489991968981
2762,2912.5452404668513,1662.3296640308777
2763,2658.1588930889393,2233.8960370688246
2764,2348.09399238322,2852.8038062417686
2765,1978.039107265853,1897.4153243565638
2766,1692.194982559399,1825.333322621842
2767,4276.642691566678,3773.5841270091564
2768,2588.0827095004443,1756.1820685850028
2769,2237.0361184599733,1699.9124489912242
2770,2198.4086551323007,2730.588159800831
2771,2115.146349152338,5994.971138476607
2772,1695.0826110572018,2489.2505032428185
2773,2236.458018533422,3599.8207812301325
2774,2257.868287985808,1664.7050459964498
2775,3661.747855523596,2267.7124359758445
2776,2266.925804605499,2175.092032019151
2777,3049.1390069362237,1582.768909768077
2778,2047.935891055042,2447.1107557621594
2779,2635.11987510998,2108.0135200875407
2780,5115.813201817644,2724.296225767951
2781,1991.2054582244311,2493.5370366294824
2782,2168.586748861314,3173.712968183553
2783,2175.256890061891,2798.036166631868
2784,2822.1116457852672,2295.44636582759
2785,3812.740217745618,2135.6184054930063
2786,3711.4737001864164,2397.1724841802666
2787,2122.023774448191,3055.952401356471
2788,2237.1568624963584,3205.7917965485844
2789,2081.731973231233,1876.1426366994551
2790,2156.9682241325563,3205.26488501714
2791,2392.4244257415794,2278.7893705432516
2792,4199.215163036656,1966.4058514362691
2793,2453.5163993225074,2390.4740474475025
2794,1817.9183217402183,2194.5359401951864
2795,2718.416345297119,2390.450007323624
2796,2966.504766607685,1450.2029956364902
2797,2572.4595327160423,2033.2071040477854
2798,2752.402967989432,2307.7393745147724
2799,3413.3780480996893,1546.307991443056
2800,3259.399484866884,2980.8237696015
2801,1806.5930531480735,1695.3033321249
2802,2338.855353861457,2217.4058667445192
2803,2250.216000861098,2234.560018370428
2804,2338.855353861457,1803.4594432511815
2805,2028.7174450587838,2677.931641803339
2806,2889.3183959918515,2514.2855303940755
2807,4359.783989668276,1486.6219552697053
2808,1683.9363259398242,2572.3908043534075
2809,2575.3368468322074,2674.148980262202
2810,2806.065076026778,2114.23273121651
2811,2566.1197092824623,2229.4697737172473
2812,1889.4592263198892,3811.1735751886504
2813,2921.112504275178,2652.629306369319
2814,3415.664980012745,2119.953083712195
2815,2971.157993663565,2650.888605023107
2816,2289.03717819428,2145.670977740133
2817,1891.6599438221367,1893.9861784869402
2818,4621.162008659214,2858.0366303167475
2819,3201.368477590425,2421.063287230024
2820,1763.032859585609,3167.9139361450366
2821,2911.9057576177393,2467.9500325529816
2822,1461.9632548740444,3641.60233489245
2823,1975.0435025444413,2325.000911174873
2824,2393.8882876562748,2322.484198446201
2825,2638.166915282886,2320.227514370677
2826,2404.887870433924,1999.24778001923
2827,2366.4888291753746,2580.281260105173
2828,2201.347759579287,1687.3992933023994
2829,1777.1999219588567,1388.9041033160509
2830,2532.294044760989,2293.327726994493
2831,2646.5691896778494,1853.8397657267433
2832,2189.1516416161608,3509.4560530535737
2833,2353.784268865963,3459.516426010124
2834,2226.7918285590267,2157.22154798802
2835,1955.6687656330705,1952.618083486243
2836,1763.1900555744953,1615.507653377918
2837,2187.695583033539,1835.1078930409997
2838,2732.9227351053164,1809.4807093717827
2839,2817.9141298273303,3292.062306690307
2840,3064.7556927218325,2152.040335116067
2841,2088.0632227417605,2509.9274728606533
2842,2123.7923086107994,4923.107451117909
2843,2376.5664652240594,2284.1927239828283
2844,1447.5133131465639,2194.4852740362426
2845,6340.073912024526,2360.7560405917784
2846,3674.4933309653097,1645.7829127450016
2847,2862.619925827457,2538.179243462
2848,1710.9817221203366,3067.015351363032
2849,2258.1308019840662,2851.506385081858
2850,2382.7976804065047,2515.7433091320045
2851,2673.577452766075,2218.4859559796023
2852,2665.4073556163357,2024.7459267318839
2853,2495.101143788801,2436.7538111934664
2854,2027.5427019633596,3703.870996151318
2855,3088.9925890197546,2380.851472050624
2856,1936.943716330853,2320.9690057222133
2857,2144.3593363406235,1773.0472940984662
2858,2659.4902677806226,2529.790782762663
2859,2699.3629705157923,1529.1755184757787
2860,1833.483136080517,3107.5110696209185
2861,1422.6883687461172,2437.0484990735304
2862,2767.1181124952964,1922.9554634315602
2863,2389.74981552441,2468.161504826277
2864,2519.579421462065,2787.6497030336122
2865,2427.630554649549,5370.239574285837
2866,3526.667892490531,3503.9016486392793
2867,1887.03284876126,2956.8377962357176
2868,2567.032618889619,3147.5509844333055
2869,2310.9833202272534,2461.7913342585152
2870,1953.6007812549474,2302.7925473239056
2871,2038.8256335555911,2077.7452958150798
2872,3370.2979766343797,2373.544469673282
2873,3945.7040878907947,2083.847905667663
2874,2180.3836790804216,2279.475764937193
2875,2254.947173021717,2023.5927329030187
2876,2042.5161021914728,2428.648235973105
2877,2135.5132093441816,2306.4967212014376
2878,2429.6077901366466,2080.057366646611
2879,2242.275453468931,4183.57646821064
2880,5162.893430186312,2219.0145668957384
2881,2893.155344567199,2061.996050534496
2882,2676.7060561187304,3081.3365665406723
2883,1626.1270873877259,2079.7864581095714
2884,2056.3465757739073,2001.5723365585454
2885,2400.243363828229,2815.245613290009
2886,1543.6861228558382,4151.586636393293
2887,1842.2369804820482,2847.588909342913
2888,3716.5337436511536,2164.8724188418573
2889,2618.46280896304,2072.694108998843
2890,2083.3036511974233,3048.0299607574602
2891,1639.3451101941139,1894.4352102113485
2892,1606.7816649085469,1905.0746323790493
2893,1940.3648817005796,2176.761690081325
2894,4088.791349928202,2297.7245289252232
2895,2432.101289083996,2124.1516448952743
2896,2457.5252651656483,4542.83495623794
2897,2145.56679849565,1856.3529972220672
2898,3103.039110526894,2277.232553875473
2899,4228.8645782078565,2888.6895128757606
2900,2266.097945260909,2050.244392777115
2901,2632.790098565962,2290.974792142356
2902,2551.798155791301,1849.4194769279245
2903,2609.0778269613115,4832.872771158385
2904,2113.090285007674,2818.1525919557216
2905,2419.3082202592636,1958.199220913418
2906,2228.281216286541,1965.8470234902827
2907,2068.407289358908,2528.4795449276708
2908,2170.994797917146,2603.073865704796
2909,2094.417210418327,2603.073865704796
2910,3179.840096315175,1938.7483561431022
2911,2652.195916235274,2426.5991936365976
2912,2888.655230406669,2551.8779564512747
2913,3655.441991294997,2822.596916874169
2914,2173.943450667326,2696.19445620312
2915,1857.6223798258488,2298.4083860574856
2916,2212.201692673602,3784.2170405262686
2917,2797.737176614192,2527.1191442239483
2918,1929.1841436988425,2262.1983728911664
2919,1991.45502364487,3100.842091276278
2920,3809.902177557154,2443.5464201180134
2921,2938.133099069443,2253.40774346485
2922,1817.2790605223292,3183.7518962707613
2923,2307.9213620414253,1902.3175431471464
2924,2270.3853351015237,2042.1628875672195
2925,3871.8062330332464,2509.235463327929
2926,2241.209244470931,2695.9776863162456
2927,1848.194140398003,2205.3614187465655
2928,1400.2411031621064,1824.685543881425
2929,2375.469038357446,3233.443754301944
2930,3595.963810815928,2431.7780798952567
2931,2790.464821227236,2596.0701979199775
2932,2034.2302695124042,2207.9186903827313
2933,2142.804460509551,2093.9971393667493
2934,2182.9666027431326,2648.5587156587744
2935,2354.746559009199,2029.2566942040867
2936,2777.5394477916616,2267.045378936331
2937,2370.3120120327358,2032.1775906642047
2938,3596.1533460907226,2772.8167381846606
2939,3515.1471112167956,1750.8989534380366
2940,3281.1620850885297,2229.5504887514767
2941,2364.4020249324903,1953.8919219678835
2942,2335.774374613548,2510.3809331399593
2943,3795.7935929324285,2521.4410330321234
2944,1604.2294441877013,2508.958278051691
2945,3505.5390929166797,2235.1509076402062
2946,2469.252900281494,2221.670637703619
2947,2563.6398346516917,3329.395499177384
2948,5025.073068124891,3523.995886849755
2949,3415.9360309587264,2165.8292644945454
2950,2362.1405649638837,1896.4522116988269
2951,1881.6967407931002,3043.272331161698
2952,1176.0154476925209,2662.694030907556
2953,3157.096106977956,2527.2185935928437
2954,2287.2901454099947,3897.288090623201
2955,2264.377170525399,2327.689908880676
2956,2219.4495720045697,2714.363621067265
2957,2007.0328206264307,2735.7263833285374
2958,2091.185793094813,4108.759461884345
2959,2977.495709764236,1850.7566602675506
2960,2266.6451988741655,3095.5526703168593
2961,2721.824633404357,3881.3328232690683
2962,2618.3148659564768,1584.9267403735419
2963,1456.7550324115605,2998.6860015322372
2964,2675.9403344858993,2647.3005275167716
2965,2151.208889462223,2573.296694338648
2966,1935.0930558491273,2319.7345344696905
2967,1996.249395910475,2837.3731570622576
2968,2881.3036509939775,2175.3362098698085
2969,1989.7075388824053,1956.6405363522076
2970,2847.2761924117017,2885.4801294320564
2971,2195.089822931141,2404.963060226875
2972,1890.0931889902947,2856.109816964392
2973,1965.5234645616026,2035.2160882394885
2974,2535.7789299330593,2050.6323916660504
2975,2318.397458829914,4842.1683478180275
2976,2559.540040807227,2002.128071219994
2977,1832.0558778933662,1447.2767284706447
2978,2013.6016605517862,4255.758622210659
2979,2274.451074951071,2448.2687336742833
2980,2482.5917844978376,2056.920805009909
2981,1912.3227138350933,1455.2494510091472
2982,2146.6454056840225,1922.6206022286365
2983,2008.1734125039588,2309.8129780861195
2984,2193.8840240315385,3307.3560422099386
2985,2504.3124398209693,2425.007070869962
2986,3396.2339582640957,2564.6798584436874
2987,2504.3124398209693,2733.2896452410796
2988,2988.9363037502203,1839.1190793269311
2989,1907.3753610882627,1782.5808396562309
2990,2393.517520583888,1786.9485902661386
2991,3548.908467602476,2539.9073549857508
2992,2403.3836710540445,1709.1664784804802
2993,2517.658425793841,3394.4492139185213
2994,2355.4957715041796,1830.809043038063
2995,2092.688219115702,2421.3030313802446
2996,2607.1549030230267,2315.302657260242
2997,2103.163301779312,2635.4356999642214
2998,2379.2235639858263,2585.8721583597176
2999,2419.6538552598677,3234.491144655656
3000,2278.0012915833718,2337.347674689879
3001,1747.24073260045,1919.0624744685133
3002,4651.721398797926,3635.7571396448343
3003,2517.528392453193,1670.9355584516102
3004,2558.1746970133654,2743.972647330269
3005,2421.7996647712926,1902.6556458007042
3006,1860.6703423716158,2485.395019215687
3007,1900.9655569522606,2357.612883690472
3008,1805.4181387325984,2725.5069743007457
3009,1924.4541241230631,2020.4715207711663
3010,3289.431601813504,2484.2371912934277
3011,2882.951237613381,2613.063330101026
3012,2610.7570014223643,2606.9030426117583
3013,3176.597734208792,2126.1703382660075
3014,2466.2346701444467,2833.7162365192316
3015,1508.1145012331538,4112.821940985191
3016,2206.07682095825,2618.809198757906
3017,4578.996270751836,2695.7171122459977
3018,1700.4443571446338,2023.7360601134624
3019,3568.7045926412784,2271.7330089344146
3020,2475.2496596166093,2031.7130459136454
3021,3676.3777355737534,1895.9293870766865
3022,2206.114386375263,3805.441545030232
3023,2650.7351054506207,2573.1360672306137
3024,2215.2088996306843,1898.926266822686
3025,3774.942549386527,2347.591641085493
3026,3695.5392630579613,2164.4021124935143
3027,2652.5691369687834,2878.5099803183807
3028,2380.76176494958,2403.119035932325
3029,2562.857871306058,2687.4960895550876
3030,1946.293273921115,1877.903362434372
3031,2163.4213818713197,2563.8959256810845
3032,2586.8844124845514,2442.0833371269
3033,2558.414179198647,3589.1858869360744
3034,1796.864833300243,2285.392106919262
3035,1964.0947800993972,2574.173866583944
3036,5503.536295027696,2013.7289087204576
3037,2820.322598890431,5065.693616590127
3038,2185.3988228636154,2896.4424212794097
3039,2733.8517665133913,2214.431315375252
3040,3283.0543946599096,2653.852862325847
3041,1701.2317028542059,3618.756001926004
3042,1842.5397262144802,2066.761688599587
3043,2756.2576159406276,2454.5393823647873
3044,3278.1670469169117,1619.0384820162403
3045,2156.060308053465,2063.2898313838314
3046,2400.6036149989086,2163.9778182401633
3047,3455.5298127368205,1769.6013927409745
3048,4411.077084723862,2348.454154146254
3049,2702.6201068979813,1994.960912524422
3050,2398.1786938103824,3455.7296782889252
3051,2662.7872762506217,2121.471516129972
3052,3272.766092787516,2608.935288691685
3053,2334.0938986104807,2011.4020026879189
3054,2702.0874611956187,2562.1888830471194
3055,2261.193855088955,3723.185883315069
3056,3444.554488654331,2475.395906126426
3057,2620.0999440354876,2376.6386200646075
3058,2226.9343413639804,2049.708020318973
3059,2168.132518174225,5126.0267230183035
3060,2669.400467003227,3495.7070802642447
3061,4536.189816464359,3452.79140570601
3062,3640.618041469821,2652.495103952816
3063,2379.3539139689583,1997.0036028246057
3064,1832.753341518238,2192.590134084124
3065,4120.96838716622,4534.437325840964
3066,2587.4666826697116,3707.3946903122314
3067,3033.163683570963,2718.1219668041517
3068,4065.001001470094,2951.9390805022226
3069,2451.788090895312,1916.2332607192172
3070,1892.2568215959482,2979.474498954016
3071,1905.3692085966286,2349.5327120040674
3072,2269.719620214246,2485.9922596468814
3073,3267.9398146510725,3153.272043048138
3074,3821.8472163529627,2080.5086968850637
3075,2344.6733802342465,6057.946512139238
3076,3487.324193718742,2307.2995391028476
3077,4482.526918561204,1814.1408622772797
3078,2427.763972001523,2759.0845104707196
3079,2189.854766137896,2245.089187708619
3080,1837.8874248287289,2320.664171958536
3081,1604.2694215120275,2338.0100332547
3082,1503.6718842803073,3828.4789626560764
3083,2533.1027385552893,2057.225505114947
3084,2011.2382114079255,2463.349010549466
3085,2666.111125129152,2616.2307505714125
3086,2606.7947161176594,3109.3673268546163
3087,3677.2327755711904,2630.4177763336484
3088,2334.4543108036783,2884.5695116713077
3089,5760.088585025871,2684.499508409668
3090,2977.668971278441,2086.1085263909613
3091,2163.094177436032,2054.440032184343
3092,3454.7653096390086,3292.204253044512
3093,4722.85012758604,2052.6992912152964
3094,2953.656099143828,2425.9949432662934
3095,4499.234472034442,2286.67762162675
3096,1970.637427023475,2611.3970945692117
3097,1777.5856766972613,2906.9991172891982
3098,3012.9381991453292,2635.5251918080303
3099,1933.4025263651185,2443.745299569953
3100,2065.8697287138384,1875.188712291235
3101,2737.7210664750064,2077.027923257461
3102,2251.0733378718064,2333.4057350459516
3103,2162.110388125766,1938.7385668719191
3104,2358.5039319333273,2975.358690177185
3105,1943.6779391679202,2102.6387260460983
3106,2818.375996120022,2099.962510068459
3107,2116.3417894986464,1927.8646474544257
3108,2862.9792844641133,2829.069509625679
3109,2664.135983450966,2437.495221163846
3110,2480.649616967108,2399.643875669122
3111,2254.662185528916,2209.0583114613673
3112,1660.6709359747156,2496.4737214214156
3113,1863.2998839507086,2753.4154890339823
3114,3142.8238905702556,2943.0815653369987
3115,2384.4185742659747,2754.8381614038867
3116,2665.16247079436,2821.173260564622
3117,2684.3131074900275,2334.6745329360506
3118,2443.6986947957953,1563.098693551776
3119,2415.7200147586204,2296.4006283443014
3120,1925.7927631307145,4311.524300698649
3121,1675.5904775996655,2155.900965557691
3122,2256.9058664550407,2877.1673767145176
3123,3512.875514072032,2402.3129268695607
3124,3564.1061274042404,2518.2616671843125
3125,3398.7916159778483,2092.3861545470772
3126,2136.851860602587,2325.9525207846136
3127,3227.461677174744,3478.0892608939985
3128,2090.9158219836077,1760.0220411900737
3129,2185.2687073314337,2317.991930889143
3130,2497.082594256926,2361.16494297382
3131,1820.567452714534,1924.64367875368
3132,4159.000370468397,3083.4141818855583
3133,2061.067348265032,2501.4831425964476
3134,2322.0111303677154,1954.2924064255585
3135,2114.293487814488,2775.289207328869
3136,1977.1266862584716,2574.1372988817143
3137,2254.702124566027,3132.9336939953096
3138,5809.934651168223,2344.971697855391
3139,2926.169701120871,2333.0848748887292
3140,5153.730363383385,2433.0940797772832
3141,3053.5947805507617,2338.6140229232615
3142,2044.8333247490425,2693.0759919137286
3143,1940.103549845362,3382.7802947922164
3144,2486.5998211156702,2176.544986129999
3145,2087.814993574171,2410.451965472875
3146,2399.212444508557,2531.737302761817
3147,2375.40537903792,2338.8348343632797
3148,2870.6293093857194,1979.5369621874147
3149,1836.3816719924603,2355.289430197611
3150,2356.689890907816,2558.3509111466465
3151,2573.7550516554325,3032.882287359999
3152,2600.623476643517,2426.312674352885
3153,1914.970169195246,2251.193806172164
3154,3886.818173092088,2113.944326449398
3155,1882.4217050331574,2437.9414229940353
3156,2704.7087578653827,3247.570502624437
3157,1853.5786174313253,2831.4117951514263
3158,1820.1130126542316,2926.6137058061663
3159,2714.3966684949864,2256.15536165616
3160,2051.040277004954,2486.39987545601
3161,2410.6478942850895,4455.543386593233
3162,2682.00035427727,2132.2682834385037
3163,2607.293264343038,2604.1307473751463
3164,2133.7025074673256,1765.5319417294909
3165,1997.5635499770935,2416.2967096854127
3166,2181.986843623039,3264.832378377735
3167,2316.478216932689,3159.076316042004
3168,2614.6832771632376,2781.646979263746
3169,3001.063412557327,2081.5239785287586
3170,2392.6999353043902,4672.0710708085035
3171,2065.9945081908827,1617.3604408254923
3172,2072.6437325005118,3071.580026141687
3173,2042.5676831625499,1757.6992504268958
3174,1888.9472599087612,3028.8994230788812
3175,2589.0913622507132,2715.734320213493
3176,2104.4603643035916,2424.049657816812
3177,3411.6231073400036,2353.8286313458257
3178,3616.0590440635924,1871.9903131415163
3179,2907.212307985725,2462.8286848669927
3180,2167.429487637386,1949.892694519252
3181,1874.3809830444761,3231.829650456753
3182,2315.6514964135426,3372.240431676591
3183,1715.1949278784589,2554.465041300219
3184,2235.2695878309155,1831.3422885003256
3185,2318.3733052506764,1992.1396109778168
3186,2032.836062794801,2587.2615817704923
3187,1878.0174540471135,1773.6585827823578
3188,2237.2978038176075,2195.5731530058815
3189,3087.013965014822,2961.2007426472787
3190,2460.0919704280564,2593.805477358577
3191,3726.7869299627387,3078.268975199949
3192,3658.342570038571,3799.07841260698
3193,2020.467958187801,2264.5492673864783
3194,2412.75116579006,3885.694935160375
3195,1878.2381908572295,2208.1714861680766
3196,2112.8385297839754,3315.409748151822
3197,2948.6496405995226,2294.1101036554646
3198,1847.1438412056805,2716.5749037270807
3199,3012.637898459332,2210.4641292598076
3200,2153.234833271713,2890.4261697725938
3201,1771.4157402031026,2981.048569009614
3202,1704.9858772713392,2678.4294367520333
3203,2374.9135761235975,2251.6588804624707
3204,1641.8622091703805,4086.911549119542
3205,3685.5410553368347,3038.300617067985
3206,1781.3371055274051,2639.3756351691372
3207,3556.339445468694,2687.5819689486466
3208,2541.357353053105,1778.1152477705868
3209,2332.504215598628,2538.9682145960624
3210,1626.7905796943905,4347.69895281699
3211,2807.0499890165856,2198.888525353631
3212,1916.0181631946552,2853.3076711110652
3213,2846.9304961327407,1591.240297966798
3214,2787.59823969167,2460.730601149987
3215,3180.998685321599,2100.2769323551097
3216,3506.7005644326287,2185.0351003867463
3217,3036.2441209783783,1955.7458676708425
3218,4017.340942521057,1897.9666517447317
3219,3125.5900341874153,3459.659784242408
3220,3843.3709149915867,3624.3521873271065
3221,2579.5502334541657,2302.4894707434646
3222,2267.343635697027,1852.2613366816906
3223,3360.37941066861,2729.1480102342002
3224,2419.791025623414,2474.6936344699284
3225,2157.406728133929,2938.557005525968
3226,2205.49852950128,2245.8023175880335
3227,2536.092085804052,2078.5720221479123
3228,2214.0402457711584,1880.8537227654917
3229,2111.9115319765287,2506.445009581845
3230,2061.336048117787,2179.6561540347884
3231,2097.590387279581,2214.28713182417
3232,2097.590387279581,2611.5050174778744
3233,2382.7286922950084,1579.9450640656416
3234,1807.3779410861584,2012.00054252724
3235,1661.4184974159032,2111.795301648147
3236,2422.4333438513095,2442.1451609443584
3237,2367.492066203008,3206.284791705681
3238,2483.3284243613525,2129.4739456083585
3239,2456.8579328932988,1655.179285331659
3240,2637.1008843065365,1709.7023020163397
3241,3835.7647652088463,1671.0764723762138
3242,1716.770125833094,3198.1136897072056
3243,2068.646904053528,2077.603542485266
3244,2476.7163612939908,2841.1649855086607
3245,2333.0477441805797,2420.4622298433183
3246,3114.7564108197835,2033.8327191339754
3247,3378.2029086156504,2318.589585564764
3248,3124.975402413984,3610.937329722791
3249,2203.3903311329477,3331.8970519199115
3250,2550.2036898175247,2175.027421367484
3251,2138.6724065750154,1488.4922544873357
3252,2268.834636498079,2245.5463276035052
3253,2683.939964217312,2570.091564206443
3254,2159.251582702039,1819.9702455810352
3255,2620.978106796212,2009.2446630337745
3256,4945.123368058436,2181.5914730502145
3257,2499.488485124205,2793.4774784803553
3258,2925.842708567232,3319.270616533506
3259,2526.7965305492653,2130.5833497282047
3260,3768.710159389207,2224.168620115309
3261,2242.939838987987,1820.9571689057643
3262,3103.975367721,2230.5968685128473
3263,4743.547880770367,3533.390266221434
3264,2184.610333482233,2406.563565170678
3265,2960.451765839057,2034.5243339633023
3266,2508.8039377291575,3119.8997360778494
3267,1945.946543913593,2460.827402675099
3268,2671.1598161033203,2716.211630374084
3269,6002.308504943996,3602.875547224384
3270,2916.209575150863,1949.075529462907
3271,3630.271846560491,3022.4392235284367
3272,3363.345501725469,2886.674573419873
3273,2311.653153425498,2254.1224746001562
3274,2379.487292707517,2632.47622591423
3275,1617.831158294012,1910.9497977328415
3276,2899.060043874439,1901.5898368640046
3277,2408.942595230975,2493.5622166936637
3278,3143.3431615004024,2443.2572199137953
3279,2284.321984764614,2377.024339352198
3280,3450.857584447872,1935.143334404854
