,modelE_lgbm_train,modelE_lgbm_test
2167,1764.6978095538268,3280.240968669511
2168,2781.338608059063,2429.5181883710616
2169,2419.9123167541547,3348.5742456662897
2170,3076.6678649606447,2160.652940598605
2171,2145.654200764018,2502.1442743242383
2172,3400.814184543929,1901.6778761181588
2173,1766.744472917039,2322.5943065555043
2174,2240.577057409598,2295.208985615064
2175,2694.962771517948,2312.901964499362
2176,3298.7213332450956,1871.2325417308286
2177,2216.4069720264074,2152.1195861980405
2178,2870.994004758496,2909.7352554392246
2179,1990.7702985913718,2988.5694542418946
2180,2587.5132580520176,2345.6811126453185
2181,1946.6500833060452,2692.2675432274204
2182,1737.3952572152173,1805.6058107876663
2183,2220.3353793063534,1878.042248137339
2184,2175.3212111585913,3580.4364559337023
2185,2810.063386817619,3538.6093929742287
2186,2022.6899023548563,2525.1789893848313
2187,2517.2550897529322,2707.623233031944
2188,2306.308782719582,2589.4346236462065
2189,2406.2722422276456,3008.3141467920555
2190,2783.7256956614865,2327.8737894348783
2191,2206.379637733947,3140.803926536407
2192,1800.880019003477,2677.7124747551347
2193,2200.7510344683824,2732.289267235815
2194,1990.2566764649807,2012.9187952863308
2195,2836.077415294508,3563.989859072998
2196,2737.240453308666,1813.753147149935
2197,2144.607156004499,2323.1332580778558
2198,2090.867859497833,2192.7721860753436
2199,2498.3680314332114,4734.680902552729
2200,2339.065900721632,2324.0504770200932
2201,3268.8174681211794,5252.0967634198005
2202,2807.0455813651574,2402.982309388157
2203,2497.8506723843193,1609.6355855317274
2204,2550.4244690971736,1817.3572486266635
2205,3162.9275396733574,1988.3405985262732
2206,2133.495809728205,1799.620930694327
2207,2280.788110054026,2449.2935019391653
2208,2370.010848519775,1817.7111991475517
2209,1862.6638939626284,2333.789348338834
2210,2709.3742308800174,2249.3135430602847
2211,2203.9161795979735,2655.413617680043
2212,2660.712077300901,2485.075275352288
2213,2751.7856602307816,2592.7344699289097
2214,2600.2321288045864,2770.149768894763
2215,1829.073502084672,2456.838191098407
2216,2696.148736278426,2043.6281548320062
2217,2479.6560745563443,2212.904279480489
2218,2386.333782705355,2064.156050989622
2219,2170.2829633782953,1764.8723699586276
2220,2806.297718611665,1650.4537713533941
2221,3816.0947766169156,2320.1535431515363
2222,2700.706665038987,2498.48705650263
2223,2731.1699249663175,2285.5533812598433
2224,1939.484733097941,1730.8005710656769
2225,1762.292652253374,2405.9420897347245
2226,2103.413601744226,2509.7945568816467
2227,2456.3572503389105,1978.8690170230093
2228,3622.850135783857,2154.080067869211
2229,1954.4041306491902,2479.378009864953
2230,3561.64221849843,2072.5715608232813
2231,1534.8535409642489,1851.680889502848
2232,2319.4725972773053,2595.2163112932058
2233,2050.6953749669724,2481.9242529401877
2234,2136.2382127943833,1977.3046733034384
2235,2158.727336806626,1972.9789406514524
2236,4177.019180764219,2016.784487622766
2237,1590.3413651628164,2017.143496029059
2238,2275.9725189802257,2753.067288895582
2239,1975.2018449143734,2614.2448475318547
2240,1855.72557745821,2044.6472573751191
2241,3839.7520544543413,2934.918894566593
2242,5027.68671950392,2871.816674602184
2243,4118.19275372583,2386.186014066859
2244,1705.8017762760533,1955.7475968818667
2245,2737.884372901347,2172.5768735795045
2246,1818.4484894077484,2069.63693423736
2247,2096.710155009977,2355.3150794497997
2248,2361.552007850593,2337.766283700478
2249,1900.379994313209,2403.993829648497
2250,2450.0578425065946,2647.124370750224
2251,1923.8425945807771,2732.4306456123472
2252,2516.851588615964,3616.3418961800335
2253,2081.1880738693067,2133.3340192474643
2254,2020.6033113815292,3865.975052028908
2255,2425.4298341791746,2518.0303362722466
2256,2318.7570052606184,2998.9898901146053
2257,2410.535558886561,2438.1880509535786
2258,2206.8106836540755,2469.1123425480073
2259,2328.50860823256,2072.1620011209516
2260,4809.276935923275,2200.7530409334126
2261,2141.3305222689137,3116.8006818356894
2262,2669.0220037859476,2562.9008012352438
2263,2217.44046013403,3996.9799967985805
2264,2109.675716953103,1624.172893476786
2265,2372.753665398683,2609.8390625997235
2266,2079.23348981872,2826.8769462704595
2267,2676.652192391904,2067.4140943475313
2268,2315.4790671826836,2725.021969224398
2269,2194.0580436592095,2113.782104084491
2270,2466.7737215254583,2482.605328284145
2271,2381.4160922431147,2862.7857563319853
2272,3928.7796948477435,2022.0373331262417
2273,2126.8957281396783,4782.239194323163
2274,4604.3288198287455,2213.558973275909
2275,3737.210637913927,2301.657175918389
2276,2063.521736950947,2446.40684477291
2277,2283.5998969438974,2309.511272431133
2278,5069.624077247122,2859.8047695257515
2279,2726.3029454622033,2867.454002351963
2280,3444.178335306408,2666.6920032326752
2281,2243.2820067036123,2390.0761723651153
2282,2479.9194397137167,2331.107314385208
2283,2479.9194397137167,3142.5812396220845
2284,2453.733246317991,2768.9435662341057
2285,2065.5559141737244,3780.025098723427
2286,2419.486771087348,2299.7596121372094
2287,2440.659405917878,2571.2210412022555
2288,2743.302154476464,4326.040649592718
2289,4426.2881243314205,2019.9926837151168
2290,2219.5992189496715,2828.5140235824856
2291,1899.1554513772671,2679.3152937494874
2292,2169.448014736274,2341.0234763654394
2293,3022.8740004149618,5211.517286014243
2294,2373.6555317858006,2455.6798650387627
2295,2037.4191614730353,2294.3674794730787
2296,1652.2944901464243,2160.117261696198
2297,2046.1684922270908,1832.0373772975138
2298,3515.540659966455,3143.9971755007077
2299,3193.1700341159353,2526.9168337195483
2300,2506.0636526587846,2819.390287842437
2301,2519.3696900086734,2350.470838547558
2302,2903.1440015011212,2433.602812642109
2303,3683.1462651791417,2022.0295923066055
2304,1938.7116092614956,4615.446307483723
2305,2868.4025276091747,2027.9041939554456
2306,2173.616008492182,3483.1564872198906
2307,5049.725283368199,1649.9934442127094
2308,2973.663390526895,2108.1286782053326
2309,3754.2563329823643,4530.432931111677
2310,2341.8597879233594,2041.5440656327926
2311,2613.545495890691,2807.5265554538337
2312,4227.058294476755,3277.0946627854564
2313,2184.8197539283033,2043.5854908545396
2314,3026.553342643725,2025.909946732648
2315,2753.103077041995,2299.7371459624987
2316,2526.4754024638046,4147.535680023719
2317,2014.394822506767,3306.445042416525
2318,1944.6798882948715,2650.1991828760165
2319,1579.4482186046403,5771.011323981105
2320,1948.8220170888962,2221.224514571212
2321,3064.6675315599596,2340.416153248726
2322,2390.588044694122,2696.041729156697
2323,3073.461547447752,3895.057557179506
2324,2637.4331448507955,2607.1072718748615
2325,3054.815553400758,2576.8409105044957
2326,3656.249649072514,3524.170086600716
2327,2532.066992343173,4422.130587469523
2328,1942.4349938214734,2090.3479099427045
2329,2656.620832627566,1544.7350560274208
2330,2435.120903765132,2764.086307749886
2331,1991.9783103536306,2842.6261663623886
2332,3167.603767494372,2038.7244497698412
2333,2324.2258587401225,3570.686249884563
2334,1940.0733516802752,2944.403652136488
2335,2352.7703006421075,2161.822389658835
2336,1657.9458146410007,2181.4128726426475
2337,2071.9606999851108,2224.578086148029
2338,3263.8519459972017,2571.3228705397714
2339,2527.4427531058464,2094.189002967528
2340,2311.7863764182966,3813.14516156952
2341,2061.032880275543,4283.624045389961
2342,2132.0719658680036,1907.522814284814
2343,2102.1894308847136,2119.6069062713896
2344,2120.4210039186582,2142.007223280989
2345,2359.2836754702575,1721.1544568843954
2346,3371.776707173531,3358.9510763266835
2347,2883.7687276840156,2368.842001102563
2348,2618.304614645566,2381.5143811243224
2349,3254.3986300783613,1650.656149068575
2350,4081.3301925764363,2523.0962391829416
2351,1850.6187493752977,3742.9553693674497
2352,3192.1341359804433,2662.3074209408887
2353,2915.0062123250113,2293.8116942288457
2354,4215.2740986076205,2780.334469959447
2355,2517.7993525061675,1810.4242261439526
2356,2235.9929060606687,2539.2672867155247
2357,3018.102014671017,2333.573181120809
2358,2122.7342988345463,2451.7144046118647
2359,2866.9565805581888,2520.663170219926
2360,2461.9816229088656,3076.201282689912
2361,2538.6093579181565,2234.886599904232
2362,1959.1629275305831,3429.189311343268
2363,4472.285516694656,2026.7452662166136
2364,2246.821516980272,2429.38145518159
2365,2550.66123886236,2557.4221652541933
2366,2968.623852884598,2085.9451997033684
2367,2379.0744550771356,5586.712300021516
2368,2285.7241389420883,2482.631552533213
2369,2375.307365243516,1910.2557887850526
2370,5200.6788099011155,3675.242252381619
2371,3534.522814314422,2228.548973850371
2372,2998.280075378867,1905.5711098938032
2373,1827.2125742322846,1719.5383915644816
2374,2073.8707792122004,1996.216529355483
2375,2609.8046110635646,1994.3351640216533
2376,2389.225055452587,1912.2952221486808
2377,2579.809088238477,3048.844139505215
2378,1536.3722558885613,2270.2395058158945
2379,3245.1151438431943,1672.929947084392
2380,2142.1567930066385,2877.179343798306
2381,2872.966252751953,2272.890947160092
2382,2309.473711164823,2009.4836326485063
2383,2541.4441805245688,1845.026746541839
2384,3504.9005159872163,2410.9951628888093
2385,2428.8628730306905,3529.7133576374954
2386,2266.0798271605267,1955.4472229183054
2387,1631.2512065676406,2173.846403639758
2388,1920.6997844527125,2147.1601340202137
2389,2084.026086976822,2796.55498975001
2390,2814.1152809223267,2852.4614971043065
2391,1908.559711802499,2817.4669423197947
2392,2221.5411444735837,3397.9018131466246
2393,1768.7002490556122,4888.256663021823
2394,2268.2720176968774,1724.352320026354
2395,4740.405586344427,2417.0980848474464
2396,2012.8504570707612,2439.8435927956702
2397,2032.1656743556377,1813.0294870109897
2398,4083.0743411126655,2037.476449023706
2399,3428.380281504039,2392.557924783468
2400,3310.980875677606,1990.6033284958328
2401,2093.4841339276936,1639.9883109545858
2402,2030.6485919280692,2581.0419868796466
2403,2825.9760400834734,3080.342478647147
2404,2479.37003915019,2499.9442142118014
2405,2257.3334883640323,2239.588711089381
2406,3252.1001215548786,3335.779954542845
2407,3387.4463449308714,3001.8294593045584
2408,3029.7377173882164,2466.181928372468
2409,5538.763008336502,4296.6882343805455
2410,2387.8431277738246,4828.403954612549
2411,1860.323663180844,3484.631337159225
2412,5326.253827871466,2087.950068046911
2413,1993.8356969919555,3091.090683471542
2414,2854.719969774503,1800.4943817093015
2415,1807.987614720013,3641.606263261025
2416,2334.105037476684,2031.19982687681
2417,1929.27355894837,3446.984736660618
2418,2625.6125001137866,2067.653986487934
2419,2271.7567977110743,2570.717510346537
2420,2257.2928761715475,2519.657794377049
2421,1987.9221495437655,2899.085677671763
2422,2012.9738612605254,3024.5238946666213
2423,3482.0109727747667,1833.8468129844564
2424,2398.5424751898604,4474.813898667018
2425,2175.388097833793,2461.6062447308695
2426,2792.73699873926,2478.4069075269917
2427,1891.390755050185,1868.4913787524715
2428,3024.7677707711273,4816.464370624659
2429,2555.7811728700517,2158.11404522345
2430,3494.51548464468,2127.086549163936
2431,2319.8842130481366,3726.57941521232
2432,3168.254941228135,2221.858988640985
2433,1972.9840536790907,2086.822890698656
2434,2244.282641026837,2169.0399647253653
2435,2807.0926735039106,2261.7029713314087
2436,2833.0881976098763,2025.6612464497418
2437,2385.096972139315,1664.5958223260416
2438,2383.302962977257,2123.4681937123523
2439,2296.7569957524697,2309.9074507198616
2440,1872.8056951144956,2307.4424206349922
2441,2004.7182433051596,3089.4015955946634
2442,2416.795774982655,2842.159975118884
2443,2953.1835369277023,2773.2299388408956
2444,1961.2097972080128,1954.3139072376966
2445,2815.8988467492677,2784.7917944240817
2446,2577.3153420079802,3153.8846780212257
2447,2874.4751709344964,1784.5020509357078
2448,2063.984841639578,3363.836416146615
2449,3118.412089609286,1905.1217003346997
2450,2345.423880003621,2666.1358349929255
2451,5264.368081416511,3442.770280866237
2452,2101.558882601084,2974.4170970896653
2453,2260.758697318322,2244.3019344045906
2454,2577.3332845622804,2230.3236106160616
2455,3171.0632798535007,1704.104336950216
2456,1512.5415696883824,2954.426580292395
2457,2641.9236206068244,3094.1414089448
2458,2511.873962398784,1762.4872059485729
2459,2234.3667153761576,2973.3778481940403
2460,4609.272428458331,1975.8727929814027
2461,2599.486363927897,4873.887667703619
2462,3270.6773143991027,2033.1322920976268
2463,2046.8660940306715,2318.22845043679
2464,3603.035297722511,2570.2036312719265
2465,2246.2726684449217,2635.4339863803143
2466,1626.4345858350443,3082.1386280684883
2467,3365.4162689852956,3206.682396989981
2468,3904.862977485456,2876.339875423623
2469,2108.0625208334773,2859.8538429728023
2470,2465.637367077258,2277.0017952643284
2471,1874.9044195199795,3610.61411559683
2472,2758.5291055188895,2255.9708931294545
2473,1869.484466124781,1880.606635020499
2474,1593.5249884986054,2755.8662481387205
2475,1572.9353082150924,2493.6983561022344
2476,2776.5161461590083,2290.662760075221
2477,1984.5747795408945,1597.3007320562078
2478,2313.618354372049,2473.7664494246
2479,1758.2702887412984,5479.878205884221
2480,2006.3193359446166,2181.653253403327
2481,2022.662984453032,1758.4382999328645
2482,2249.472712092027,5746.797615291896
2483,3180.038420222557,3618.0056690547062
2484,3722.8039564150786,3033.1735116347077
2485,3252.810358354975,2536.2507089706755
2486,2400.882918635574,4239.102044249706
2487,3610.647812950914,1907.2302994113838
2488,2827.7951321598075,3461.6762135789445
2489,2234.153340589955,2242.0368434181732
2490,4512.154430377581,2206.3628915447807
2491,2270.0276809446937,2157.9164663200354
2492,5148.677302116538,1899.0991320944627
2493,1907.9659612006897,2969.2499952931694
2494,2275.6078857960842,2158.2566164298305
2495,6148.839887614319,2559.8505986070595
2496,2290.3406956008334,2000.8137029446934
2497,2073.060325413372,3241.0115179015706
2498,2106.5400387364466,2373.7432754259207
2499,3020.34396439176,2152.4741789831096
2500,2466.3727964199365,2283.265338319043
2501,2404.6539876245124,3702.800713513761
2502,3141.9888318449257,2204.3208510057284
2503,2303.861986173642,3595.7315406439257
2504,1903.3711659377536,2411.5569167690446
2505,3152.4983305674314,2161.344381774915
2506,3848.9132608134523,2140.3048716784583
2507,2326.9953469936413,1848.5152273839285
2508,2220.5670477535245,1933.4383170174065
2509,4489.4249401751285,1784.4531724531807
2510,3033.773099230658,2192.571077557043
2511,2656.836794004649,1927.120332545658
2512,1880.7037091564812,2642.983841666882
2513,2260.302720437874,2062.251632005157
2514,3608.672345984659,2258.148895936278
2515,2847.12513305385,2031.1746787493212
2516,3609.07023431803,2646.166892144889
2517,2198.00360576569,2880.570604457456
2518,2262.7877737516983,3667.947636684084
2519,3074.0730120731796,2017.016221631079
2520,2095.58771861408,2178.6376263133943
2521,2601.542498718684,2448.3601913762823
2522,3167.324558504697,2166.7936114784643
2523,3517.531631113676,2238.5506837677067
2524,2003.8733867284425,2472.959784178436
2525,2766.898174768713,2372.9653110115614
2526,2692.9997418234657,3587.077038289806
2527,2302.7213028324195,1939.3418549607788
2528,2846.828130043949,1869.2199320841878
2529,2873.9527587991106,2736.1359812998485
2530,2169.220383223961,2414.3177114220716
2531,3434.3659298682596,2122.7118231547433
2532,3873.4091705800083,2395.3353465853043
2533,2177.129733869442,2406.4837006596513
2534,1803.8478078461033,2665.4530435501556
2535,2692.875665917067,4089.7930000437314
2536,2143.0183061579596,2638.9321353994756
2537,2947.1223498709355,2145.3846782465143
2538,2373.829228268441,3414.8486729625774
2539,4348.178209442953,2495.409695166486
2540,5061.366069834185,2192.9979836907014
2541,4229.646874999652,2454.9224064772147
2542,2207.2085181682855,2763.4201974512666
2543,2786.1172060905865,1702.1466322268238
2544,1620.1544061126592,2759.543058831296
2545,2475.61765454069,2158.9517375836317
2546,1871.6581969019649,3052.674443916898
2547,2471.1185262321055,2455.315020792229
2548,2041.3653667357041,3628.0528138608324
2549,2618.109896248333,2049.8399287646353
2550,2951.599213299124,2652.7325459362187
2551,3676.922590518924,2878.5877531503857
2552,1888.67630244408,2471.600213152327
2553,4623.2449765447,3670.996814854768
2554,1739.8753335479669,2368.7131420788387
2555,2968.776225831119,3033.083870541047
2556,3027.031661216333,2118.4521589173355
2557,2416.338801375621,2234.496502163639
2558,2270.951459556247,2074.392181475704
2559,2711.8992272510573,2724.7902381519434
2560,2704.726600136959,1694.1511973722313
2561,2254.8818946363313,2868.161030850072
2562,2099.266696160098,2347.318969003408
2563,2706.475650586281,2412.916881997988
2564,3329.628837480331,2245.9394186335367
2565,2148.6623776240936,2827.1547714150656
2566,2923.587392321392,2283.3658468630456
2567,2340.7398765635467,2406.0439586068064
2568,1599.154894500763,3562.2480893043767
2569,5016.442488600631,2267.145130217805
2570,2007.02414672769,2265.2670701158618
2571,1977.2337977373686,1770.250571950509
2572,6206.464575084973,2703.6339490076357
2573,2075.569767781062,4059.552192950376
2574,1954.3333746044116,2594.1128347363197
2575,7051.751867920742,2101.5288610518282
2576,3335.2390455151494,2166.5597995731696
2577,2581.389590600369,2219.6268613203893
2578,1873.0098031869927,2271.9109688229473
2579,2479.50350592387,2265.6992621224385
2580,1854.164672863298,2610.38353222041
2581,2149.995356593628,3312.3055253407756
2582,2016.5713459955673,2513.517495389574
2583,2526.7656310577236,2254.0610231813907
2584,2550.1512016426213,2119.3111284631887
2585,3045.7290738022666,2414.983396999913
2586,2350.820893538337,2859.033489052195
2587,2208.9491027890112,2358.184516056047
2588,2009.7193732526562,2254.521378168952
2589,2212.0630866561623,1759.0375731787965
2590,1988.653662149147,2140.573312747702
2591,2223.6278578157594,2466.2806950595004
2592,4882.694387201601,2355.9698867033358
2593,2244.3359437874624,3953.996554389075
2594,4833.873983152994,2466.7961451943356
2595,2074.428282197914,6481.263814510554
2596,1996.7340677121758,2120.9910612116396
2597,2610.6871085374273,3967.7216828372243
2598,3281.244802965356,2204.22928995201
2599,2281.203559396273,2453.0116742083856
2600,2759.3856389147745,2569.0026289850093
2601,2084.004343078752,3062.525928879359
2602,2382.5061471319573,1929.3446435106039
2603,2988.774129139314,1929.3446435106039
2604,1869.8604274405798,2364.24651771224
2605,2603.231715337313,2232.976819781211
2606,3338.323448892213,1685.689739246815
2607,2127.381227801013,2828.174995914356
2608,2264.8756856023256,1718.3448409649282
2609,2193.7093824304284,2723.4289579706774
2610,1715.419146526023,3412.5364203858203
2611,2094.1340794357443,2374.9904026249383
2612,2086.0585084904274,1554.8398088378592
2613,5090.2756234117305,2464.2542332007906
2614,1890.3508713157291,2014.0538207087745
2615,2278.8096549042684,1964.35912322998
2616,2837.511477456118,2680.1096730519957
2617,1820.3407538781125,2386.6006860864304
2618,2336.7193194938905,2220.142899022671
2619,2072.1691387858596,1919.6989255938993
2620,1993.6862472143491,1863.0239401298902
2621,1880.9937236783273,2914.494714021783
2622,2633.8094574311363,3250.172990517506
2623,3700.0610672903285,1974.2411427775357
2624,2174.927471192427,2204.625945225251
2625,2800.8232041749106,2006.583170649234
2626,2569.6886813198785,2586.5986991398713
2627,2804.684930768412,2277.459449396648
2628,2274.8152383018255,2360.1499228302537
2629,1875.757283115537,2206.7870592074637
2630,3432.1684975627263,2522.549467614336
2631,2649.17707743402,3144.172700085152
2632,3354.1016164212447,2465.980636945654
2633,1946.4027740822562,2989.9315561533977
2634,2471.633858311419,2351.928893423844
2635,2182.9526948718963,1973.1278505704581
2636,2200.178775171573,2796.65807589589
2637,1993.178733571918,1979.3281073698206
2638,2282.6586613820277,1965.0838725887036
2639,2365.2765660850578,2842.166488370343
2640,4059.840297511567,2480.7903052382603
2641,2118.8276889827016,2252.3618637531713
2642,2434.6988518814783,2064.875393690561
2643,2960.2508290380406,2643.406251996152
2644,2094.09024818878,1993.7259748260724
2645,2414.035404030164,2049.187314161313
2646,2943.5369221086626,2036.4696494078958
2647,2215.857709835296,2260.9187787250644
2648,1848.427515151613,2526.3993451547094
2649,3751.997906729675,2812.3272152122327
2650,2322.526684782531,2233.3986386877914
2651,2410.4425052905967,1809.7607103906262
2652,3678.5518620101143,2171.381112050055
2653,4759.623092646364,3184.235208605534
2654,2391.366091582104,2449.964599422564
2655,2712.781892123136,3531.67846726462
2656,2369.2181695741847,2109.0805113293127
2657,2112.275173621624,2566.2969737430685
2658,1997.879266119832,2536.716298264756
2659,1944.1546782420728,1632.8407405866424
2660,2955.925558196887,2691.3968478058055
2661,2995.1025594063185,2139.3973214095386
2662,2233.537694520551,3790.546381464215
2663,2983.910633827857,2176.8642549731676
2664,2427.9891709551675,2809.1688514018624
2665,1948.2374380507945,2161.266249599547
2666,2827.299716712398,2456.4594319519847
2667,3898.2134943156743,2030.3515332082702
2668,2120.3910209265255,2659.3795517014883
2669,3116.353923921638,2953.2189894654143
2670,3115.3449604230022,2364.139998313343
2671,2359.363291101785,1714.9651665927158
2672,2898.5383640145174,4105.739231535369
2673,2006.6916794495926,2386.919134226205
2674,2221.9221091488744,2618.3641558077525
2675,3516.7446862849774,2792.397022534073
2676,2012.1471178846152,2341.8489697848963
2677,2246.7917459736796,2688.2914527825537
2678,2386.150421510513,2194.538850240326
2679,3044.60850187505,6202.339880158974
2680,3716.3022685207266,2445.909567268507
2681,2360.261007346651,2322.268645043415
2682,2127.9834949170727,3968.808076232347
2683,2579.2178075734614,2297.5141329230246
2684,2808.8627747364794,2077.499580967119
2685,2350.321639691798,3209.1850159734713
2686,6201.062223578669,2381.0678886961246
2687,2410.3333378026973,2278.156199720278
2688,2303.259062123087,3012.9282338563125
2689,7017.961980961288,2973.7212480286134
2690,2003.5915924814897,2145.5831816819223
2691,2388.65194697306,2178.489526913499
2692,2308.275467577996,2686.2589308141132
2693,2820.5662135786542,1783.3393490721198
2694,3400.3706405792755,2634.960321057878
2695,2805.770727700456,2794.7708220798413
2696,2141.894749649129,2088.129535894818
2697,1951.2306420918508,1632.1648092546059
2698,5993.228175948751,1539.9991557098833
2699,4491.184250898573,2658.169012314337
2700,3992.3988368713744,1664.1341260316701
2701,2366.058457579743,4200.941260322722
2702,1742.3438176493962,2516.0893907708128
2703,1960.650481162834,1734.1317274477865
2704,3349.6470202808273,2245.5264122919884
2705,3376.610260164618,3060.323421877577
2706,1866.9765469827812,1972.1871196742454
2707,2162.590306847679,3809.1461614195964
2708,1581.7299949428989,2654.9205260752688
2709,3926.766665580606,2632.9381353285708
2710,2767.688890936924,2171.047533103146
2711,2140.8056648927836,1924.5314251468226
2712,2999.478189902023,1775.8515221477974
2713,3284.11708809368,2029.4264226141427
2714,1881.0545761937967,2775.1878655205633
2715,4004.084382643366,2418.379298101481
2716,1874.3687429964114,3121.897440409236
2717,2178.743013840977,3569.217747193126
2718,1541.8405484293787,1933.931791966923
2719,2211.4045189190692,2424.8411737735214
2720,1617.640591895485,2699.6979411000784
2721,2832.7102891725353,2699.6979411000784
2722,1717.3852541020924,2248.2401923498282
2723,3647.869013198481,1957.4143558049614
2724,3411.3142751894325,3038.8275093170523
2725,3407.654899079003,2134.3673594505885
2726,2018.6734596654137,1641.8615078639068
2727,2617.9941504763274,2574.1235166078623
2728,2057.773235986365,2012.4727300370632
2729,3282.951899927576,2788.3764041294576
2730,2045.8680981945965,2299.607690015251
2731,3653.361162436329,2128.1339457458294
2732,1753.0762937969123,3143.537447856378
2733,2268.940143769274,2461.363903144421
2734,2502.296623819526,2052.7558848736253
2735,3183.8665844748907,2391.483239440732
2736,2975.0575094183964,2277.454412982913
2737,3343.800326644038,1990.7407105145285
2738,3587.778703818432,2298.4929260255485
2739,3474.104166196262,2242.4718141203716
2740,2130.3008108315266,3340.714740928111
2741,1828.6536641885536,2008.7536099967292
2742,3266.4452787520327,1890.7701082873348
2743,2866.37385157367,1962.0588216871608
2744,2862.7822352643057,2361.541365072022
2745,2366.077970147553,1967.4799459169735
2746,2712.0048531966545,2507.704304217123
2747,2433.4872265266094,2208.514136967991
2748,4691.792779159172,2824.875604062982
2749,3507.5389365066476,2824.875604062982
2750,2759.8485442206015,1767.055549141165
2751,2029.6466387810449,1904.986244416193
2752,4351.237268239692,1923.7151173265447
2753,3055.6753464212898,2258.8436353861166
2754,2330.0266744708124,2645.216353135743
2755,2131.3312551905856,1602.4689404989513
2756,2606.448395157282,2046.151208365196
2757,2212.628995895757,1711.5600047054709
2758,3550.399053839901,3264.139060678982
2759,1845.2886665827302,2140.316368799051
2760,2950.69402618321,2392.754747412704
2761,2138.068137751049,2330.4944542767626
2762,2817.5587803603757,1600.4784988506433
2763,2870.934823531419,2283.176969761346
2764,2543.5472764520496,2970.5482322124435
2765,2118.266525072016,2006.3855639870671
2766,1731.0727575728413,1718.7479048888872
2767,3567.680336264205,3609.1634971080152
2768,2476.7104235254033,1784.4358089067507
2769,2450.7574816110314,1707.562868746907
2770,2219.696011424449,2422.400827681172
2771,2144.884163864703,5987.83786437952
2772,1617.2954840151756,2318.4398118825616
2773,2202.349200133814,3999.934514033407
2774,2695.7322245084424,1705.6404530572486
2775,3059.2933621001775,2389.589779127448
2776,2369.691672124531,2108.903910033042
2777,2794.334791247792,1735.937348747165
2778,2218.654518965857,2406.790203385436
2779,2751.2575792444804,1995.4526119417035
2780,5013.570153242851,2509.2334088391035
2781,1866.288825819056,2637.370945998692
2782,2250.8797972177344,3391.5821858531003
2783,2146.3279692370406,2844.908050227005
2784,3233.3046727096653,2387.290667065058
2785,3417.805385103293,2124.0141128587034
2786,3796.9573781594704,2431.030409714566
2787,2228.02684490465,3081.7931164613565
2788,1993.7057638892832,3110.593835786593
2789,1936.7216181079505,2083.0576296308673
2790,1912.0115294512707,3171.8986474483436
2791,2969.0842155647774,2234.060916974707
2792,4358.108155194753,2017.5547096323912
2793,2807.5709312055556,2438.9944302145523
2794,2047.9820041645412,2334.6178538210233
2795,2698.963827979995,2525.302175203561
2796,3298.3464777207832,1514.6349942404397
2797,2863.3940867490533,2047.6772616188305
2798,2882.4348403172776,2349.39072027227
2799,3171.8100328684645,1707.2305020248812
2800,3172.809553871974,2968.81195436006
2801,1766.460119539496,1746.1212116550953
2802,2335.6266027442425,2045.38303898807
2803,2215.176921313765,2293.5106751277035
2804,2430.032420274211,2096.491445151965
2805,2181.009422945797,2750.3084305080797
2806,2675.268234235898,2618.431800638437
2807,4117.302645175281,1599.9854392497982
2808,1789.2074939333634,2653.4575377032384
2809,2252.4753622176568,2587.19458820212
2810,2943.768201550927,2122.2494791119675
2811,2541.3232779214536,2224.9448638968397
2812,1957.8215840283146,3537.4274192463026
2813,3399.0469191968464,2626.338310219803
2814,3405.4309588436467,2420.455266330255
2815,2889.6239678219945,2918.989688296474
2816,2279.279918642226,2269.4530967603378
2817,1872.7496994218354,1932.127531200862
2818,4792.017572542905,2755.574714856174
2819,3614.438389241321,2300.1811972986557
2820,1849.5055855945632,3353.11875136729
2821,2601.443755645222,2401.8970218774175
2822,1561.2450814832468,3756.34276717397
2823,1952.5741502405979,2261.15735690151
2824,2343.698061959535,2286.4222546440155
2825,2824.061555191578,2358.8528423865714
2826,2355.0010621075644,2163.1554754749423
2827,2470.367953307483,2494.1944746859763
2828,2163.9115114070833,1770.593636565008
2829,1812.3487732019917,1539.730118053299
2830,2769.7470580084632,2232.83940440839
2831,2694.976247367614,1749.129521570103
2832,2041.9981922214845,3273.0891259351
2833,2273.032503074335,3496.435051660387
2834,2256.7274815151663,2131.9567921437624
2835,1973.5947226427431,1858.1550392997415
2836,1654.6451632545984,1651.4297669560037
2837,2283.9025025729675,1844.5400541674055
2838,2914.1297741856847,1955.021809665451
2839,2882.7324253531624,3066.3748504528226
2840,3081.2556859800156,2308.8379463889532
2841,1981.870735835831,2347.761998686178
2842,1944.7722882621663,4393.94716885356
2843,2403.5021740447137,2343.696880812749
2844,1458.204567353877,2251.0865297234786
2845,6304.436534099248,2271.8218218526154
2846,3714.6098196820262,1698.8543979483354
2847,2762.264412679829,2502.9113975992636
2848,1847.0850338150306,3034.393148162163
2849,2249.3874229417856,2836.775760874165
2850,2391.496971642657,2514.8785585882265
2851,2339.6863735418933,2286.8094981790614
2852,2936.7872016195342,2400.275962523512
2853,2419.9428845208768,2302.438949973538
2854,2241.38509277769,3961.465326134751
2855,3224.4227415341657,2558.9756587691745
2856,1758.4806711704346,2298.598655557629
2857,2236.3325170068333,1795.3909137327507
2858,2446.5409153956207,2767.6582438361356
2859,2714.804046332535,1575.828549126088
2860,2017.3883580478262,2999.0012478966682
