,modelE_cat_train,modelE_cat_test
2202,2340.170738269284,2497.8612216765173
2203,2548.936533376025,1703.4112562103207
2204,2756.388661533411,1808.4166673653842
2205,3033.0897873839076,1808.6591461986332
2206,2050.1962121386155,2011.4179442864624
2207,2125.977153805533,2554.091843902646
2208,2299.743352708776,1668.9221661215277
2209,1769.1842178716054,2467.021049136575
2210,3000.9316764046175,2155.4132345291277
2211,1804.571657672362,2624.287203513891
2212,2959.6920289298932,2526.5811110327268
2213,2469.7756520096527,2316.117824132819
2214,2707.3774961535555,2940.3900422489387
2215,1928.9237498205907,2698.1839655041977
2216,2877.7451952251245,2025.2593998401603
2217,2624.001050927098,2508.3818719950605
2218,1909.4191398376634,2114.438688768603
2219,2031.372144652867,1767.7304916152195
2220,2694.701206600301,1474.5443879674756
2221,4202.375625827859,2268.015006365299
2222,2695.9420838164083,2286.9176996554015
2223,2532.9848993319483,2299.7227684560553
2224,2069.0309741048004,1747.4067548902271
2225,1673.9766600083626,2224.900747630828
2226,2131.0274920112442,2456.083733817382
2227,2589.9553385308764,1971.2297220585965
2228,3825.488259693113,2185.7561958640235
2229,1844.6753517362513,2446.964967823716
2230,2929.968718042064,1981.4060252162308
2231,1464.4125819948222,1827.0977776935422
2232,2377.708922395735,2663.668722348427
2233,1926.3246144537209,2912.7103329328756
2234,2189.4349949055886,1933.8406692745273
2235,1946.08082016148,1990.4170756115388
2236,4265.861197578291,2023.0516078970402
2237,1502.1688022175563,1966.6455078476502
2238,2227.611293734002,2618.081985917391
2239,2095.1488303852448,2353.36567182653
2240,1909.4045320492846,2094.26154425355
2241,3949.10697353956,2904.8643546438807
2242,4664.30354765757,3107.069498159931
2243,4352.887026821325,2441.817868644702
2244,1766.2769031456005,2009.1886005269685
2245,2762.4273852360707,2232.217057254652
2246,2068.794878860457,2059.4920895667883
2247,2237.018841278058,2501.5050337056127
2248,2427.849050494468,2437.205039936283
2249,1887.1961324682889,2254.271009907075
2250,2200.482706396572,2569.521693267142
2251,1855.9957329135614,2337.5570467905877
2252,2454.8190820326768,3626.569401077657
2253,1958.9158816709207,2170.5054059317586
2254,2127.9357832008723,3535.258739351276
2255,2540.686124863195,2559.245610385304
2256,2439.162337214958,3044.322235101689
2257,2287.2003711911384,2468.8375180454727
2258,2064.9325451796753,2561.2859337893633
2259,1961.309495735652,2170.0464287484383
2260,5377.004766570269,2100.683582845313
2261,1851.0549894315145,3144.20689103781
2262,2807.2175445557655,2432.978978366753
2263,2370.167648751292,4022.0026423110585
2264,2006.3236237161889,1543.5441258044043
2265,2328.5278272952182,2718.654443648005
2266,2010.7560073285172,2942.6959540756966
2267,3272.0066384827637,2064.3244781208364
2268,2343.572928224269,2594.88114819057
2269,2134.418849941023,2387.3299152354807
2270,2668.9420441789553,2402.5693708761182
2271,2618.035271361946,3076.437999640338
2272,3734.320156462339,2067.3714173061717
2273,2212.587488505681,5032.156805307308
2274,4621.240590539308,2200.329833311572
2275,3523.2029578286306,2295.291300173079
2276,2101.775316901191,2434.300224066484
2277,2054.556948708957,2585.1585998524724
2278,4652.336873322112,2768.8661059279393
2279,2958.1835148844502,3210.2699016214783
2280,3432.022034005749,2383.373316058905
2281,2350.252483531167,2216.6610790737973
2282,2399.8587652757906,2379.2393580741204
2283,2338.6334519076186,3172.5041634259564
2284,2437.4858644920873,2731.9937279247706
2285,2206.7427937669518,3638.221924830666
2286,2351.148074188197,2346.9767083845245
2287,2512.064288556316,2536.4664040689795
2288,3062.2862120853447,4451.68720703843
2289,4319.160216433216,2008.5511374566995
2290,1964.7087834434597,2870.0873040861543
2291,1817.418911063818,2824.42256889566
2292,1992.5711939491393,2371.8671063157076
2293,2744.028017379383,5532.797245253329
2294,2356.3087153356637,2570.213104055489
2295,2178.0390281187138,2409.578917919115
2296,1531.8930814282785,2171.229979458793
2297,2189.9403645097264,1773.2347562998725
2298,4163.2897615417805,2750.1702257529755
2299,3530.119942922612,2504.614838674783
2300,2180.395636856068,3050.566653165036
2301,2360.6978717803577,2228.9776206886636
2302,3445.613756052027,2501.4291238964347
2303,3558.6107588952736,1875.5607835938433
2304,1871.4402025610682,4874.80526038137
2305,2843.627965299415,1981.792507112264
2306,2188.1117558709066,3569.0707986934563
2307,5047.092386175271,1716.241123335157
2308,3304.4917350784594,1979.7910841394337
2309,3305.7182168206746,4288.937705490988
2310,1960.6619580053289,1947.2009199563204
2311,2590.194130405343,2984.2706562061258
2312,4157.436318459887,3316.7200322802155
2313,2210.3766223583007,1855.4681789796255
2314,3174.4367621128376,2085.664819571144
2315,2618.4061404164963,2157.312597544751
2316,2351.905994614307,3802.029236642245
2317,1903.3245484333465,2948.058135000795
2318,1870.6182722249318,2433.684603459128
2319,1705.8691018971717,6274.883448408237
2320,2167.221944750111,2244.299919632339
2321,2837.3436339636296,2299.7827295764473
2322,2623.724746894842,2702.890842624024
2323,3444.376893058625,3818.8424835078526
2324,2492.6650146582942,2594.8639792042145
2325,3143.471788875743,2537.325539759862
2326,3487.6309221198667,3532.8491568825148
2327,1971.9295839883953,4806.36542110044
2328,1865.285502852615,2265.772967945183
2329,3004.9052582405784,1599.125299837686
2330,2466.366931867917,2583.666910328061
2331,2218.335356396967,3045.315322302931
2332,2977.798911702571,1988.9384091999018
2333,2076.4132867019503,3734.949528216241
2334,2035.8062980215655,2880.3195252968067
2335,2133.366480551802,2209.730724591692
2336,1614.285364861776,2153.0528179371695
2337,2206.5630348134155,2233.7707908150055
2338,3714.094730998068,2357.4174399592666
2339,2351.393193157185,1937.3077769693257
2340,2437.134623794611,4169.283333274044
2341,1990.6433182986184,4235.673007155294
2342,2150.5152160960906,1977.7337877329524
2343,2092.117315666276,2035.543081489893
2344,2127.0635561489203,2223.0113089770994
2345,2475.6926787304974,1742.638988935413
2346,3565.491953310185,3238.8315416701034
2347,3072.5972472800795,2056.704520259318
2348,2611.5425231121762,2228.9820861784738
2349,3618.8966079897286,1521.4522961944836
2350,3536.707305306876,2477.212497287267
2351,1915.9811992470095,3636.9874431206918
2352,3213.48721187272,2798.9584528691985
2353,3400.9994211712774,2291.718435356489
2354,4755.863474683381,2984.9980788106946
2355,2269.773657793863,1837.692244470624
2356,2036.382948093004,2486.8157835724487
2357,2755.0593463370938,2335.6045666870396
2358,2104.746216364404,2348.9153444831863
2359,2999.139288084476,2528.4981602777852
2360,2388.5624751321475,3219.6819506758998
2361,2539.012789149229,2206.0172531131793
2362,2089.8754009521,3057.1278831899263
2363,4399.103019335746,1883.2557733211536
2364,2158.9147421771295,2252.561374070813
2365,2382.7240437426044,2589.3735094114318
2366,3148.805368087492,2017.330879311759
2367,2665.356785139917,5422.999845541401
2368,2331.774503369466,2554.009743370121
2369,2567.771519649329,2031.3473536361748
2370,5382.56900441143,3588.4057845881644
2371,3657.4438043698037,2167.6697207748016
2372,3105.0595097555715,2062.668562479061
2373,1924.2635760086685,1802.563934186555
2374,2119.914259945774,2082.77278876071
2375,2811.9525071813487,2259.0412806845443
2376,2321.4696686060793,1963.0683894119982
2377,2652.4018419824524,3299.4244926663173
2378,1385.5347686194011,2314.5801233656666
2379,3472.8803975843143,1738.300648450105
2380,1955.448192619665,2911.492062393975
2381,2787.8506769787296,2210.2227135999424
2382,2108.9539774165582,2016.842399363652
2383,2685.5905765961365,1937.187093674162
2384,2589.4971185834384,2384.9177731285263
2385,2469.7029685707603,3142.8149356679855
2386,2255.9887149110473,1955.532350704143
2387,1333.6150414263157,2274.967121680302
2388,1828.1676534098046,2202.4246133661545
2389,2053.100454302056,2769.844348300649
2390,2492.7838676709816,2798.8789035874142
2391,1594.7811753576698,2857.5060125078653
2392,2181.9038120394334,3279.6822862388153
2393,1650.0745014349845,5099.321334671675
2394,2252.33990668423,1663.3172093283551
2395,4076.549552527838,2233.398472884351
2396,1860.4398788570084,2537.259379096945
2397,1971.004498481792,1611.8721256426218
2398,3642.8300503310097,1920.384432252001
2399,3183.9612463197705,2453.752453035243
2400,3351.042325236198,1797.5665757745192
2401,2339.8449884136453,1579.0548161300885
2402,2169.613899320256,2567.547835983651
2403,3278.898863105177,3105.2337100919112
2404,2537.2837212367276,2382.239282161278
2405,2342.8704000099146,2284.176439474325
2406,3111.9456116565334,3023.7042805969686
2407,3573.6538444770995,2975.3983088305663
2408,2666.3029532916225,2347.6916824178243
2409,4682.318660405852,3989.4318975180663
2410,2498.317417361965,4773.6093302598365
2411,1985.2771949628545,3416.1100527613803
2412,4656.203531111158,2102.8604415480936
2413,1727.3845196662046,2981.586355084144
2414,2873.564877148124,1989.4017503395194
2415,1282.6965447458213,3553.231097955849
2416,2837.5669097262735,2170.4829394534927
2417,1782.5964401418769,3413.2437660160967
2418,2485.410751743057,2129.177958018933
2419,2100.3765057102473,2634.558352578536
2420,2109.106749896805,2554.3980985416842
2421,2124.3912202498914,3039.1894048567287
2422,1770.311339698692,3053.01746530957
2423,2510.438761626562,1779.4406766150005
2424,2374.5337105468925,4683.235865477454
2425,2127.6281150301397,2298.5389783584988
2426,2752.4690455236087,2517.0474205841574
2427,1820.6586440129136,1935.7917375415345
2428,2730.6792123655864,5210.199706337426
2429,2633.6783565115347,2021.7609445310397
2430,3938.3790860609715,2069.924082072193
2431,2387.154528346286,3889.232811567343
2432,2994.34589699049,2051.823882953483
2433,1950.5665170184998,1965.8208522922955
2434,2299.488588221501,2186.7945968897793
2435,2840.6032412928143,2344.162421772694
2436,3058.4103844570905,2017.6987407267384
2437,2117.58075619679,1741.9721027678456
2438,2519.2444925885857,2087.575928904961
2439,2516.4942057511817,2167.883682425369
2440,1786.909823594944,2296.1508041311367
2441,2274.456173651699,3260.2572376686403
2442,2297.632289412513,3091.0440377398127
2443,3031.2289770073994,2450.9859035815743
2444,1931.5555807521246,2073.9833215893427
2445,2447.6985185865324,3063.8085704070627
2446,2733.8588283563226,3111.4208716814746
2447,2978.4669767236887,1662.4148452129186
2448,1947.0931498417608,3528.878871804821
2449,2782.6316437438254,1814.890220707936
2450,2339.935916770861,2700.169825107306
2451,5114.934763265775,3755.372867663783
2452,1821.3728056331656,3076.7374196679198
2453,2536.2500281163293,2132.8043764922522
2454,2540.6478464483716,2323.5968679281696
2455,2955.064569431558,1783.6535904090044
2456,1516.1400609264876,2833.4901880437556
2457,2749.902353226801,2857.977394956046
2458,2344.547376716619,1610.2988748980565
2459,2293.6729304904734,2936.568101659609
2460,5232.772515136645,1935.6082129063343
2461,2788.399070121355,4746.640104132735
2462,3766.228084426688,1940.1499977925316
2463,1893.2179480163647,2168.1763528734773
2464,3623.706512761707,2622.9263916491795
2465,2134.8349384604007,2603.697911189669
2466,1552.7875536913314,3269.6912958489265
2467,3070.295075600519,3588.3101024119096
2468,4088.2341506669254,2820.2453045196394
2469,2040.0042721384432,2984.9841666178004
2470,2192.6735699182427,2259.686098115263
2471,2086.2174751394223,3701.338475952392
2472,2705.735223568212,2174.349865718026
2473,2010.5391231813023,1891.3405474133276
2474,1525.2386662671192,2794.3836351056525
2475,1547.4778287750003,2467.9795710452163
2476,2918.829530058281,2184.190490064379
2477,2003.4341039890949,1513.4250684514277
2478,2222.708083874864,2558.2490109029923
2479,1818.1846500444171,5169.174514201719
2480,1984.7506718879565,2087.7819826327755
2481,1839.7163122793013,1813.1304595973183
2482,2110.681651321229,6018.71258330405
2483,3369.3774727844857,3725.482623692658
2484,3771.722339994253,3205.8400587679744
2485,3030.377270107067,2882.963741895034
2486,2330.7021940519207,4066.314033688884
2487,3519.869041474217,1948.9340158939183
2488,3184.502934956969,3826.0911898788063
2489,2176.68725054083,2201.772214358825
2490,4968.00712903903,2171.8354922171275
2491,2524.3486924660738,2196.659806977632
2492,5718.658371392712,1846.4622962824294
2493,1855.068286397102,3155.403625960894
2494,2095.1697744708754,2077.1527121407935
2495,6019.8676897997975,2506.3416565158245
2496,2533.7558127443567,1881.7428781375625
2497,2301.7504167267202,3268.287464865439
2498,2048.0265156784826,2313.7425550286234
2499,3221.6434875420714,2007.6163963739614
2500,2082.6699005298537,2105.036527768217
2501,2332.4246828203673,3654.3570214679594
2502,3444.060421786785,2198.709450170084
2503,2352.499832610869,3786.0128473175064
2504,1789.8500041712155,2373.867155857816
2505,3106.152009977591,2100.1556099656377
2506,4007.128755648277,1950.653914429832
2507,2400.7247420577232,1775.1405649850283
2508,1825.9391264138203,1893.5434352017066
2509,4495.387271938047,1807.4037267146755
2510,3075.765248007506,2163.2236416977603
2511,3081.147618835118,1776.3173480088558
2512,1986.178299768023,2692.3185226082396
2513,2283.1181359704515,2074.703760079131
2514,3751.2512152681893,2238.4309786027757
2515,2956.3342898763485,1898.2788082580919
2516,3816.1584736816885,2606.297604304025
2517,2000.7581853204401,2763.6060808368734
2518,2695.7406774277333,3627.6807905606775
2519,3409.082962328448,2157.1998632530076
2520,2099.667900172616,2336.89636217958
2521,2419.68283577069,2537.4493260726076
2522,3354.79485317551,2218.2721435387148
2523,3783.007711473522,2308.4373141923206
2524,2278.401213356188,2383.9295471282157
2525,2836.99844367171,2130.3827219410223
2526,2225.208962343424,3586.6776030382402
2527,2294.380735580485,1964.949189185528
2528,3036.2507765188875,1968.4806430237538
2529,2766.8352262155972,2839.3571962347023
2530,2221.4774865078725,2414.938505983052
2531,2983.5927084317746,2234.856399264365
2532,3982.7315110247473,2243.7185059623444
2533,2215.109041686123,2339.733905931255
2534,2046.261620430474,2675.7194444226525
2535,2550.3574241582633,3917.314600691899
2536,2089.1865461021266,2722.820902578229
2537,2752.20083870163,1927.8064219156101
2538,2282.275648143741,3138.733158613272
2539,4314.643877278224,2531.1615712889597
2540,5749.528726151352,2242.6761399743787
2541,4635.671656565285,2362.058239978243
2542,2009.8870580632645,2868.435310037119
2543,2838.23285150327,1910.1711658330867
2544,1815.8901022489981,2947.096830438898
2545,2569.709161779755,2206.8494962911877
2546,2160.094671555839,3230.0732802751095
2547,2644.1892666521935,2336.2890920258706
2548,1963.0444650464824,3586.77492023065
2549,2349.37667898287,1953.2323393131496
2550,3166.1006682404554,2818.0077800832323
2551,3599.3305786851347,3046.9816851621094
2552,1955.5880466309245,2577.1659542241227
2553,5454.399918311405,3894.0160446319233
2554,2034.9886969418212,2408.792664364946
2555,3288.4936119249514,2842.1924567651167
2556,3384.2333234525427,2220.427185227808
2557,2162.03740243534,2270.508041272688
2558,2213.757362737454,2153.71900844682
2559,2738.144715256378,2603.288879881287
2560,2895.3488596327993,1755.5960899098336
2561,2259.2840059779824,2831.8474312397893
2562,2404.9655103253804,2119.6227291187697
2563,2488.997223850684,2332.885478697527
2564,3384.0674897375616,2202.274840101828
2565,2305.6659688041136,2767.6161666844755
2566,2404.7453499223416,2195.8408436087166
2567,2409.209923243819,2478.1056602670537
2568,1744.3168054161247,3659.2479446586026
2569,5361.532467343929,2369.584313878905
2570,1968.7098547273126,2209.7432553358344
2571,1883.2011426437398,1785.4879695379375
2572,6218.345675137027,2670.629887081714
2573,2048.6833919562023,4126.10036745258
2574,2004.7878591338285,2797.061129939063
2575,7602.776863894227,1942.4717413019448
2576,3944.6547715069382,2364.9474437585695
2577,2649.7124933557416,2232.9161527236674
2578,1963.145936203182,2335.1040956940583
2579,2701.6385091941675,2382.909336459395
2580,1945.6874855689364,2592.8338154419666
2581,2051.1594837987977,3352.590798614872
2582,2240.3856743543674,2739.4363126844023
2583,2416.6371604165597,2437.065158254227
2584,2889.0962255791883,1979.878728342194
2585,3880.840257173788,2501.289161234397
2586,2417.101537271038,2859.3700412335647
2587,2100.614950139481,2379.954139017903
2588,1857.3395036020281,2358.2707388598988
2589,2140.711914194329,1714.7009433386488
2590,1845.6558743495616,2177.8805090180954
2591,2213.2842495013324,2259.5958247509197
2592,5487.490606831842,2332.922099258176
2593,2273.721101134631,3841.9237576558226
2594,4014.768529953133,2400.640469497076
2595,2209.889009375838,6550.137832305659
2596,2211.1817443649434,2034.5509146116638
2597,2365.9023646336013,4084.3697560199703
2598,3941.5336554113615,2157.894128324246
2599,2251.8911516760763,2457.561201326098
2600,2710.192847907199,2330.2487763556687
2601,2004.2981826461819,3218.3510589552666
2602,2716.615309563486,1878.2110450975645
2603,2790.8108965900833,1878.2110450975645
2604,1935.7365355606441,2327.5280427726198
2605,2564.7746290188165,2364.5357743177055
2606,3607.9802098895734,1597.946311533573
2607,1899.7141742112956,2750.725955642139
2608,1973.0708850770918,1722.661215348142
2609,2193.233785233346,2618.909211858184
2610,1568.8965100378762,3423.2735966017317
2611,2050.066267789945,2497.3578709495764
2612,2177.1182272252286,1512.5330970263992
2613,5813.6314967883445,2392.6916675872417
2614,2060.8087251403554,2140.416850931046
2615,2176.851989594576,2050.7663980970656
2616,2677.5648578959,2388.5264750781657
2617,1810.9617747280013,2249.795033226963
2618,2406.6545541140063,2052.528944045263
2619,2076.5511818120526,2009.1476075831288
2620,2062.9257743351163,1958.7502448652249
2621,1897.043768263186,2719.9298480934785
2622,2973.970634426485,3222.2769682274584
2623,3755.6122758933034,1899.230326244307
2624,2181.197033501544,2362.3286654828926
2625,2878.863586272573,2042.5216482571443
2626,2434.0266430900992,2385.828442533172
2627,2908.6166480278607,2308.3619530212254
2628,2285.2778984523798,2470.7066211463452
2629,1569.0721926500169,2057.943521974411
2630,3004.746765692629,2522.6961887100483
2631,2672.57123335908,3330.4664346784725
2632,3131.508266099477,2480.5758463501315
2633,1993.4386854432523,2932.1929765957916
2634,2003.7705967708575,2342.3451550654017
2635,2325.1194486706586,1796.7068112253091
2636,2293.7428296782723,2966.2827298093425
2637,1974.8527220460421,1794.1163373951
2638,2261.4084568052785,2076.983692046683
2639,2985.085576788156,2995.402239352933
2640,3850.1494017470777,2444.860172016491
2641,2105.748711868148,2178.650959502868
2642,2477.165836396936,1996.6400666609763
2643,2981.386336548844,2721.1055561259955
2644,2026.2357351460057,2063.0849556684148
2645,2401.7862089070036,2059.691445465309
2646,3122.858955833569,2033.3582769402706
2647,2266.8552233013725,2138.5516543498316
2648,1880.7912761901516,2421.6088370556927
2649,4081.5996702015536,2681.839799682045
2650,2323.557541094503,2299.1225024309338
2651,2118.7838797379345,1654.295413529727
2652,3321.3249310930123,2112.7920953174207
2653,4143.577499210341,3123.506727280782
2654,2281.934958940633,2521.242984671765
2655,2903.228400595967,3376.375249369201
2656,2308.1270735423664,2151.2279398822525
2657,2441.190685449866,2724.679711298549
2658,2225.6107714307605,2397.113300176293
2659,1989.2992874730287,1516.0105457130853
2660,2702.205168080701,2507.9939215198615
2661,2821.251250574639,2143.0909317964806
2662,2025.2575301896136,4002.4740850626818
2663,2831.6947799947175,2151.1281433064714
2664,2218.76267507471,2762.07053470297
2665,2099.9658414988767,2142.162647083257
2666,2973.8704578810707,2370.507979622227
2667,3293.50122278749,2030.2758632630673
2668,2153.16669705395,2530.6951377327873
2669,3148.2901030383437,3044.187995714551
2670,2684.3694939072884,2146.6441216363082
2671,2138.657854315269,1817.2711077329
2672,2784.2778730154805,4099.547814676209
2673,1959.8365569835023,2439.8159889498793
2674,2382.953994026503,2774.486252103975
2675,3448.5454395891534,2782.858605598067
2676,1980.2245308405559,2407.929960716433
2677,2535.2376048930946,2955.7349717669167
2678,2459.0510407133884,2291.5506065688455
2679,3300.576996410375,6497.1870101358745
2680,3981.1313926201756,2441.293781441086
2681,2253.046368090546,2183.4578582562945
2682,1983.8936739544538,4477.19798280251
2683,2210.505251161422,2319.4267955351925
2684,2833.237785068684,1906.411292755125
2685,2329.692834179252,3517.05822734328
2686,6271.997491032703,2483.9578515476883
2687,2522.18000534899,2199.699027052563
2688,2042.8257441613655,3181.1627908804153
2689,7361.149964909866,3026.7278430244064
2690,1937.6738312569582,2109.7999955493538
2691,2517.252946527001,2124.9896313722315
2692,2101.8060114963714,2564.4276542154253
2693,2909.249952888561,1739.406189363591
2694,3492.28851435435,2403.2979167011918
2695,2820.071584564768,2903.452429864717
2696,2164.4542023394606,1977.2594393143718
2697,1841.7171824644895,1538.3344900937168
2698,6309.057207598125,1528.5115177497005
2699,4198.964699394664,2694.670390744589
2700,3561.7908936460917,1635.8410482662464
2701,2146.48008630761,4007.671756272676
2702,1877.137582895762,2340.2510352847553
2703,2009.6008651795662,1699.3459115233395
2704,3455.4007685672054,2240.056743920135
2705,3096.596538406414,3160.3438334325897
2706,1979.9492854735227,1888.8596487595744
2707,1718.7453862827692,4179.248584921634
2708,1502.4158865088493,2584.1954054062976
2709,3591.3827619710773,2834.8693738974303
2710,2631.9236321928392,1957.2788726460228
2711,2001.3731400423178,1928.394235258167
2712,3428.0315758775478,1605.4754948260234
2713,3188.2226114744094,2064.2332849054205
2714,1793.3894408230935,2855.7700199753012
2715,3720.4708296353347,2249.917453599393
2716,1749.9777252758352,3187.1319101068466
2717,2122.993194431904,3580.2309322011984
2718,1522.3917120586923,1864.2421508943746
2719,2040.6333866044226,2590.413948965085
2720,1571.4355828511257,2643.4407123323826
2721,2634.1773273538015,2643.4407123323826
2722,1866.8797409875751,2290.4454404467033
2723,4086.4187662001177,1885.8337899208914
2724,3650.1469844682865,3185.3253759802474
2725,3352.774991072408,2106.5481183084867
2726,2024.6484625436656,1530.9190484795697
2727,2567.396372780896,2622.698153008095
2728,1986.9125541449498,2008.6066780779547
2729,4003.6693248612983,2611.616750411565
2730,1865.4664813547192,2211.183674141521
2731,3516.9075482522476,2129.264865336976
2732,1822.5227688819118,3373.253684582043
2733,2297.310704369161,2473.2658692500004
2734,2252.996647200014,2218.260481743053
2735,3221.1797642153906,2534.8555743792563
2736,2956.1376943433506,2356.72846277503
2737,3289.875279020478,2084.729297985593
2738,3452.6951493929287,2040.6522361536888
2739,3183.0427883902757,2156.200291185636
2740,2237.950228011955,3565.0440969256806
2741,1820.0344499206767,2041.761174240537
2742,3573.622325300302,1849.2776057891601
2743,2923.5204610685755,1868.868431791469
2744,2887.8875682939492,2310.2553998463927
2745,2087.054391049376,2004.8458522461685
2746,2625.872440597951,2598.986004579092
2747,2016.5556850975522,2157.2535805396437
2748,5079.203596564668,2777.3118742107886
2749,3210.8817176256835,2777.3118742107886
2750,2565.710534622709,1712.8175698444072
2751,2056.4273632995137,1833.27639739169
2752,4247.724392190772,1818.280025110697
2753,2774.2435181067126,2152.1624064597668
2754,2366.5371260444044,2563.0164177377033
2755,1875.059713088965,1486.6622391977382
2756,2304.896863806128,2110.9445674435947
2757,2216.7591405864673,1694.9157804045294
2758,3651.7691690485217,3515.96128687987
2759,1697.9288203620351,1964.0422853592331
2760,2667.3233888758764,2196.168089990844
2761,2311.7442138152355,2254.362766357436
2762,2791.540945023194,1613.2424338372043
2763,2602.386572902447,2316.6372823978627
2764,2453.4279995481106,2944.804248618032
2765,2167.8007484594873,1891.0751586882411
2766,1723.7869987436259,1831.2448626042758
2767,3985.175364378728,3704.923696883222
2768,2480.977146876636,1760.3420411931656
2769,2127.9055760929646,1750.1500746778227
2770,2037.6907249243109,2688.3195745746766
2771,2269.160001747221,5998.3368928927575
2772,1741.649921973947,2244.3021874168526
2773,2170.9850295519213,3672.250791783243
2774,2122.3493824949237,1706.722376763507
2775,3679.3778762881666,2283.8634093481705
2776,2231.1381207540007,2187.982243006873
2777,2960.773613808565,1555.4184684959832
2778,1846.839140927173,2455.1901077403404
2779,3080.0740874389003,2081.1639239611522
2780,4967.257272332607,2707.236434869087
2781,2015.859553616419,2601.455622424177
2782,2221.740758577962,3260.411360139693
2783,1842.5729917595936,2852.109896909779
2784,2819.906000671747,2299.1165386247017
2785,3734.0461861430836,2117.8818108322703
2786,3596.481939284794,2317.547629054837
2787,2298.038325880339,3020.5106484237085
2788,2054.053421801836,3112.2249942264116
2789,2056.218419061675,1966.8079992536
2790,2164.204266402169,3213.2704682040744
2791,2502.787305723304,2260.3722669741446
2792,4173.532330490401,1973.5756983232773
2793,2507.346747969047,2325.4621162226586
2794,1975.9670126919395,2234.0445335905083
2795,2588.198533519046,2443.052129984949
2796,3228.6745100084836,1490.9151621925444
2797,2731.1196084812127,2063.0835599844045
2798,2695.3338740752897,2271.4338681320814
2799,3242.4816228857467,1527.8184573862568
2800,3182.1518391986124,3012.355231018759
2801,1896.8726669862226,1627.4751060759997
2802,2313.5234642913624,2221.0634107706996
2803,2408.744165833159,2222.550621707578
2804,2242.765038780403,1815.2959256321599
2805,1905.6468137872994,2662.87686139618
2806,2750.4605556476786,2393.5756921332154
2807,4277.48453431753,1557.2694182670061
2808,1852.5360645919861,2550.702541122045
2809,2517.7047533991463,2698.410199330807
2810,2768.9941856004452,2195.448379465306
2811,2432.3298649080616,2226.973965452351
2812,1884.6052883701373,3810.8559918944056
2813,3276.516751064448,2752.030326942787
2814,3395.756520025333,2190.0768071223006
2815,2954.3374989132617,2775.1511896810257
2816,2244.6008600816954,2281.971510184789
2817,1960.7911803221473,1868.9504669382077
2818,4438.260778105458,2833.206814160879
2819,3569.1554216823215,2336.6450723899084
2820,1796.6095988577,3403.4085690411507
2821,2933.3903729300137,2453.767908452457
2822,1477.989957994802,3898.0997354188426
2823,2130.7890493404893,2384.005686482403
2824,2322.627027188364,2296.8676369086716
2825,2743.8840934772434,2252.2936089588034
2826,2504.3022024696074,2030.9959881395305
2827,2470.2150462958625,2580.5408508945948
2828,2356.6323868575278,1671.6486285137883
2829,1789.2060881381594,1397.2742970056443
2830,2609.9891327752657,2261.5544144800415
2831,2501.294646230222,1890.9372625287458
2832,2122.003755604664,3176.476516532781
2833,2327.9450105701662,3298.1891095924198
2834,2271.8532944261806,1962.2338624454446
2835,1938.3146319175153,1858.598119035827
2836,1622.7668289586932,1561.5869780412067
2837,2148.7999766112166,1795.2643592867814
2838,2691.760779206176,1862.7068491900252
2839,2652.277108416501,3309.6137466911396
2840,2951.14538737034,2119.3755102574587
2841,2010.55042802293,2481.9435855768074
2842,2161.314179388842,4904.062119308435
2843,2317.048100557248,2293.3410244819324
2844,1420.7318542018427,2157.748037646353
2845,6223.2859054191495,2307.8961803032066
2846,3460.573495587068,1754.7377250163604
2847,2805.135336828967,2530.5242019137195
2848,1810.8416255817708,2742.3612121470455
2849,2333.3529755748577,2883.036325557634
2850,2496.290415438866,2502.9578488545203
2851,2545.370655581678,2256.763821401616
2852,2727.053936758435,2070.355518428946
2853,2395.007010893397,2364.530302113844
2854,2198.7498478512493,3792.333445035167
2855,3287.0369895510685,2335.4186530724432
2856,1849.8902885685698,2317.842315018873
2857,2089.05667903798,1721.2134547146852
2858,2736.548631148524,2642.0819160986102
2859,2740.715820840088,1520.556492890093
2860,1870.5277922088299,3111.4419259011793
2861,1512.4026759860667,2404.1797637913273
2862,2841.545706956641,1942.5148603925613
2863,2380.8583053917046,2378.2571227986577
2864,2361.69923613765,2855.8291266487877
2865,2323.835451503362,5436.846570750255
2866,3407.3522604517457,3490.409473565875
2867,2021.367434648867,2791.8432486029806
2868,2290.8347507531216,3225.824801543554
2869,2273.687394863385,2524.0216462502212
2870,2053.2731066352317,2294.996783759784
2871,2433.857509573173,2096.4014022003657
2872,3125.402360868916,2356.80777462935
2873,3583.7297517597203,2097.6193039429863
2874,2125.5624098629246,2299.442832014348
2875,2242.0641476252267,1988.0204881499928
2876,1937.6790962582018,2301.4982341952386
2877,2483.870585223689,2379.152890237014
2878,2607.3912981689828,2126.0870544451373
2879,2209.194235585963,4104.874670686768
2880,4780.943907732679,2237.579308810399
2881,2918.3605136232272,2052.422126875823
2882,2706.756048152392,3045.453520173225
2883,1843.218547725623,2168.2963703459122
2884,2037.9530324520429,1904.9403780209318
2885,2335.7366261285165,2781.173016636917
2886,1435.9701437823471,4095.0252347304604
2887,1930.2909951153763,2810.9660449770367
2888,3732.853068890402,2180.7081695263914
2889,2444.276947252604,2188.3102017442843
2890,2235.22794239581,3135.850217171206
2891,1507.260547428443,1862.1258431716396
2892,1644.9435502736571,2007.6692161053313
2893,1934.3541957984016,2163.7299556867215
2894,3728.317641722543,2187.977633062016
