,modelC_lgbm_train,modelC_lgbm_test
2251,2019.2089514200507,2044.6857056199028
2252,2352.1283217469613,3811.9618465036556
2253,1998.6238123245055,1941.2670868365271
2254,2012.26269206846,3663.5312220998953
2255,2662.032338338171,2396.083566907618
2256,2242.529934110723,2609.8395542856574
2257,2758.9643157681608,2505.945256040114
2258,2167.0340391606196,2431.8389138421153
2259,2016.778496342963,2187.18943091159
2260,5444.1895989300065,2032.2927152947595
2261,1958.604121064739,3146.8755583941825
2262,2374.0250556214164,2339.4938908319195
2263,2618.3341596529644,3755.5389832295236
2264,2273.716721801076,1756.0879578724694
2265,2314.98544870051,2490.237697200202
2266,1756.6089447162062,2615.3100643187418
2267,2791.7498805866376,2337.09890453981
2268,2151.424152512953,2555.4621913901065
2269,2331.2857404995443,2271.642551085489
2270,2770.2624896168663,2257.432921779474
2271,2654.9363647252217,2739.281976919119
2272,3302.7452408778586,1835.5635585751527
2273,2174.2340212539816,5387.2991949571715
2274,4549.146303570781,2103.2079903685362
2275,3612.4001187170034,2059.2656345366313
2276,2322.7708725299476,2277.7563138893593
2277,2179.4259460884396,2520.230547965395
2278,4910.796774877356,2672.7280009792407
2279,2555.7795069700114,2987.077707941402
2280,3758.276496928999,2991.225986603628
2281,2451.2598828042146,2498.7452791215787
2282,2475.222418571458,2380.5646890705348
2283,2540.8315086415487,3286.9172059935545
2284,2540.8315086415487,2569.4563230123103
2285,2238.2812896468026,3403.6423867216486
2286,2422.1974669258075,2686.3499565480424
2287,2530.3103431573186,2302.8584414889256
2288,2737.671139572903,4125.106453811856
2289,4332.129402555631,2099.6803921285014
2290,1853.0876017715877,2770.711615186181
2291,2210.2682085913193,2559.4430915559687
2292,2053.5600820680174,2347.7825321074533
2293,2867.3085617246666,5439.450498680233
2294,2291.905049344291,2483.0982360054186
2295,2153.458425237443,2512.2419446110334
2296,2002.9436716175878,2303.7893805256535
2297,2062.309779261696,1813.142731491341
2298,3550.7298101316046,3018.6833387058223
2299,3577.952244202604,2451.5104308247132
2300,2077.8170869780665,2944.1533735040234
2301,2191.653687552417,2107.6150996490987
2302,3292.140306937056,2380.837872432058
2303,3254.6747122487213,2098.197311328027
2304,1959.0460900760434,5236.2943401758075
2305,3391.968689442135,2009.5694420297564
2306,2322.5383450264535,3399.967513546376
2307,4643.270317413255,1713.0408151261822
2308,2972.635406869255,2310.8253266587285
2309,3219.6492994462556,4637.12063262925
2310,1924.4938176163816,1966.535468190402
2311,2594.9081170379573,2814.3627513612146
2312,3698.125693479899,3168.5188923275177
2313,2074.6247889783845,2104.7059584270364
2314,3125.3109610569904,2288.567625338844
2315,2991.357965193451,2163.0375549697737
2316,2162.777732334187,3064.162893168962
2317,1883.5290579717093,3558.008952262324
2318,1908.9731111328415,2640.092908852596
2319,1649.2124820441811,6019.42190720308
2320,2395.035948600692,2292.1172200956307
2321,2496.953015121775,2272.342304152252
2322,2699.0180820364512,2767.38671154828
2323,3075.722026398212,3527.2461765240746
2324,2785.1915021733603,2280.803502859167
2325,3865.847977041238,2699.334641709101
2326,3878.2823277730913,3777.366112051556
2327,2184.679224207284,4357.503284203929
2328,2079.306778584593,2486.3621800923875
2329,3140.8423529134816,1783.5789253208563
2330,2311.750067639684,2299.5526121486682
2331,1986.4953155782114,2944.17410787774
2332,2591.148509410914,2301.850047234707
2333,2392.4896225372836,3532.660386089609
2334,1764.5667471603297,2788.81677878891
2335,2369.250648020866,2355.3913088793574
2336,1630.1347223161997,2346.111803481918
2337,2207.880976306996,2405.893664759483
2338,4046.28065199186,2431.9129361194964
2339,2934.3134437104713,2037.8132310403973
2340,2347.3126589754124,3887.953410127914
2341,2313.8557269006305,3858.543587894643
2342,2267.692897517546,2447.69186400687
2343,2091.739353415175,1961.8595015491646
2344,2063.024205862126,2407.2297813714235
2345,2544.123685775136,1959.05556829841
2346,3283.263356380495,3402.9547880819555
2347,2585.141222920316,1982.2829885872004
2348,2391.7492648437224,2105.2133684731734
2349,3036.8739284403523,1655.3084926177435
2350,3570.1893300725424,2534.8978127287896
2351,2112.034678695075,3450.5684213569853
2352,3325.3781050663792,2675.3239349366168
2353,3807.997601406629,2114.6413563395795
2354,5389.3751581182605,3168.52396697021
2355,2955.0307788685927,1762.5430550749122
2356,2202.3914519793866,2348.073228273404
2357,2586.732043858974,2326.875417957236
2358,2008.2478454258714,2306.834103257295
2359,2686.5589858244252,2273.4006836353315
2360,2375.3508692958885,3454.0140152750623
2361,2518.280688536209,2347.6443092156187
2362,2005.3380769970818,2636.018123557989
2363,5068.082630191356,2249.5840936424893
2364,2035.1115494770484,2446.5737737464196
2365,2343.933110338451,2566.9064830496777
2366,3308.8421030255454,2072.140461513107
2367,2369.4242212587033,5336.57762976697
2368,2444.433769737122,2549.670999445767
2369,2531.1031645363887,2016.4209705776145
2370,5711.492373993886,3341.0298200562006
2371,3277.045631279944,2422.693887807791
2372,2668.279477836526,1942.7568622779133
2373,1872.1294467887888,1910.0994523030834
2374,1941.2902784337655,2402.6841788174406
2375,2347.8972258061413,2124.8363499574675
2376,2366.9986551304473,2163.16111664873
2377,2860.4698077367198,2906.493570550885
2378,1700.5025902059106,2193.648574387332
2379,3794.2373029933888,1702.4553667075202
2380,1737.2245636563414,2609.283161168226
2381,2950.064019093298,2270.7557649064383
2382,2317.7987560192187,2060.2877584595144
2383,2209.961371946026,2018.3094180793705
2384,3221.048846676728,2511.226628495574
2385,2208.8040875330325,3389.6977440098453
2386,2430.5019714826085,2038.5390785315321
2387,1565.7277370959212,2181.5494058632603
2388,2100.806114225918,2377.3430901221755
2389,2431.262918277593,2394.9771787323043
2390,3217.4708490344797,3109.665157491857
2391,1993.445618833143,2847.1208054068284
2392,2422.684085810798,3529.328607638795
2393,1882.6780128975215,5096.5410480982655
2394,2292.0542493155344,1653.7443193771949
2395,3658.7329785532957,2416.8907124644165
2396,2277.6136201287186,2810.379200672379
2397,2061.720799234968,2038.6253458449632
2398,3293.311154312552,1988.2346657960247
2399,3248.5521812123616,2447.637687722501
2400,3619.9791555464167,2126.7534018666656
2401,2258.618963950278,1740.8668116340098
2402,2437.12028139695,2515.911472841156
2403,3215.341257591808,2895.4956021923667
2404,2708.903210812621,2238.2321704826136
2405,2316.1170684581725,2250.989958083434
2406,3156.9423816165463,3109.0915051909165
2407,3874.228024336397,2809.0913521126117
2408,2644.791761825801,2347.930097241625
2409,5054.705734860049,4315.557842808501
2410,2522.6800700389476,4815.6219079153725
2411,2024.8714894141358,3637.008504153371
2412,4933.555026819815,2203.986170001074
2413,2162.9396624122865,2698.241847825969
2414,2740.6399513197093,2212.2628274700955
2415,1807.2903104846175,3660.6128405457735
2416,2539.2540841361597,2002.1901363232585
2417,1980.49568889793,3302.5862805967395
2418,2290.85005125428,2145.463743949166
2419,2075.3290968436054,2603.192304099363
2420,2458.9835534761355,2423.007248351891
2421,2081.225481534309,3470.6125857109428
2422,1717.995340153977,3423.6285691924154
2423,3082.5083465541916,1783.2268475132846
2424,2635.834252913877,4183.186379656344
2425,2139.5761113816584,2227.9308346878297
2426,2555.032119433591,2561.908477333114
2427,1983.8969096990968,2060.694979954346
2428,2833.8438560936743,5483.93174787624
2429,2701.765504408494,2333.19267201851
2430,3908.813051076262,2219.7185603879707
2431,2074.7519222371075,3751.0104752781685
2432,3858.9913757802283,2210.7702165990586
2433,2209.6939184163266,2010.3628010007767
2434,2288.45224635211,2231.5270565896653
2435,2726.5445392282254,2287.103202185108
2436,2795.0253263695386,2107.0442115270753
2437,1971.8731645560524,1755.0432141375081
2438,2364.9603254355666,2213.4075254140103
2439,2388.5781386438703,2414.6089946436105
2440,2367.3933160474967,2012.0352904258048
2441,2413.3760629169406,3055.927413594877
2442,2417.584918899958,3143.141393302519
2443,2685.4286255308266,2612.8802186156777
2444,2187.552747325305,2076.4013287064063
2445,2441.1159060823934,3103.068637385025
2446,2517.334151741738,3221.8158677557417
2447,3354.203565415124,1886.1769607062306
2448,2065.6393828756563,3314.351200008463
2449,3353.659829708725,1869.1710113100573
2450,2070.1643877311985,2558.2252191772195
2451,4804.94483429875,3872.367506898178
2452,1917.672749824382,2969.811429550447
2453,2448.030593056702,2061.491750241233
2454,2782.2989890533463,2370.629962058237
2455,2724.9661202513435,1875.8667646706513
2456,1557.3859760829832,3058.3446890593905
2457,2828.0002607687343,2486.4365741724787
2458,2169.242347131096,1924.447560503179
2459,2347.6898317956748,3045.4200345407035
2460,5724.151813964216,2300.852799922216
2461,2552.204668277286,5142.674751250948
2462,4083.2288171547702,2164.239528522049
2463,1915.961348994513,2139.0655887268354
2464,3038.796528779772,2515.729477711173
2465,2331.1764078948745,2449.0440593363064
2466,1890.1390924845446,3002.4869323873368
2467,2939.1000438696033,2772.60271817703
2468,4246.614208627485,3164.151102117962
2469,2369.040053438545,2822.8259836824427
2470,2087.129982405936,2364.7758976742293
2471,2347.7115543166974,3354.350544161704
2472,3395.953245701745,2200.123908592009
2473,1954.950546582144,1951.394308204773
2474,1751.1037895875827,3095.850050367252
2475,1939.259277310648,2358.713530738851
2476,2566.061477002486,2375.6092742499527
2477,1910.5626905666686,1589.9715468435804
2478,2052.1284250652616,2460.7994115081433
2479,1839.6950720938535,5324.938793056459
2480,2045.6189837827992,2266.9949062165238
2481,1912.0311431094885,1779.7122492849212
2482,2405.2702105883886,5890.574234660831
2483,3415.0012940244446,4023.321449922175
2484,3405.4195444220895,3286.5629241531797
2485,3197.434617375287,2702.8076238378917
2486,2261.590535986066,3403.123494165879
2487,3110.2952263404522,1953.7397623579684
2488,3036.578159809828,3420.427597059975
2489,2039.695460497442,2524.9670796776086
2490,4632.122376899143,2062.143642975856
2491,2673.321689009267,2295.334796552944
2492,5571.98565295439,1920.2031233197363
2493,2054.0137649534217,2980.9908907207664
2494,2029.721843532881,2471.530981213084
2495,6150.824825131719,2338.751826412577
2496,2325.5579530508867,1747.8770112348884
2497,2228.7560220432238,2783.871638886405
2498,1979.4087970946673,2470.5952674354235
2499,3043.258750347765,2155.5371396187593
2500,2244.3835615599014,2292.1130743865774
2501,2568.5259098825627,3227.045494726037
2502,2954.5520034971205,2170.450936835229
2503,2411.9352358238734,3751.721901619533
2504,1947.2559143696044,2458.2131792638875
2505,2771.505345584527,2089.9078002224755
2506,3678.600642545943,2288.8877382524497
2507,2124.9230129067073,2227.0662670070305
2508,2068.797305684982,1863.276776597928
2509,4724.549850140582,1743.3711514681556
2510,3095.1866168574925,2391.4988028861844
2511,3018.8078022500817,2068.1363845318206
2512,1934.2604659840592,2832.40836332861
2513,2354.305310610406,2155.6897792721556
2514,3732.3256745297467,2000.7203665723341
2515,2604.847519756233,1973.0711189728652
2516,3772.4865859796714,2581.38986970232
2517,1879.4610959130791,2922.076094942765
2518,2500.678417690768,3368.2705076495877
2519,3203.062933633025,2161.4841139753435
2520,1896.6970515298192,2386.6848086735827
2521,2836.1197026893797,2385.3008486083027
2522,3146.162772305799,2066.806055602223
2523,3514.2507437381823,2214.2646084698763
2524,2179.9283604914094,2498.2845882785723
2525,2888.2225375675393,2195.4600780900746
2526,2401.392860573835,3146.6475617700576
2527,2522.245256814789,2305.6434017359875
2528,2549.2577251657785,1918.8859457909027
2529,3061.981068941226,2582.8594240450416
2530,2140.357536434015,2494.3828008838036
2531,3572.1134860917155,2016.64767684577
2532,4440.131296722087,2080.791050777529
2533,2107.6148687520845,2196.748812080949
2534,2365.786523073265,2513.5230865676813
2535,2436.3133880412465,3463.049797556122
2536,1962.644755414601,2648.250624729747
2537,2850.6572665918566,1898.831523775075
2538,2237.924580981267,3262.3106419419255
2539,3763.9857837740874,2132.15820247438
2540,5517.612694817609,2207.8934527802626
2541,4296.369921540431,2569.754941030413
2542,2051.869128524504,2847.183802032633
2543,3071.227778535479,1748.6931526844157
2544,1796.8925298407949,2754.8022247040653
2545,2545.154234753749,2409.5450479977835
2546,2030.6617078550973,3043.442462894811
2547,2410.4487338356957,2236.893675534805
2548,1999.920929416464,3703.8830334926142
2549,2454.609381828119,1943.3767300737832
2550,3359.572571377957,2753.7030437831227
2551,3000.8686315610166,3071.3240367172484
2552,1925.5673910113908,2638.239447705917
2553,5014.7109444723255,3637.8218091177523
2554,2173.799508113131,2443.835672538089
2555,2557.7982421550223,2691.1532111087827
2556,3212.786360669268,2123.7974924827
2557,2056.2556690386696,2208.753263262885
2558,2086.4592353931407,2067.5558954012863
2559,2894.338178378912,2531.779338266746
2560,2859.348031062447,1630.9559209714832
2561,2104.598304001721,2865.8982621257246
2562,2413.694670432313,2105.397004997047
2563,2664.9591375879427,2246.3681780172383
2564,3168.5154811976686,2248.0559494515537
2565,2396.6895906902137,2787.075803929348
2566,3153.279929460157,2181.7536737963487
2567,2291.836193143987,2491.776627950324
2568,1815.447068421857,3583.623847196598
2569,5683.930201370874,2304.376679862877
2570,1857.9391702777802,2227.8118027936544
2571,2041.3462843805885,1861.8581109596257
2572,6292.815070338923,2447.616152393407
2573,2211.267908657621,3943.8173896597254
2574,2004.9806176790291,2712.6835280438254
2575,6742.623271691801,1986.8851153144255
2576,3154.1387284310263,2233.8973624761543
2577,2462.1100784675164,2539.948791659722
2578,1963.579940779099,2370.819566194968
2579,2671.586787798582,2349.3503603639642
2580,2228.2290680399137,2805.4206440740318
2581,1957.033772904022,2746.5996050728418
2582,2074.6887692858472,2475.4918233073804
2583,2220.4460065355397,2631.6178763312387
2584,3114.8116920776397,2048.013352395421
2585,3618.5041594882464,2475.6947768000023
2586,2443.439881926439,2622.0595350319827
2587,1967.8398989520913,2411.502356407803
2588,1958.8311400232199,2480.954334335264
2589,2317.238865761901,1841.8781201777838
2590,1921.7297373367273,1978.0961658155334
2591,1923.4825589607742,2607.5331222726422
2592,4935.128819352128,2178.155891753303
2593,2236.51504122669,4075.463319434596
2594,4933.862514754347,2275.267853636061
2595,2279.6917953344114,6270.931850394729
2596,2217.482455064951,2343.223108257883
2597,2371.6144538190842,3934.431894693627
2598,3403.107578143276,2266.9906973159545
2599,2260.3226902477236,2516.622000839305
2600,2592.6362684893884,2096.5470347073333
2601,2108.923249177896,3209.8244253724415
2602,2236.470804430598,1890.3124983556766
2603,2513.9725031955745,1890.3124983556766
2604,1698.7427643783249,2238.058378474922
2605,2440.803270236968,2245.4720592931253
2606,2927.2086617775135,1714.267820274355
2607,2008.7274953030685,2963.4201645262037
2608,1925.4321018189758,1954.211986978756
2609,2099.9663861896524,2552.2266111802514
2610,1579.4377813307394,3526.6352840876134
2611,2676.8546294018442,2278.7485714627846
2612,1940.6113091050777,1727.416350698951
2613,5420.3086610353885,2139.8534564413135
2614,1788.3739502394817,2229.6499312665937
2615,2420.725305822128,1919.5404645527651
2616,2946.2538399917357,2718.271545436067
2617,1808.201964735589,2195.437040155957
2618,2517.4203547408806,1869.5126462942396
2619,1937.701313902593,2065.6527395535345
2620,1965.4944799819305,1936.7058605099787
2621,1930.4668093991731,2681.3253391723806
2622,2834.146940026864,3505.2509565943446
2623,3961.3427336760474,1781.9195545928894
2624,2050.3557617653073,2662.6311183654307
2625,2249.173899313111,2169.5405304598003
2626,2405.468657641116,2476.2131712552973
2627,2470.509114546538,2283.5502589119214
2628,2517.726383908532,2374.6526788298365
2629,1840.307539698276,1927.4444766263175
2630,3217.0646809267196,2712.8616247755485
2631,2475.8779485123714,3151.734000037247
2632,3414.91345626665,2191.7818380426543
2633,2466.6511731245446,3112.2675122565706
2634,2344.5767064694473,2416.9500775225083
2635,2536.2780266369778,1716.9664659629568
2636,2282.33074503748,2858.7990701980893
2637,2030.4919160059958,1827.6550646962528
2638,2221.474829415306,2043.7264429548043
2639,2712.758075524658,2814.3829278063527
2640,4147.5371310494365,2290.184770704832
2641,2361.5452465463054,2281.9335182724335
2642,2726.2950892618,1911.7284890508872
2643,2614.439958286813,2949.5503207102956
2644,1936.569702500746,1943.718452095244
2645,2312.154548037181,2104.026532297069
2646,3505.420838616197,1936.7519523777223
2647,2587.170503429016,2145.9049243042655
2648,2257.692230603055,2351.368991547267
2649,3983.862344930933,2788.168198115202
2650,2460.212314138796,2361.7278538290216
2651,2574.1665091947843,1769.1123356759865
2652,2726.544119139159,2263.6080344915836
2653,3817.6480719157817,3463.354396281
2654,2267.944097807671,2568.2914425746994
2655,2523.6523305019846,3201.7202523086817
2656,2481.2890973621384,2220.50971279072
2657,2321.2785269644073,2705.6623624392596
2658,2067.4769251795656,2151.424154925736
2659,2080.0093016915894,1597.9848183745162
2660,2511.6046599981537,2678.2934603993026
2661,2755.750263483762,2064.6784112828377
2662,2024.0640136293937,4164.4179813822675
2663,2587.62932455065,1962.3987848186825
2664,2396.8670916923443,2792.181453464951
2665,2124.4900211202303,2155.1954246162904
2666,2333.4408126642625,2511.3790854859953
2667,2580.5767477015534,2211.319619933299
2668,1982.5156201568363,2757.0804095944086
2669,2671.4390791885485,3081.1967179496833
2670,2538.723232227038,2134.3137849940003
2671,1872.5456874322717,1838.8457915871409
2672,2450.2683766390114,4032.3107747521804
2673,1982.8047539502395,2449.0022293522607
2674,2365.8768948460324,3111.6095284557696
2675,2985.54846057775,3044.7713883659853
2676,2194.568614257324,2303.7271849866884
2677,2583.5023850270723,2890.4231418235063
2678,2307.315542115682,2327.489777286948
2679,3729.398828828309,6356.143392295595
2680,3498.1333560710436,2294.092616099106
2681,2419.7100903892965,2153.7972453222583
2682,2148.0328544499566,3905.5129308165647
2683,2189.849945171436,2280.3859895459764
2684,3131.3652381481984,2144.975356296139
2685,2094.0854815711514,2962.7031827190026
2686,5659.201731380556,2337.2219905721877
2687,2434.022504484438,2171.143379520953
2688,2532.1510808815488,2809.7221580172113
2689,6613.397422439195,3186.0341604212117
2690,2135.926200864593,2108.7597019504506
2691,2489.7162525341946,2074.8587843033993
2692,2388.8089466905144,2689.031223514928
2693,2855.2720057492493,1922.3934722681356
2694,3036.136270706335,2359.8084898981874
2695,2783.3209174021517,3012.218774385476
2696,2285.3044209393215,2055.761886002242
2697,1927.8894697761789,1722.9516277812922
2698,5490.445938843593,1458.901038076225
2699,4304.851124596956,2736.382376515451
2700,4161.733339559656,1662.5222920759522
2701,2251.3204607299213,3990.6191205354053
2702,1985.250729870607,2429.5725421782763
2703,2006.718328222857,1959.4049422641715
2704,3283.358768861653,2309.4840088466335
2705,3366.665873396984,2874.244410225448
2706,1695.9877794275812,1943.8682917524852
2707,2734.6728121164415,4093.0937543002037
2708,1696.542735597277,2868.004985995222
2709,3429.6129858049635,2855.070872166259
2710,2992.5259792744005,2105.360904896818
2711,2085.696881213043,1766.9873546857173
2712,3081.391018004022,2056.880840941431
2713,3205.798605207329,1926.5759423441984
2714,1734.8019821613302,2768.423701967628
2715,3675.9750256632215,2398.880020842179
2716,1731.0982077228007,3067.755056966596
2717,2149.2047418936186,3869.540125923698
2718,1695.6636774643741,1923.5870740757207
2719,2107.7304268400108,2484.1361840676136
2720,1871.7793347344734,2477.6764707481893
2721,3263.4175061877754,2477.6764707481893
2722,1998.3658964494375,2352.9762017451903
2723,3603.9702200933357,2111.368030464274
2724,3413.9227573106054,3508.1280915095585
2725,3259.9562190275074,2263.6423990159346
2726,2040.8236095246955,1766.7847349849458
2727,3363.2063245385284,2460.7413662428053
2728,1914.4093741369154,2194.8569873239126
2729,3360.0104720210625,2463.4895642021065
2730,2054.0840327863143,2283.4030652146184
2731,3350.9261407859262,1959.6855570537227
2732,1748.0969904981778,3272.6057389470757
2733,2338.905594708522,2389.798343884858
2734,1955.4678053516832,2293.6672260613695
2735,2817.916308180651,2378.5149917261347
2736,3206.2468301569543,2353.940365154974
2737,3332.8625048842464,1873.989023309619
2738,3464.9026835097056,2255.4824975863835
2739,3019.0409052169457,2366.432813162299
2740,2382.7192057013717,3849.914072825316
2741,1982.8810933004413,2341.165806475639
2742,3600.821596547332,1697.2538072565335
2743,2840.4616189903904,1979.0770426496067
2744,2737.689832541282,2476.380094541213
2745,2232.62472044446,1869.5982525125096
2746,3341.2167824836574,2714.166903633023
2747,2007.5214844879404,2304.2736401282755
2748,4864.046561778581,2773.727002367467
2749,2592.715333998983,2773.727002367467
2750,2484.484009783935,1933.4352497441917
2751,2209.8419113306304,1978.7797145077523
2752,4217.04232634136,2064.552280953483
2753,3053.542002651198,2071.9246566446054
2754,2136.262495282756,2330.860603548106
2755,1804.0994924002882,1641.9200550911064
2756,2085.7813820383194,2335.0994927643283
2757,2003.2658238974097,1646.56649441512
2758,3579.023944414219,3410.6023499466514
2759,1992.5237938658634,2283.9544869764577
2760,3014.042280628606,2076.611097608852
2761,2453.137635955029,2411.7981312776674
2762,2654.2021191701056,1719.5487766116762
2763,2719.2461735997,2302.711113581286
2764,2782.113823877811,2773.52009688272
2765,2044.0126003398327,2025.8994780821063
2766,1930.5114139372,1902.1344843044262
2767,3923.26991757809,3592.631405065921
2768,2326.2908015135326,1794.1122566439171
2769,1895.6922705191994,1862.8764473093229
2770,1994.3346015459026,3057.488504829582
2771,1890.9157117298482,5605.6582185466905
2772,1893.0943430810048,2396.446195092923
2773,1878.4706934436795,4000.2146939367026
2774,2288.210921126578,1687.1966790870888
2775,3076.427975615976,2131.857352603274
2776,2490.7167582501334,2064.9327404858004
2777,2388.8982192697968,1664.8919427673507
2778,2131.1326878596515,2439.534132863115
2779,3400.97474993104,2180.1811277167867
2780,4307.980237537712,2603.299416369682
2781,2108.711815505305,2565.8960312790705
2782,2154.8955584856694,3190.518536124794
2783,1823.299269478793,2662.7765725787635
2784,2852.394951116362,2282.111975301853
2785,3669.2548411812686,2264.9789189473295
2786,3615.214468630509,2398.732833077912
2787,2671.7614119356845,3168.4565343219947
2788,2267.5326747232057,4304.671060304752
2789,2106.435519034978,2055.994288122728
2790,1919.3246618372682,3150.7233395157573
2791,2416.745416382885,2112.398305341937
2792,3952.464571452981,1984.4636029515277
2793,2294.1856120403236,2397.5813650962964
2794,1903.616899012641,2622.0615077846805
2795,2545.2208835758283,2258.8917105906303
2796,3533.750316358831,1812.0526478014676
2797,2728.363464863834,2049.185480667434
2798,2635.483804956047,2514.1682566468253
2799,3602.89177572459,1736.5710115331208
2800,3284.8330226817243,3114.1877509085693
2801,1965.1563089270346,1718.6626572064913
2802,2148.5155250848084,2050.5520850431626
2803,2154.352043590877,2234.847699999859
2804,2374.3376361517408,1812.7741955202116
2805,2368.6795040327693,2774.0725179696537
2806,2584.1042576114946,2265.0353768359487
2807,4290.96795886106,1540.7743037122818
2808,2135.888684602299,2630.8826361226847
2809,2278.964266747438,2575.012348536722
2810,2745.225991807396,2292.5518412454703
2811,2532.4872277864492,2251.9956986186057
2812,1888.1733036610972,3140.477954702663
2813,3012.2133265197954,2504.5430701142554
2814,3583.435429858386,2112.891193604259
2815,3393.175901265153,2860.9156399950925
2816,2346.191484872327,2235.0042123637722
2817,2139.1666430492387,1940.5704932028707
2818,4150.191581777647,3046.0361932500728
2819,3548.769568300225,2467.603262417455
2820,1795.8166584160062,3582.8177279542006
2821,2565.2000842997013,2317.3467093150625
2822,1343.646278113173,3766.0367530776566
2823,2193.4376407168916,2419.6033649698734
2824,2251.517408745872,2510.431563336071
2825,2681.0500972981645,2389.7197994900066
2826,2408.033283206327,1975.9131533552131
2827,2172.5163597355527,2419.4195216363855
2828,2450.743860209292,1629.6739035385315
2829,2093.6993036708077,1570.2624775435895
2830,2503.2520894890645,2237.4262360037474
2831,2247.4580981021327,1875.211805948203
2832,2289.479738728444,3524.495098521813
2833,2482.337682905813,3017.4187498729093
2834,2445.8747747524753,2386.628052456022
2835,1744.9077169080588,1965.5936252369447
2836,1708.714039750748,1646.9093106764835
2837,2598.41713628945,1884.6401282178444
2838,2775.3066048098317,1781.6204251619922
2839,2537.434523196316,3213.0286283810537
2840,2660.1374289208015,2086.783761477579
2841,2071.9082130070533,2568.398938038826
2842,2463.106128421853,4919.353394634607
2843,1754.8672037165443,2272.439726438508
2844,1790.2833797299004,2025.327827003532
2845,5494.522411022644,2075.890002209636
2846,3118.205379479005,1821.57201122371
2847,2208.957061373985,2562.8634101624093
2848,2027.7229886016116,2976.3555909276124
2849,2567.1495302556427,2695.8975572362892
2850,3082.837710617233,2436.0679741862277
2851,2146.7165901008825,2254.026105818217
2852,2657.050428409215,2229.459895364966
2853,2472.677324537437,2515.198269479048
2854,2406.764303986319,4097.97712533708
2855,2859.4380143192834,2268.5437874528297
2856,2382.381402203753,1952.1839055557405
2857,1989.8647454928132,1795.5337433642478
2858,2842.9937414297387,2768.4667807214796
2859,2404.9516402867835,1763.439337167399
2860,1850.457391205477,3105.8311027567725
2861,1656.165934445036,2499.16967226707
2862,2816.04099537441,2048.2651301200667
2863,2261.8895590373368,2296.2572298931177
2864,2480.632589773343,2609.301369056804
2865,2275.3159112530516,4821.86195040337
2866,3607.9586316737746,3426.7893739549145
2867,1970.357140161352,2778.6096307585626
2868,2362.5029094024426,2603.4939173396688
2869,2266.9695769581785,2195.4478902020883
2870,2094.511896564305,2738.233692216369
2871,2818.7135402035437,2379.128478359645
2872,3378.259769142339,2264.8629550744995
2873,3596.0566809599327,2075.7450382776915
2874,2009.1214012001992,2410.7200686266624
2875,2189.066793443897,2122.9418700238616
2876,2158.724821520808,2063.2337375640323
2877,2158.5673605219995,2624.8443364351942
2878,2207.232982083664,2301.5671448698945
2879,2024.5210288934193,3772.2477136839398
2880,4907.129688386301,2212.4817700543995
2881,3030.2282435396346,2051.5607382585904
2882,2739.286262026372,3719.2563414278993
2883,2394.0057530723475,1913.4578190587267
2884,2471.4795950839216,2193.7648590297913
2885,2473.850282115706,3062.372739581811
2886,1971.7609074897116,4284.608729750542
2887,1644.5513082488353,2929.2080210582894
2888,3431.356054438168,2294.965271446684
2889,2598.1801173928447,2121.0469416828314
2890,2179.591431447575,2971.60611114133
2891,1677.1892803670928,2080.987198533368
2892,1774.3998459063412,2214.545180794791
2893,1669.586865646662,2160.3737281244257
2894,3622.083001262216,2136.327295771165
2895,2566.9896946361487,2080.222934973478
2896,2338.9273966354267,4779.9842313996805
2897,2285.2973108169845,1919.9733717609029
2898,3393.4184431572485,2162.6780311499706
2899,4059.926151370489,2886.1378452717845
2900,2426.7786866232555,2111.875287593721
2901,2357.336120687164,2399.7042649024525
2902,2471.462238816241,2134.511008082091
2903,2807.2139625981076,5010.588276344055
2904,2651.6775563000833,2975.8967981904316
2905,2732.859018447885,2150.324373241468
2906,2285.845990950627,2326.0701555925416
2907,2179.015542767846,2418.5499739001075
2908,2153.7543151958453,2431.9998677799663
2909,1962.4037650438418,2431.9998677799663
2910,3085.4978351895857,1891.057684393812
2911,3393.1526527548717,2211.28593862868
2912,2107.45077671051,2499.2120721589617
2913,3825.244562620892,2889.2005628849047
2914,2338.1457422200997,2795.978645976427
2915,2006.2832443067286,2478.1897506788287
2916,2074.846596533924,3461.874088884132
2917,2861.5956758412103,2470.3011487595636
2918,2048.771924232957,2323.4813173993925
2919,2242.7122024657015,3264.1142050552035
2920,3480.6258486938145,2402.1995975539394
2921,2589.3545935966854,2264.2154059910326
2922,2292.2601646408984,3294.4398562084366
2923,2124.4790222384213,1784.323966330343
2924,2712.4138879711677,2157.280086682816
2925,4138.816450157227,2534.724964706142
2926,2355.1505413218006,2597.071448034951
2927,2061.7225153903555,2032.5036324778218
2928,1644.325871498374,1977.6686891130971
2929,2599.1584797994947,3328.593597171965
2930,3225.8647039009948,2515.170357388603
2931,3046.7981457508813,2309.4277857405527
2932,1926.2755951155498,2399.8531854459034
2933,2419.677936439605,1948.9966204991247
2934,2154.9528908148873,2562.3737528933752
2935,2180.1705434004043,2074.9591619480666
2936,2603.764968869146,2336.75352809173
2937,2563.9835074760226,2393.4777461397907
2938,4347.842951304057,2369.09697751484
2939,3437.4164022281075,1840.9409654778035
2940,3599.359584506226,2563.1460597444166
2941,2312.6107642043617,2131.9866982997146
2942,2211.3134912022174,2347.32274288421
