,modelA_lgbm_train,modelA_lgbm_test
1705,2668.351794696401,2173.338302211224
1706,2162.560724691463,4541.997749206089
1707,2930.8894108888217,2594.704223264224
1708,2376.877550585114,2186.359864874375
1709,2340.961808627795,2159.7804134529347
1710,2811.1144981223765,2439.9669607377664
1711,2796.000182551762,2610.090263728859
1712,2232.7770379242866,2160.2488208215627
1713,2093.0663158634543,4530.909471412014
1714,2313.2344815571346,2271.0331823004935
1715,2694.0920771495244,3148.0768502808514
1716,2784.8639098983417,4216.209521119524
1717,5904.351091231174,2805.415106699096
1718,2540.160917456218,2171.7554182720037
1719,1548.6463055275751,4083.3175695184896
1720,2188.5486332710093,4265.737942101007
1721,2856.190229183011,1785.0786965354491
1722,2465.7300024390315,1950.3469113150882
1723,1782.1470206507186,2712.353602441462
1724,2400.1499348926477,3191.1449975114983
1725,2239.376576559965,2319.9384765357695
1726,2329.9283859527013,2029.7474701204915
1727,2065.1616272882343,1878.943628786888
1728,3215.1384414331906,2479.8712403407008
1729,2433.1878400787573,2340.415289985701
1730,1568.786401442474,2391.5517931345194
1731,3330.0225241005387,2011.991611695393
1732,2343.5755781805374,3116.007802478845
1733,2345.608828074878,3387.9528912673313
1734,2004.291011237419,2284.236156458544
1735,2340.4414186230174,2636.518653590322
1736,2100.8786203308887,2866.957062803295
1737,2335.177361421441,4226.768033612376
1738,2865.7609656791396,2328.0385630019723
1739,2126.187736877299,5304.252252923732
1740,1705.1742801154146,2234.525133861536
1741,1778.3476167123606,2459.3965685126395
1742,3038.2527311779445,3407.5100490137847
1743,2130.961584800854,2997.4944299761864
1744,1533.469664412487,2523.0310805370145
1745,1692.461123371932,2305.7112859051385
1746,2856.872285872731,2455.4380117833325
1747,2995.352146433284,2830.0382197419685
1748,1935.9447897179878,2236.1432051575866
1749,2365.4496677629427,2180.774580869124
1750,2072.4580506861626,2969.7856300264953
1751,2470.7570185296386,1942.3662695599778
1752,3975.433848010229,2331.630763051443
1753,2820.7467864295486,2301.060644332333
1754,3416.065826118366,2661.9466433831785
1755,3378.350522717187,1878.1436323109453
1756,3972.042484465644,1790.8238265534087
1757,2495.5458066850647,2518.134455207513
1758,2454.729633069039,3621.0902503751713
1759,2041.7368888176436,3691.2817436126365
1760,6086.095474321176,1829.195557588621
1761,2419.0116463571735,2504.9655992752423
1762,2399.1332422520973,2202.2202012521925
1763,3875.69129178242,1917.6423594584053
1764,2301.8556803817396,2286.575286587569
1765,3151.292331794701,1814.771762237698
1766,3548.3563567006013,3505.435016392826
1767,2119.1160749777678,3558.0043909522988
1768,3689.242175356437,1823.0046304831808
1769,3114.4167334822,2437.9040983290656
1770,2961.4580617871634,5835.456699393141
1771,2672.5504603563722,1926.7914035045658
1772,2042.9766640207351,1696.6104672124777
1773,1629.7919096027406,2868.839293928491
1774,2075.115692644952,1958.0705189771022
1775,2940.3761564001684,1962.207026691002
1776,2231.3870402164703,2077.028092153311
1777,2858.6173736223277,2522.728867664481
1778,2197.1689386028725,2321.330379585734
1779,2298.9077361628983,2533.2226464402274
1780,1825.1680125605344,2634.601845988429
1781,1646.2285342243858,2203.349103767991
1782,2294.616623442662,2319.6265308078778
1783,2789.803255686302,3474.601935247568
1784,2219.841544772832,3309.7670123376784
1785,4680.619467727817,1907.5450294405734
1786,3037.2158504152785,3551.283982724233
1787,2204.749084410889,2339.5487921407125
1788,1773.1206945038982,2570.9296959653607
1789,3531.004005343373,3570.726426505472
1790,2119.127526107274,4009.8942669607213
1791,3426.5817549084727,2414.923468955303
1792,6305.441028951288,2187.7713060753135
1793,2270.379566837385,2370.822637121172
1794,2237.199865487705,2155.72848614112
1795,2980.4618269135017,1994.245669190661
1796,2143.3806447641928,2220.4074075342664
1797,2007.319920002943,2796.1494724398426
1798,2306.1311672539578,3016.51867472062
1799,2080.531578171706,2880.2600503471026
1800,2060.208483313714,3257.5462282605363
1801,5005.537173928979,3042.7782796235683
1802,2211.460341894561,3045.6039916436957
1803,1892.4211454628007,2220.5290001999274
1804,2742.4611246112177,1953.3403225574198
1805,2799.3060956196,4061.8076136038553
1806,1920.1328208846744,1923.4998108283803
1807,2386.1074027748473,2265.4946811118803
1808,2407.7515955915565,1932.919521439459
1809,1608.3617005309184,2268.9573468829135
1810,2592.242358136108,4931.173118660228
1811,2534.9219697919652,1869.690675573851
1812,2154.5224818530583,2127.465741957374
1813,2909.5360295653013,3162.967286248865
1814,1836.712481030641,2234.236826655776
1815,2250.316688969104,2278.468695870111
1816,1864.1458217022212,3213.3859896419985
1817,3141.080970521698,2387.865345938571
1818,2127.394294286423,1776.9871579546718
1819,2191.8859572683286,1836.7330322989098
1820,2271.6669117694964,3084.193460893669
1821,3101.572578896628,2420.9662007855395
1822,2796.394870845698,2845.615605023979
1823,1690.9502122378183,4401.174525240294
1824,1950.4358146174575,2286.670491429004
1825,3408.542866542475,2175.4335845274422
1826,2019.8857588217693,2734.7598572917614
1827,1832.7310098931482,2169.4320777518133
1828,2672.5641921471374,2167.319218003919
1829,3221.376857401299,2973.1924314559465
1830,1862.081065790609,2100.404652501199
1831,2136.094217630154,2165.3369432193726
1832,2303.362767160677,2334.162401238649
1833,2336.755798455006,2719.5290762736495
1834,3454.883794356482,3151.151936296132
1835,2424.9413043183245,2200.8906405041816
1836,3128.521006511919,2695.068183017401
1837,2946.854472641709,2933.113875429467
1838,1996.54798488843,1905.7459749317545
1839,1500.3946346456146,2705.690115245803
1840,1536.2218639228104,2383.665496080752
1841,1959.5267477265893,1724.4887425616678
1842,1592.9974130368516,1824.640373988123
1843,2111.59351647329,2572.386939986839
1844,2097.7114732026084,2364.048570510819
1845,2229.1145659956896,2204.730055828847
1846,1492.5916381002721,2397.4834285414263
1847,2773.14728036874,2374.0504094086946
1848,2253.48570489687,2664.9361134747987
1849,1849.1999468499646,2905.4429550443883
1850,4367.69518868382,2096.3219403508056
1851,2278.8261626356393,2399.4849815842317
1852,4330.5655336843565,1984.7290336412989
1853,1937.1444363524538,4193.868714611231
1854,2217.878696016173,2076.697010298189
1855,2100.4746917086395,1927.7334462864558
1856,3188.345319841002,2087.7092459569503
1857,3082.6451811581087,2936.127378870629
1858,2414.4863801550714,4734.879607017409
1859,2035.4274542184105,2010.7346093868757
1860,2284.721984307814,2800.9457904374294
1861,3879.1222518355994,2040.273981720622
1862,3148.1277037596765,2334.010162117938
1863,3785.3058637662366,2164.003884362432
1864,2575.4715457738994,2428.5705236425756
1865,2596.145460546418,1943.2261238367978
1866,2693.0383596286624,3056.8334909418236
1867,2313.561796331049,2509.7095478505603
1868,2265.9664612713495,3719.5404448749277
1869,2103.820558884145,2906.9078464142194
1870,2750.8524105521365,2079.5148528864984
1871,3496.887878542674,1905.5906444790824
1872,1498.7904678716259,3631.0306920536314
1873,2019.6957333965845,2052.2624326422692
1874,2249.361410161615,2561.87309272187
1875,3066.5572670648558,2504.7956160827785
1876,2284.5642499204923,1997.575981985503
1877,2935.6401976409456,2027.364597561061
1878,4264.526585768486,1828.5596983697528
1879,3812.8367052910394,2409.774075903816
1880,2273.8046953158855,2561.777651787913
1881,2972.6463874542706,2636.769349209696
1882,1881.829609534668,2101.410447408204
1883,2827.981869441002,2718.5193727519168
1884,2639.974422241053,2388.887327054951
1885,3562.5125441685877,1990.8525882907045
1886,2353.0775038179067,2481.6955111423163
1887,1973.3809594335733,3086.6113394486383
1888,3036.3724521272593,3085.1438736390473
1889,2264.080990927186,2543.029573404258
1890,2506.00486105065,2703.5304713363535
1891,2494.042440133754,2290.6422995074035
1892,4976.098050557443,1943.514681940827
1893,2242.9449525180853,3003.524291383255
1894,1963.2197999013172,2121.7141142906967
1895,2633.1486506029664,2228.413866458118
1896,2567.6593670684383,2470.8377779812868
1897,1867.6932393740922,2553.4118999974708
1898,2150.513087669613,2122.545093990131
1899,2243.789287476628,2215.11097972233
1900,2267.095178268335,3462.7458686149307
1901,2194.6255260258163,2318.7841124160573
1902,3280.2488442545773,2823.73735379179
1903,5744.282548869871,2228.4330621800973
1904,1867.8223194591592,2301.2251543797643
1905,2500.1389436272216,1788.0690287886075
1906,2178.4206875092527,2354.349794911429
1907,2726.4527226601467,2496.4538858400206
1908,2148.8260072031803,2788.5223230224647
1909,3189.5459066063113,2156.842422002083
1910,2252.3742682820516,2197.8717141535217
1911,2438.1730172591724,3144.5809532421604
1912,3297.455803146289,1596.6041753492032
1913,1776.277666312638,2239.5743071139777
1914,2410.567093232541,1857.448202963751
1915,2453.444879996796,2125.8826683400125
1916,2421.970402009327,2325.929763343391
1917,2145.6841908679644,2581.1858288667345
1918,2101.457051219183,2710.406147499507
1919,2356.3371832987414,2130.9548183307343
1920,3085.410487703342,3134.910165768292
1921,2338.329406874568,2491.029234227511
1922,2311.3784667296572,2359.6125101813946
1923,2581.3523053916647,2259.309360196014
1924,2665.5430997180424,2332.125864048359
1925,2708.5450271079335,1682.74247490696
1926,2516.3056209738775,2243.798053744009
1927,2360.238021641328,2084.444550092132
1928,3016.0309386113636,2359.2392556348977
1929,3183.0509675124085,2701.482985594305
1930,3343.2547654259665,2248.6763481241724
1931,3363.807662838428,2074.4399261095878
1932,1675.8354612375203,3152.2201152799685
1933,2157.788279570725,2040.172154918572
1934,2962.6411378540884,2327.917009509901
1935,3136.141542297502,2530.5687475848367
1936,2272.398716153172,2251.9539902442207
1937,2011.2408067758167,1833.2119384623372
1938,3573.726915086096,2941.7399677783883
1939,2302.377521749054,2169.6835428524446
1940,3755.9337102700356,2431.7596415184253
1941,2496.9067208646343,3433.1462065232927
1942,2560.3283684170015,3808.945285155272
1943,6100.821686381242,2920.5599693798717
1944,2730.874657222993,2252.193720345184
1945,2339.3700468874663,3132.1127360878736
1946,4067.374286000208,2005.1423134315621
1947,2299.6819524074076,2839.7794506172368
1948,3793.9154887160485,4488.929394678988
1949,3565.27571993149,1850.34386293318
1950,3216.035346210651,2137.944821840204
1951,2290.9151743404136,2725.9037277805796
1952,2250.383575583968,2892.7137133970305
1953,3180.1888272550723,2071.0752027565127
1954,3073.920004211005,2704.090366383024
1955,2736.7947363045837,2248.312314746238
1956,3023.1588000037323,2152.9258076061246
1957,2385.408769255525,2427.6682282555093
1958,2317.297122513663,1933.537428520944
1959,1841.778540000608,2066.8360202999834
1960,2095.487584208912,2375.671574337281
1961,3220.736829270757,2467.8100525830087
1962,3196.3839205262075,2338.348816743507
1963,2789.822004973511,2104.3827176239242
1964,2244.3128115535383,3074.110077734052
1965,3320.40225515803,3606.9179728099966
1966,3561.4417994293717,2469.6200139583443
1967,1946.906028915376,5088.965383745652
1968,3235.109626548537,2237.8092660613156
1969,2646.339786428721,2678.9691461537714
1970,5136.533743879415,2844.1347568403166
1971,1970.6542983082957,3529.112074228229
1972,2400.198729041223,2244.0369245766587
1973,3157.1949622532466,1899.9470724647604
1974,2254.443525422994,3548.538109786446
1975,1922.0246902484773,2159.387383166816
1976,3089.064311907085,2699.0103651535815
1977,2109.8872254241014,2821.9878852655975
1978,2439.3278590816426,1905.7605423285618
1979,2611.598268049398,2349.1886979731225
1980,2600.9305221600926,3853.986793057987
1981,2248.9691027211957,1971.0258658277403
1982,2721.4824706026598,3126.8284523990865
1983,3408.0472631550933,3559.618579362964
1984,2275.1278010950305,2089.018343083232
1985,1918.2095340602539,5393.122808430245
1986,2617.1977272312547,2399.6817520744253
1987,3527.0513198885737,2836.070421947209
1988,1953.1251816875697,1531.575580850394
1989,1652.6104253155834,6051.165041556233
1990,2799.4500309786813,2375.2253641705893
1991,2530.8532831463826,2652.905225631808
1992,3881.707468102861,2610.703344871703
1993,1919.0478741531147,1746.4689050856869
1994,2352.7334295621563,2947.11473463213
1995,2040.690220352949,2714.3380553516567
1996,2494.9564793786863,2386.9101571763913
1997,1942.03174667876,2331.6846653659923
1998,2904.479488524706,2308.128061088419
1999,3284.581110422876,1843.2527552884305
2000,3345.842609976652,2096.53131084989
2001,2284.787968526563,2939.4247074998293
2002,2602.5759326084376,2247.1755713641696
2003,2891.1327650253334,3484.199738063169
2004,3933.2214985249752,2122.145271286689
2005,1878.1881227651415,2331.817331449491
2006,2771.6399877280855,2472.8146133809323
2007,3265.366748151846,2921.294895645586
2008,3832.222474715862,2225.785109736004
2009,4375.755394455281,2156.2832255933913
2010,1944.2745124650755,2265.2055719250966
2011,2287.7154853932266,2377.5421454576112
2012,1933.263752165812,2885.831959862783
2013,1798.2127645848468,2487.458080260074
2014,1384.7372709107854,2317.8771314183455
2015,1471.8732710725033,2352.032444613277
2016,2429.178371359114,3156.3478088635893
2017,3087.486247969882,4549.17822489692
2018,2298.2130843889768,2217.0285401156216
2019,5342.569796738727,1841.0390090891137
2020,2517.5809390123472,2091.184026680836
2021,2736.4284671855985,2603.0608189239456
2022,2716.5699267779996,1886.1634764030011
2023,2229.6492441453283,2701.5819342168866
2024,3094.3474638640505,2075.6840455394695
2025,2402.864791109834,2648.9604152802494
2026,2404.4032397206074,1973.7046251323118
2027,3298.311804518185,2485.6426397195028
2028,2068.321457824929,1707.3110870869482
2029,2790.1327269126696,2876.501316811785
2030,2419.4560485688335,1741.8775672250727
2031,2310.616746760487,4108.984469141673
2032,3496.8308811972533,3746.258259117049
2033,3906.1188357615556,2568.346361258633
2034,2112.8418033780085,2025.7873375715026
2035,2082.7726749383364,3696.283372233657
2036,2308.1291204306635,3207.9518206027888
2037,4232.221421044527,3434.278765589626
2038,3033.2919840744844,1769.5567458438636
2039,1885.0995357103066,4370.201257675464
2040,2387.078242198999,2804.8300986703566
2041,2400.7493033160654,2410.13950262647
2042,2932.7704354844436,2348.9527664168363
2043,2317.724311894889,2352.265440040491
2044,2377.4481030387738,2626.5736422939817
2045,3240.476364782182,2167.768265390129
2046,2080.607527105773,3243.6457432252905
2047,2436.179531060713,4493.832124780866
2048,1593.0758710687849,2387.1792757047315
2049,2154.1927820208903,2190.97365902843
2050,1793.3420817282465,2759.25712948018
2051,3062.069533032271,2559.6546670817884
2052,2787.0911215098013,3187.295760713395
2053,2974.6928696506316,2306.3464500499604
2054,3080.0950291635318,4193.051155252765
2055,4191.953462053333,2420.3580192789577
2056,3527.7907264753076,2867.0322336727627
2057,2421.298211805096,4292.892709131867
2058,2669.032856611185,2270.6985291594997
2059,2324.914577074688,4047.3266648000076
2060,3380.6537228182797,3345.8073490843526
2061,2335.8455916636676,2571.596597164821
2062,1653.9125732307439,2221.065176883256
2063,2090.8506335825004,2717.412236907816
2064,3936.1498333896966,2773.859020176903
2065,2439.17218434964,3002.1695441662605
2066,2204.0032602857455,2346.7003117204013
2067,3712.184843340001,2361.253465516549
2068,3458.9300703648933,2397.61269229512
2069,2404.668962579109,1888.9063900471822
2070,2550.4787277389523,2218.882337393733
2071,2284.8298467974278,3322.581023308501
2072,5765.709802093986,2339.36624477137
2073,3164.8859915461258,1931.7686906660488
2074,2825.6613871770605,2446.7127393756173
2075,3929.5350069582196,3278.317022079436
2076,2688.973227166548,3573.5515292537484
2077,3531.74914752762,2143.7189949076023
2078,2445.002687400747,2465.8856030493016
2079,1890.9797532811579,2485.2387777447184
2080,3039.6575209550692,2438.0766560789975
2081,2745.2608911947614,2060.747085265765
2082,2977.6825840672122,2887.3530461765527
2083,1888.5831870778018,3317.755785444496
2084,1539.4056838100273,1971.7079596095311
2085,2636.781900289785,2482.9470128669973
2086,2865.5041988320672,2700.322660151972
2087,1999.4115263730953,2263.77837380678
2088,2112.60716961208,3388.1994236297664
2089,4043.9823110492684,3067.375397694211
2090,2232.11596769801,2094.2952407519506
2091,2160.278684797576,2822.465593774007
2092,2525.4444266298683,2439.0718030793755
2093,2341.2373702108457,2386.0471619448663
2094,1889.678075390279,2394.9255697091085
2095,3161.4631252183854,2211.8907428978664
2096,2281.579328514197,3277.0241025646246
2097,2450.0086240147402,2518.5144216223453
2098,1975.4409697396018,2702.502146096665
2099,2502.637408264126,1789.2651629517127
2100,3249.715308810568,2272.144189063715
2101,2897.355235450944,2326.391884425941
2102,2217.7353544574676,2945.02191434966
2103,3174.5031009880395,2449.3302144852564
2104,2966.5611743710647,2660.0755253452917
2105,2395.652641626895,2439.8467588570356
2106,2673.638678743019,1794.5309814954094
2107,2323.639819203189,3127.2301506512745
2108,2335.5515630792293,2083.637170243613
2109,1972.1188686454973,2131.1890729588545
2110,2640.8451056883127,2244.792698081662
2111,1770.7126839272137,2219.8806170916578
2112,1991.363922524552,2532.553329173565
2113,2071.8008382504,2418.9409206204405
2114,2467.0401253716964,2211.9492341355885
2115,2142.396863598537,3464.6714704453784
2116,2006.3693287956337,2988.962812119229
2117,2525.6103585134065,2178.043126381299
2118,5334.9053699460865,2019.06769072857
2119,3050.0875964124057,2465.582406898781
2120,3182.8007044530063,1995.0618988618219
2121,2169.734430418112,2540.6901632473223
2122,2998.95300701863,2341.962194735838
2123,4371.27024696759,2261.9107981706175
2124,2165.6698811324027,2217.404982205067
2125,2269.8663528137126,3315.832830191374
2126,1902.0187912648819,2189.9131591213127
2127,2726.26044877376,2900.1290096311855
2128,3819.884445985451,2286.308133720906
2129,5444.981354786824,2848.37467866251
2130,3145.6346296007764,1986.4794480581745
2131,2390.6867716036127,2718.352782680659
2132,2533.089965198296,2987.1431953841966
2133,2465.598419552169,2313.1486149914463
2134,2483.5186914246033,2895.154645374109
2135,1956.0986096285874,2280.041232282841
2136,2438.8678358831057,2550.7892155428126
2137,2381.8084059110074,4317.910126741268
2138,3032.179654596583,2531.582273116168
2139,2288.1060895157857,2109.7348439207167
2140,2527.5651505555734,2189.736998764996
2141,4006.999597080862,2414.6804972280806
2142,2248.499454912302,2111.7187790387857
2143,2225.0535464054683,1963.889985713932
2144,2549.42110337215,3567.762583312118
2145,2589.4566835863525,2174.737868976402
2146,2182.035867729041,2761.9061420657035
2147,2335.6634172117515,3273.2368671434488
2148,2877.019664037266,3355.138387387681
2149,2411.5179509032682,2157.254918577474
2150,2618.7441510195217,2000.1630804857439
2151,3230.182146543455,2191.2036915188864
2152,3193.390728367344,2092.4754197757597
2153,2010.6559119456088,1961.804615768991
2154,1597.1898570036403,2281.4227176972954
2155,2249.625716934894,3044.320368314081
2156,2144.166908562264,1867.8134156347867
2157,3203.224723983293,2155.749636437358
2158,2569.123027672464,2322.8755102460127
2159,5680.421424568363,2022.2100832482786
2160,3183.263973515209,2248.446558794022
2161,1798.6462000489948,3107.5066371881817
2162,3759.3268009839235,2142.3185861067122
2163,2395.301115061691,2139.0972083860916
2164,2641.1061747196613,2479.4961126032704
2165,2725.141360030528,1906.3329862562082
2166,2343.1051352864506,2181.5702416368613
2167,1739.4324253841958,3155.5831674835918
2168,3042.130491743757,2230.3348070622133
2169,2587.5215147740114,3248.64728307584
2170,2845.7326906812655,2146.818377597326
2171,2171.221640622858,2784.410423763687
2172,3100.3177208029047,1904.310509246517
2173,1705.6072486012024,2290.9286100397953
2174,2472.082421724047,2365.8590693059205
2175,2710.903476622865,2299.0286602999886
2176,3334.3334743364767,1868.7318849810054
2177,2231.8568733995635,2158.5116551876454
2178,3068.1739344207754,3015.3210068442513
2179,1986.0403340344496,2910.2699263498444
2180,2843.4362494594675,2306.6924467126446
2181,2272.2156348819117,2865.5493361240206
2182,1692.6199141940988,1731.1191600532645
2183,2240.9606682160565,1938.901987457609
2184,2306.7341443650657,3739.9349254576055
2185,2692.6305848248717,3211.659419611516
2186,1989.7879690939858,2453.706787526198
2187,2368.81700113698,2697.16828735332
2188,2377.858842227278,2675.004956481976
2189,2688.5897364265124,2951.737978468876
2190,2839.706731685973,2409.24483283948
2191,1883.0174584831364,3136.335806097713
2192,1738.6178073812723,2733.7039809252906
2193,2186.197452945188,2758.3618254201874
2194,2054.1460233476732,1932.5230222453156
2195,2773.429782305646,3721.6674601814543
2196,2601.033888355981,1817.6329248695888
2197,2123.7690867619663,2371.442031189664
2198,2095.5147587272186,2189.1151920469447
2199,2494.2680165806264,4497.9735814081305
2200,2287.0111712986186,2477.6682322076936
2201,2580.531816290812,5241.272852858905
2202,2458.796858041874,2266.4177143021634
2203,2323.209801802964,1651.6180574292962
2204,2603.6585872934706,1839.9053248297125
2205,3144.4517681833186,1993.7343679598343
2206,2118.121689308994,1803.543461770406
2207,2249.9256941422072,2746.6766480625893
2208,2330.3209159041544,1921.1173953683206
2209,1807.101291484719,2513.6072690185974
2210,3600.825136550071,2242.7300573766615
2211,2220.7678938330037,2779.064533542347
2212,2702.3389288016883,2437.376154214362
2213,2732.0391364465463,2613.2951814923326
2214,2505.7379394256477,2832.078343858423
2215,1922.1383082569014,2641.34040237193
2216,2652.68336411484,1955.3464858527434
2217,2769.712629442489,2226.229143599664
2218,1988.582018798782,2107.2859721209707
2219,2085.4114125251426,1702.0570420025513
2220,2579.6341515968415,1624.801589066482
2221,3955.9289054607098,2311.0690614317064
2222,2851.9489957064957,2476.11052461241
2223,2599.183254184978,2335.017596737768
2224,1801.2346537472636,1724.3144436457435
2225,1702.81369870582,2480.556921565286
2226,2262.3693374377267,2621.8358632149493
2227,2470.0470238201797,1979.8914930768237
2228,3330.443459146952,2231.513791666292
2229,2007.5467869634701,2436.776227349869
2230,2857.812256612626,2035.5039816869273
2231,1519.5696349863615,1809.7923757708552
2232,2293.1922311882763,2784.3660737075234
2233,1888.164233327796,2647.344002500741
2234,2245.405574963917,1897.0654381782163
2235,1988.9580140945154,1985.9990566015526
2236,4097.624141472083,1949.8577850410777
2237,1631.1317337064581,1923.8143734191144
2238,2352.91711495931,2617.8375349153275
2239,2122.115424937127,2483.1743033355956
2240,1804.6920810867107,1997.1838202296653
2241,3766.806749248962,2812.4651585045654
2242,5021.595758097125,2863.629364123957
2243,4088.8190027482437,2421.858888040598
2244,1790.883746786374,1992.2728806061252
2245,2723.860902869961,2222.17145656904
2246,1938.5234299617678,2201.1031905029854
2247,2125.9175443645377,2382.0286572125356
2248,2329.1014735458275,2451.713881387664
2249,2041.7117964564954,2481.73482765777
2250,2415.290543294466,2584.7648492155467
2251,1884.5738876935436,2655.690181851633
2252,2403.686229501322,3484.9819246918632
2253,2100.278286243936,2027.0600651845125
2254,1942.3325669042151,3832.8312482520205
2255,2365.4822047923003,2407.297943816406
2256,2428.4971954292805,2796.723041556016
2257,2096.7246964105425,2466.4621429033127
2258,1975.8301037930735,2408.400916603579
2259,1954.595100468651,2104.405967505968
2260,4870.5633702638415,2152.339861790277
2261,2064.844923636324,3138.8892240698315
2262,2597.5780933280453,2485.087984280867
2263,2256.1998322677873,3863.0493719662018
2264,1950.2150140488457,1632.259442919782
2265,2277.2653608310084,2676.583077432071
2266,1901.9888375295873,2666.2467549904527
2267,2938.7259517810207,2020.0534803948424
2268,2267.3612204094006,2656.9405821439514
2269,2249.295332761437,2248.7121680435885
2270,2483.1068592446877,2501.147521281232
2271,2551.4062611073205,2846.7789510447096
2272,3636.359926627014,1982.5291620800035
2273,2472.3691854128874,4752.572305434156
2274,5170.0280698337465,2195.058571756605
2275,3568.0248690620983,2459.69498332358
2276,2160.388418633025,2479.7312666908765
2277,2269.920848638938,2307.764989678454
2278,5176.152131370565,2763.515174702092
2279,2761.074865059176,2990.8768832871374
2280,3277.407979350265,2709.346406886606
2281,2185.7004673544398,2384.8675431684783
2282,2612.99155635321,2313.5991649379202
2283,2650.296924437954,3070.1184477141824
2284,2552.0998265968556,2647.620655042166
2285,1957.2875444120393,3763.52215061211
2286,2202.175924014293,2282.9806329229614
2287,2462.518228998849,2396.4687960583146
2288,3198.8772065185863,4435.6921030001595
2289,4138.047937382947,1995.6798382962272
2290,2119.619610188661,2689.1187526843737
2291,1931.7335788435355,2937.2260247244635
2292,1968.762953618014,2317.6412524294988
2293,2953.7547700781815,5512.282167323406
2294,2421.6908631231504,2513.4129810365175
2295,2014.9456191498018,2236.6750630306105
2296,1550.8233443493916,2277.8676096769755
2297,2365.2676883432423,1802.7402792472108
2298,3694.558903560721,3117.124634713411
2299,3432.2728207102914,2588.57954646436
2300,2210.9872467367713,2861.303355016277
2301,2505.3549570701857,2302.723337461107
2302,3204.176819104507,2497.139472791895
2303,3584.055602371783,1926.6501478615276
2304,2113.3087776828734,4589.677512440711
2305,3019.6610050475765,2054.135884882537
2306,2373.271402871267,3440.2696618234527
2307,5038.948594893802,1614.0271054905716
2308,3138.6457303798347,2084.1651374802077
2309,3493.2761789640076,4415.535241588311
2310,2166.9849577080686,2068.7669098764773
2311,2517.1812332426775,2695.400740538596
2312,3919.5169751570675,3319.004541215286
2313,2313.4828010907167,1880.5953602853565
2314,3017.492758413014,2048.4336214649215
2315,2747.2392106863213,2458.4995012066784
2316,2452.6685358486206,3944.1099160927542
2317,2198.682240143472,3240.836531469703
2318,1821.13005545691,2626.4930454347805
2319,1589.0452651663566,5822.574108329477
2320,2131.490163959785,2222.1547997077064
2321,3039.8210791737924,2219.6795144057714
2322,2504.212213778011,2783.386371548307
2323,3219.8489969658563,3679.805294773233
2324,2834.0719140308693,2694.698029234397
2325,2956.3443400386755,2516.820626036253
2326,3507.2089188222,3269.418405201951
2327,2345.7983629463456,4304.634966084906
2328,1963.4131190873427,2034.9242285474386
2329,2819.2622353144216,1539.8809449416071
2330,2462.0385881141556,2711.740182137713
2331,2019.5406017542014,2905.43413074311
2332,3260.4353165328184,2117.0586989428093
2333,2263.858798320038,3699.182073883699
2334,1846.8192695972712,2928.322544222249
2335,2369.3992609147576,2145.0086399220845
2336,1575.1002572023417,2194.583653849962
2337,2054.298790315757,2395.1836716698367
2338,3542.952684459957,2395.6345895727695
2339,2381.905948276566,1875.279292013617
2340,2373.9129110238837,3859.5760031686987
2341,2345.785122098557,4272.168767884803
2342,2159.842305703576,1881.5933426022161
2343,2067.5612874200806,2177.7844701892536
2344,2102.162020593314,2253.295181016894
2345,2421.283217235538,1669.1178356207406
2346,3493.575348553421,3279.637357313495
2347,3193.9100253520114,2237.151173107556
2348,2388.9451213919933,2328.1682712637426
2349,3138.6542427553773,1658.2530678891696
2350,3648.0306270442093,2461.47711125632
2351,1845.293890149636,3476.213381647637
2352,3320.522085665305,2681.972764266821
2353,3176.6598220383926,2287.7919592650774
2354,4724.833677945001,2624.7183351459907
2355,2215.089543985335,1781.2649543486011
2356,2226.790264678445,2650.2952862648117
2357,3064.797127168078,2303.812187415743
2358,2189.712941101125,2435.023015338379
2359,2956.5153732252434,2452.739750651034
2360,2273.0813392401647,3055.3928492373866
2361,2666.1886492527947,2196.8671530567694
2362,2071.884216180077,3412.8588919268163
2363,4318.142836485162,2083.2413402817047
2364,2315.785928388121,2319.8878490068732
2365,2395.090677665205,2410.5123693461564
2366,3315.5900329234914,2096.1767628106245
2367,2490.69779854452,5755.138787304679
2368,2299.282020243608,2540.2501523580427
2369,2645.296281082239,1963.6472771184253
2370,5022.211606280379,3496.8821615972242
2371,3816.34506149853,2214.5529320546784
2372,3217.984440119935,1921.4424058371783
2373,1774.4628500654899,1726.2545617651806
2374,2169.396570128353,2062.830671452516
2375,2651.7618909136486,2074.1933098136055
2376,2711.0074162155443,1927.9328471104739
2377,2544.885449026124,3153.3715357219457
2378,1575.2659762103362,2249.909281114405
2379,3489.0490591556854,1621.1774346999825
2380,2320.7343587037617,2761.8537859684748
2381,2599.7840453177428,2136.3182444298673
2382,2231.048279885982,1959.3064403354897
2383,2902.6676534355984,1847.122143878953
2384,2820.9685918786518,2394.7084329972745
2385,2417.5554495632286,3406.6549599710934
2386,2126.809176508709,1936.9358736003128
2387,1590.9321583747947,2204.3646860885283
2388,1950.3908019713977,2179.0350932390375
2389,1948.3451898690203,2831.6909274132213
2390,2697.4852715156985,2890.094402086689
2391,1784.0583415636704,2868.9774710433076
2392,2181.2920379406532,3376.6196374332358
2393,1677.37962935067,4866.154020970501
2394,2076.636164472117,1729.1002819984537
2395,4060.5748414679038,2357.9793629227615
2396,1967.9086280129704,2500.1951055422915
2397,1767.8694668229186,1869.2312880764675
